eventno	jetmultiplicity	axion_Eta	axion_Phi	axion_pT	axion_Px	axion_Py	axion_Pz	axion_E	Z_Eta	Z_Phi	Z_pT	Z_Px	Z_Py	Z_Pz	Z_E	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
55429	2	1.04567	0.63052	29.9558	24.1959	17.6609	37.3528	65.6645	3.71273	-2.77797	4.06683	-3.80093	-1.4464	83.2505	122.722	0.230656	-0.155206	26.1728	25.8582	-4.0459	6.0906	27.2801	1.15873	1.64723	21.7703	-1.66232	21.7068	31.2622	38.3844	1.111	-2.54272	33.8956	-27.9968	-19.1073	45.8977	57.0571	0.246044	-0.176258	26.7461	26.3317	-4.68983	6.6473	27.5597	1.0832	1.52893	24.4852	1.02479	24.4637	32.0219	40.3104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.10807	-2.53689	34.1814	-28.1201	-19.4327	46.1161	57.4027	1	1	0	0	92.21728594221912	-0.8371559999999999	-1.705188	1.89960424396241
55652	3	-1.5305	0.800694	32.0807	22.3348	23.0288	-70.6423	89.6963	-1.46993	-0.000747704	30.7272	30.7272	-0.0229749	-63.2822	115.309	-1.37797	-0.105734	26.0307	25.8853	-2.7472	-48.3489	55.1117	-0.776411	1.70768	26.0194	-3.55048	25.776	-22.2934	34.5846	0.295694	-1.22165	24.5319	8.39233	-23.0518	7.36011	25.6122	-1.33957	0.0193315	26.4244	26.4194	0.510791	-46.9752	53.8973	-0.815969	1.71637	24.7208	-3.58609	24.4593	-22.4854	33.4172	-1.92242	3.05422	22.581	-22.4949	1.97047	-75.5474	78.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.283998	-1.21284	24.5874	8.61434	-23.0289	7.07701	25.5856	1	1	0	0	88.66790493578226	-0.5236009999999999	-1.6970385	1.7759779496613266
55748	2	-0.58169	-0.902731	41.6952	25.8289	-32.7317	-25.6448	66.4905	-0.928033	0.161268	32.848	32.4218	5.27439	-35.0521	106.195	-0.279059	-0.476939	41.6984	37.0451	-19.1422	-11.7879	43.5868	-0.722022	-2.26081	17.6204	-11.2162	-13.5895	-13.8569	22.9037	-0.241523	1.39904	38.5737	6.59291	38.0061	-9.40728	39.7042	-0.4128	-2.69169	35.0758	-31.5853	-15.2538	-14.894	38.107	-0.319664	-0.450784	32.8525	29.5708	-14.3129	-10.6816	34.5454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.226507	1.39933	38.4873	6.56691	37.9229	-8.79236	39.4788	1	1	0	0	106.30944842124947	-0.093136	-2.240906	2.242840613002181
55762	2	1.60267	-1.32419	39.176	9.56333	-37.9908	93.3353	110.775	3.58677	-1.02243	8.7044	4.53757	-7.42813	157.069	181.636	1.5283	-0.824637	35.7164	24.2451	-26.2266	78.4587	86.3337	0.72542	-2.46607	18.8136	-14.6818	-11.7643	14.8767	24.4409	1.46915	1.73378	30.9732	-5.02577	30.5627	63.734	70.8616	1.52614	-0.865122	40.991	26.5846	-31.2013	89.8323	98.7426	0.701478	-2.46288	25.2672	-19.6675	-15.8626	19.2142	31.743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4718	1.73655	29.3864	-4.84873	28.9836	60.6471	67.3916	1	1	0	0	100.14136506126282	0.824662	1.5977580000000002	1.7980261513137124
55802	2	1.53457	-2.44886	32.0679	-24.6764	-20.4798	70.9302	89.8932	4.39008	-0.604687	3.12123	2.56777	-1.77443	125.839	153.98	1.16222	2.95184	28.2292	-27.7226	5.32437	40.7099	49.7622	0.992113	-1.45329	25.9834	3.04617	-25.8042	30.2204	40.131	1.28114	0.601664	33.0475	27.2442	18.7054	54.9089	64.0868	0.98624	-1.52034	27.7551	1.39981	-27.7197	32.0315	42.3835	1.19755	2.93705	23.4239	-22.9356	4.75789	35.2537	42.3261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27207	0.601025	33.8588	27.9253	19.1468	55.6639	65.1528	1	1	0	0	85.36320989518724	-0.2113099999999999	1.825795307179586	1.8379827038954961
55950	2	0.250147	2.98853	39.733	-39.2684	6.05806	10.0431	60.9024	1.58008	-3.01851	7.88821	-7.82854	-0.968457	18.3376	94.1685	0.478634	2.47829	35.1951	-27.7323	21.6705	17.4962	39.5841	-0.375083	-2.20716	19.4121	-11.5361	-15.6125	-7.45309	21.3183	0.254708	-0.219877	32.2155	31.4399	-7.02652	8.29454	33.2662	0.468126	2.5156	29.6916	-24.0616	17.3963	14.4127	33.0048	-0.393238	-2.22492	24.5781	-14.9548	-19.5048	-9.91609	26.5031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.248773	-0.221706	31.7683	30.9907	-6.98567	7.98488	32.7564	1	1	0	0	90.6079338324796	0.861364	1.5426653071795862	1.766851490779994
56558	2	0.531627	-0.149117	47.3336	46.8083	-7.0321	26.366	70.4306	1.84403	-0.868468	16.2249	10.4812	-12.3851	50.0034	114.1	0.878166	-0.554888	33.6027	28.5609	-17.7035	33.4505	47.6463	-0.329162	0.529183	21.1388	18.2474	10.6714	-7.08442	22.7843	0.605958	-2.99529	36.7194	-36.3271	-5.353	23.6373	43.6697	0.846193	-0.544644	35.8398	30.6542	-18.5691	34.0785	49.4554	-0.344328	0.508792	24.1632	21.1026	11.7705	-8.48547	25.6099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.596839	-2.99221	36.9031	-36.4921	-5.49233	23.3563	43.6733	1	1	0	0	106.38956807956407	1.190521	-1.053436	1.5896753308575307
56602	2	-0.774193	0.803818	56.5488	39.2428	40.7158	-48.2861	86.9288	-1.12257	1.29236	62.4261	17.1581	60.0218	-85.7515	134.512	-0.929239	0.589452	49.0984	40.8129	27.2941	-52.4795	72.0198	0.305543	1.68725	13.5132	-1.57006	13.4217	4.19341	14.9091	-1.06449	2.42323	29.3336	-22.0847	19.306	-37.4655	47.5827	1.14185	-1.95302	59.2165	-22.0866	-54.9434	83.2975	102.201	-0.89064	0.623547	52.4949	42.616	30.6528	-53.1851	74.7287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.06865	2.4117	30.4835	-22.7177	20.3261	-39.1404	49.6106	1	1	0	0	226.31503887932416	2.03249	-2.576567	3.28172410564767
56682	4	-1.76433	-0.918429	52.9973	32.173	-42.1143	-150.151	165.469	-2.78077	-0.828764	31.1002	21.0171	-22.9239	-249.881	267.64	-1.34977	-0.454181	43.0164	38.6555	-18.8724	-77.37	88.6488	-1.8236	-1.8428	24.1289	-6.48243	-23.2418	-72.781	76.8204	-2.20781	2.09737	22.1974	-11.1559	19.1904	-99.7305	102.171	-1.35326	-0.43284	37.6479	34.1759	-15.7914	-67.9849	77.713	-1.88223	-1.62562	26.8378	-1.47063	-26.7975	-86.0946	90.1807	0.544995	1.4944	25.003	1.90835	24.93	14.3111	28.809	-0.103826	2.67547	24.9642	-22.301	11.2195	-2.5966	25.0989	-2.19411	2.10807	23.064	-11.804	19.8145	-102.18	104.751	1	1	1	0	87.81039069988873	0.5289700000000002	1.19278	1.3048116298148174
57881	2	1.82315	-2.8935	24.0657	-23.3289	-5.90941	72.5558	88.7001	2.68778	3.07951	8.07737	-8.06181	0.501104	59.0896	110.043	1.19315	2.64888	29.8375	-26.2884	14.1137	44.6697	53.9236	1.12497	-1.42405	20.2406	2.9595	-20.0231	27.8861	34.7765	-0.742986	0.397535	16.5583	15.2671	6.41052	-13.4662	21.3428	1.21531	2.66916	26.9832	-24.0275	12.2789	41.483	49.4867	1.1475	-1.43115	24.9864	3.47786	-24.7432	35.3919	43.3233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.738694	0.385235	16.2042	15.0166	6.08915	-13.0886	20.8299	1	1	0	0	93.6700471610637	0.06780999999999993	2.182875307179586	2.183928296165964
58401	2	-0.98391	-0.606752	46.358	38.0832	-26.4334	-53.3359	83.7772	-3.05644	0.0967278	10.2761	10.2281	0.992434	-108.95	151.756	-1.11096	-1.10738	35.4377	15.8409	-31.7001	-47.9831	59.8356	-0.232094	0.232505	22.8573	22.2423	5.26669	-5.35282	23.9416	-1.15111	2.36396	39.0908	-27.8552	27.4259	-55.6145	67.9784	-1.12375	-1.08948	33.5461	15.5301	-29.7348	-46.148	57.0524	-0.233639	0.267402	24.1927	23.3329	6.39236	-5.70392	24.856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.16545	2.36199	38.4106	-27.3174	27.0025	-55.6108	67.5865	1	1	0	0	103.2172079531703	-0.890111	-1.356882	1.6227835204502785
59234	2	-0.0883159	0.650843	38.3833	30.5367	23.2548	-3.39426	59.2292	1.06736	0.204248	17.549	17.1842	3.55948	22.4958	94.393	0.180102	0.00651901	32.9424	32.9417	0.21475	5.96513	33.8064	-0.393772	1.67481	23.1652	-2.40504	23.04	-9.35939	25.4227	0.942289	-2.16657	23.7948	-13.3525	-19.6953	25.8901	35.1638	0.170309	0.0203407	32.9572	32.9504	0.670327	5.64008	33.4363	-0.3644	1.67512	23.8083	-2.47934	23.6788	-8.86901	25.4066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949586	-2.17668	24.7734	-14.1081	-20.3638	27.2228	36.8076	1	1	0	0	91.0476966288251	0.534709	-1.6547793	1.7390250850374442
59911	3	-1.81603	2.73111	40.745	-37.3601	16.2595	-121.924	136.201	-1.83169	2.00536	43.9093	-18.4863	39.8282	-133.578	168.566	-1.77	2.71097	43.2298	-39.2831	18.0459	-123.216	130.664	0.47449	-0.748584	2.62465	1.92296	-1.78634	1.29263	5.53621	-0.376987	0.895566	30.1944	18.8738	23.5686	-11.6545	32.3655	-1.46995	-0.578034	47.7987	40.0333	-26.1162	-98.4438	109.434	-1.55215	2.80646	39.7515	-37.54	13.0739	-89.6357	98.0547	-2.6066	-2.46523	26.6793	-20.806	-16.7002	-179.807	181.776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.382432	0.90196	30.3472	18.8175	23.8087	-11.8907	32.5936	1	1	0	0	130.69569357729426	0.08219999999999983	2.898691307179586	2.8998565713356403
60122	2	2.40382	1.9255	13.4984	-4.68815	12.6581	74.0723	87.7167	2.36543	2.98506	8.79591	-8.68836	1.37124	46.4193	117.851	1.88163	2.27193	22.5144	-14.5237	17.2034	72.1796	75.7554	0.173803	-0.432892	10.8351	9.8356	-4.54529	1.89266	11.9612	-1.57397	-1.9114	11.9748	-4.00021	-11.2869	-27.653	30.1344	0.0931548	-0.379615	31.5123	29.2688	-11.6773	2.93977	31.6491	1.88555	2.23126	22.6829	-13.9155	17.9129	73.0189	76.4609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.57688	-1.91312	12.3378	-4.1415	-11.622	-28.5821	31.1313	1	1	0	0	130.34140737511274	-1.7923952	-2.6108749999999996	3.1669147160301048
60145	2	2.07522	-2.87774	27.4729	-26.5221	-7.16497	107.704	119.912	3.67239	0.969207	10.8218	6.12464	8.9219	212.758	231.092	1.43749	2.97427	35.8408	-35.3402	5.96888	71.19	79.8415	1.57354	-0.979519	15.8195	8.81816	-13.1338	36.5144	40.0705	1.78193	0.457836	36.395	32.6467	16.0869	105.054	111.18	1.44959	2.98811	35.72	-35.3001	5.46094	71.9166	80.299	1.50019	-0.975545	23.8957	13.3987	-19.7858	50.8913	56.2221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78133	0.464167	37.1388	33.2093	16.6262	107.133	113.388	1	1	0	0	97.20378594372957	-0.05059999999999998	2.3195303071795865	2.3200821549946515
60263	3	-0.098172	-2.22923	43.893	-26.8574	-34.7172	-4.31599	62.9831	-0.436949	-2.81031	20.1623	-19.066	-6.55789	-9.09293	92.5883	-0.212172	-2.56751	45.1028	-37.8725	-24.4936	-9.64149	46.3606	0.347334	-0.748147	15.0285	11.0151	-10.2236	5.3255	16.6224	-0.162777	1.30086	29.2173	7.79133	28.1593	-4.77694	29.6052	-0.229176	-2.54542	36.6714	-30.3453	-20.5902	-8.47798	37.6387	0.311715	-0.469335	32.4874	28.9746	-14.6938	10.2916	34.0786	-0.325696	2.1146	28.9952	-15.0019	24.8126	-9.61148	30.5467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.157127	1.29741	28.3215	7.6465	27.2697	-4.4684	28.6718	1	1	0	0	99.83641055161989	-0.540891	-2.076085	2.1453885431562276
60283	3	-1.35773	2.72162	53.6905	-49.0248	21.8914	-97.4509	120.017	-1.36816	2.91872	47.6216	-46.4437	10.5261	-87.4703	135.361	-1.12612	2.74485	61.0331	-56.2923	23.5844	-84.2069	104.105	-1.33817	-0.22887	7.462	7.26741	-1.69296	-13.2441	15.9115	0.776069	-1.34747	11.6548	2.58119	-11.3653	9.98058	15.3442	0.318192	-0.187927	78.4303	77.0494	-14.6525	25.3791	82.4343	-1.32988	2.64954	31.9535	-28.1626	15.0961	-56.1755	64.6275	-0.906949	2.85556	23.3015	-22.3548	6.57457	-24.152	33.5601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.776883	-1.34478	10.8174	2.42414	-10.5423	9.27508	14.2493	1	1	0	0	151.0738477145995	1.648072	-2.837467	3.281365614080973
60632	2	-0.451012	0.751512	30.2224	22.0823	20.6342	-14.0975	56.0199	-0.745566	-1.4184	7.51717	1.14113	-7.43005	-6.13841	91.9292	-0.0406346	1.61238	27.682	-1.15078	27.658	-1.12516	28.1007	-0.511826	-0.293585	24.2716	23.233	-7.02385	-12.9724	27.9192	0.225385	-2.21185	35.0162	-20.9411	-28.0642	7.9591	35.9093	-0.0856219	1.59435	30.0508	-0.707736	30.0424	-2.57615	30.161	-0.503076	-0.275113	23.5168	22.6324	-6.38847	-12.3361	26.5559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213807	-2.20472	35.0521	-20.7618	-28.2417	7.55161	35.8563	1	1	0	0	92.15865911988413	0.41745409999999994	1.8694629999999999	1.9155051119680702
60649	2	-2.35753	1.53151	26.926	1.05757	26.9052	-140.959	150.398	-3.66212	-2.5208	8.73351	-7.104	-5.0801	-169.945	194.328	-1.57502	0.788953	29.9079	21.0728	21.2231	-69.1449	75.4823	-1.95234	2.86498	20.8061	-20.0152	5.68207	-71.8145	74.9153	-0.792499	-1.82063	33.0102	-8.16156	-31.9853	-28.9862	43.9303	-1.55344	0.790478	33.4866	23.558	23.7986	-75.6158	82.6989	-1.94085	2.75909	25.1433	-23.3263	9.38457	-85.7521	89.3623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.786196	-1.82137	34.0371	-8.43998	-32.9741	-29.6031	45.1095	1	1	0	0	103.08137817601532	0.38741000000000003	-1.968612	2.00636978512038
60945	2	1.09222	2.2204	33.3881	-20.1954	26.5878	44.1628	71.3451	4.06946	-1.29302	2.31207	0.634021	-2.22344	67.6378	113.948	0.288435	2.07274	34.8998	-16.7913	30.595	10.2065	36.6642	2.56444	-2.275	5.25788	-3.40408	-4.00719	33.9563	34.6809	0.619838	-0.944826	35.5521	20.8294	-28.8112	23.4749	42.6031	0.312755	2.03425	35.7257	-15.9707	31.9571	11.3564	37.4872	2.06022	-2.76097	25.493	-23.6685	-9.47072	98.4062	101.655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.622577	-0.950214	36.615	21.292	-29.7878	24.2971	43.9433	1	1	0	0	123.11931881026473	-1.747465	1.4879653071795857	2.295141538466645
60999	2	0.046526	-2.24674	55.4328	-34.6806	-43.2442	2.58	71.443	0.34658	-2.86641	61.1353	-58.8351	-16.612	21.615	112.125	0.687926	-2.11373	30.8379	-15.9323	-26.4034	22.9275	38.7135	-0.738433	-2.40974	25.2014	-18.7482	-16.8408	-20.3475	32.7295	0.507371	2.30745	35.9543	-24.1545	26.6322	19.035	40.6822	0.113328	0.210798	51.7551	50.6094	10.8292	5.87788	52.0878	0.738985	-2.28691	24.2908	-15.946	-18.324	19.6296	31.2308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514922	2.31762	36.3938	-24.7228	26.7075	19.5791	41.3261	1	1	0	0	114.1733689278879	-0.625657	2.4977080000000003	2.5748770718061476
61068	3	1.75977	3.07487	69.4769	-69.3223	4.63223	195.89	212.656	2.23024	2.81403	62.8789	-59.5357	20.2304	289.072	307.639	2.1449	2.9106	36.9444	-35.9631	8.45821	155.613	160.007	1.01568	-3.0274	33.5779	-33.3592	-3.82598	40.278	52.6486	2.3242	1.01045	18.4141	9.78668	15.5981	93.1816	94.9836	2.19316	2.84124	32.1805	-30.7399	9.52087	142.43	146.02	1.08546	-2.97198	30.3133	-29.8783	-5.11701	39.7568	49.9949	0.209673	-0.0466306	29.2517	29.2199	-1.36353	6.17832	29.897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32838	1.00755	20.7258	11.0662	17.5242	105.327	107.347	1	1	0	0	80.17491292047913	1.1077000000000001	0.46996530717958684	1.2032733188899367
61739	2	-0.84268	2.01201	130.468	-55.7143	117.974	-123.425	185.144	-0.809107	2.12545	133.598	-70.3599	113.569	-120.282	200.757	-0.901162	2.06308	119.734	-56.5908	105.516	-123.108	171.796	-0.025372	1.50056	12.4891	0.876517	12.4583	-0.316907	13.3479	0.204113	-2.84944	15.2936	-14.6456	-4.40481	3.14335	15.6133	-1.11065	-0.870085	126.479	81.5491	-96.6788	-171.189	212.845	-0.909208	2.06253	82.5879	-38.9945	72.8024	-85.8713	119.141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194096	-2.84644	14.0586	-13.4507	-4.0894	2.74589	14.3243	1	1	0	0	231.5726274575471	-0.2014419999999999	-2.932615	2.9395254068623053
62250	3	0.286048	-0.893208	54.6329	34.2502	-42.5637	15.8416	72.5266	1.05639	-1.06053	39.3031	19.1962	-34.2964	49.684	110.478	0.399526	-1.02576	56.317	29.1973	-48.1572	23.1035	61.0529	-0.855244	0.836128	7.53786	5.05294	5.59349	-7.26185	11.4736	1.43035	2.63938	17.1748	-15.054	8.26737	33.8423	37.951	0.531988	1.42967	72.3833	10.1815	71.6637	40.3493	82.8699	1.46011	-2.58459	50.2247	-42.6329	-26.5511	102.313	113.976	0.459072	-0.974291	32.8086	18.4304	-27.1427	15.5961	36.3269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43779	2.65223	17.7946	-15.7061	8.36465	35.3571	39.5825	1	1	1	0	137.94390336795425	-0.928122	2.268925307179586	2.451414386929305
62311	3	0.326884	-1.06402	40.7236	19.7656	-35.6052	13.5502	62.1892	0.804925	-0.133006	29.9597	29.6951	-3.97307	26.805	97.8946	0.212488	-1.73018	34.6379	-5.49729	-34.1989	7.41565	35.7333	0.240139	-0.0556096	25.302	25.2629	-1.40631	6.13455	26.4559	0.389846	1.26663	33.154	9.92946	31.6321	13.2548	35.7054	0.261826	-1.70774	29.2756	-3.99649	-29.0016	7.75301	30.2848	0.210091	-0.0705807	27.2403	27.1725	-1.92104	5.76513	27.8437	0.279967	-3.11464	25.273	-25.2638	-0.681175	7.16838	26.2699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.387001	1.25706	32.6398	10.073	31.0466	12.9493	35.1147	1	1	0	0	82.99552357823102	0.051735	-1.6371593	1.6379765211386548
62490	2	-0.299443	-0.46023	34.5656	30.969	-15.3525	-10.5058	57.7146	-3.66173	-0.0977984	2.0285	2.0188	-0.198068	-39.4573	101.372	-0.208069	-1.22005	31.3201	10.7616	-29.4132	-6.56387	32.3439	-0.159447	0.607916	24.618	20.2074	14.0608	-3.94192	25.3708	-0.798421	2.65935	32.6768	-28.9502	15.1544	-28.9515	43.6573	-0.155296	-1.20913	30.0654	10.638	-28.1205	-4.68784	30.4287	-0.216881	0.652238	25.1678	20.0015	15.276	-5.50131	25.762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.788611	2.65349	33.4962	-29.5846	15.7082	-29.2398	44.463	1	1	0	0	92.55923310987131	0.061585	-1.8613680000000001	1.8623865183277613
62508	2	-1.45533	2.36708	45.783	-32.7239	32.0192	-92.77	112.814	-2.12409	2.99578	27.4653	-27.1739	3.99048	-113.236	147.961	-1.18674	1.7302	36.2442	-5.75318	35.7847	-53.8438	65.076	-1.15496	-3.00287	27.2323	-26.9707	-3.76551	-38.9262	47.7382	-0.665946	-1.37531	28.5729	5.55003	-28.0287	-20.466	35.1464	-1.17873	1.73573	36.5623	-6.00316	36.0662	-53.7934	65.0426	-1.14588	-3.06034	23.2331	-23.1564	-1.88562	-32.843	40.2298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.670785	-1.3618	27.5738	5.7211	-26.9738	-19.9147	34.0134	1	1	0	0	86.29077636277239	-0.032850000000000046	1.487115307179586	1.487478087014338
62571	2	0.516448	-2.77344	40.7406	-38.0107	-14.6623	21.9883	64.5593	0.614635	2.77719	20.0773	-18.7589	7.15545	13.132	94.9744	0.445203	2.99863	39.1844	-38.7846	5.58279	18.027	43.3875	0.194297	-1.53259	20.2598	0.773914	-20.245	3.96123	21.1717	-0.299855	0.847793	29.0972	19.2518	21.8177	-8.85628	30.4151	0.458415	2.98269	38.9411	-38.4505	6.162	18.483	43.1049	0.184962	-1.49526	23.3924	1.76519	-23.3257	4.35142	23.7937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.303918	0.846558	29.0447	19.244	21.7546	-8.96373	30.3964	1	1	0	0	94.59727969977679	0.27345300000000006	1.8052353071795864	1.825828868622899
62707	2	1.42396	-1.62836	40.1156	-2.30805	-40.0492	78.4818	98.9643	3.25503	-1.66226	11.0457	-1.00886	-10.9995	142.941	169.679	0.877675	-0.890367	31.0201	19.5156	-24.112	30.8581	44.0064	1.33199	-2.51084	27.0234	-21.8237	-15.9372	47.6237	54.958	1.53655	1.5261	29.0787	1.29919	29.0497	64.4589	70.7144	0.862229	-0.98863	25.0489	13.7728	-20.9227	24.3752	34.9514	1.34481	-2.50245	23.1911	-18.6133	-13.8337	41.476	47.5193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5406	1.52275	29.1832	1.40149	29.1496	64.9785	71.2311	1	1	0	0	80.40254924521918	-0.48258100000000004	1.51382	1.5888786655880933
63047	2	-1.69439	-1.79789	39.5857	-8.91274	-38.5693	-104.103	120.124	-2.37205	-2.57161	22.1041	-18.6097	-11.9278	-117.44	151.456	-1.71158	-1.16736	30.5686	12.0006	-28.1145	-81.8795	87.5259	-0.845925	-2.67802	23.3809	-20.9133	-10.4548	-22.2232	32.598	-0.454608	1.91987	28.3513	-9.69692	26.6415	-13.3373	31.3318	-1.72314	-1.12558	24.8395	10.6973	-22.4181	-67.3595	71.7935	-0.894889	-2.5767	23.2092	-19.6035	-12.4245	-23.6549	33.1394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.462542	1.92194	28.2742	-9.72551	26.5489	-13.5493	31.353	1	1	0	0	84.99619464367746	-0.8282509999999998	1.4511200000000002	1.6708527683195191
63375	2	1.07489	2.39302	31.8959	-23.3688	21.7082	41.2788	68.9175	1.80115	3.03382	54.9318	-54.6131	5.90887	161.815	194.436	0.980155	1.78048	31.7922	-6.6174	31.0958	36.3959	48.554	0.251618	-2.63079	19.2025	-16.7514	-9.38763	4.88285	20.3634	1.94987	-2.67342	35.0118	-31.2443	-15.7993	120.537	125.518	1.45151	-0.368324	35.7631	33.3646	-12.8766	72.1585	80.5348	0.935616	1.80007	32.0191	-7.27693	31.1812	34.5236	47.0861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.96365	-2.67326	33.6075	-29.9887	-15.1705	117.373	122.09	1	1	0	0	110.13539451479306	0.5158940000000001	-2.168394	2.2289188317370376
63559	2	-1.5031	1.89907	45.83	-14.7759	43.3828	-97.9195	117.106	-1.84249	1.86161	30.1951	-8.65781	28.9273	-92.9072	133.584	-1.19067	2.52515	36.6375	-29.8939	21.1815	-54.6863	65.9923	-1.25405	0.972967	26.8598	15.118	22.2012	-43.2332	51.1141	0.314125	-1.17042	15.6969	6.11806	-14.4555	5.01228	16.4777	-1.23693	2.54329	36.9353	-30.5194	20.8035	-58.2608	68.9822	-1.122	1.05667	26.2251	12.8968	22.8348	-35.9985	44.5382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.325317	-1.17867	15.76	6.02278	-14.5638	5.21792	16.6014	1	1	0	0	89.57361837423564	-0.11492999999999998	1.4866199999999998	1.4910559779230286
63786	2	2.24407	-1.76008	24.4782	-4.60569	-24.041	114.138	125.115	2.68282	-0.0447332	18.9044	18.8855	-0.845372	137.605	165.619	1.59921	-1.01438	29.8507	15.7655	-25.3478	70.8516	77.0267	1.49626	3.07753	20.4131	-20.3712	1.30677	43.2861	48.0882	0.661518	0.779069	33.0133	23.4912	23.1957	23.4669	40.5039	1.1286	3.0198	30.2334	-30.0094	3.6731	41.8404	51.6205	1.62108	-1.08374	28.2548	13.2239	-24.9692	68.6712	74.2568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67312	0.774595	33.7335	24.1095	23.5941	24.4607	41.6686	1	1	0	0	98.9706272563734	-0.49248000000000003	2.1796453071795865	2.234589495972357
