eventno	jetmultiplicity	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
157210	2	0.185665	-0.0998206	57.6077	57.3209	-5.74089	10.7573	58.7916	1.15321	2.80525	46.1348	-43.5497	15.2262	65.8053	80.5037	0.968462	-2.53844	16.7217	-13.7711	-9.4853	18.8472	25.1959	0.416368	-0.25541	79.8463	77.2561	-20.1726	34.2144	86.8681	0.943722	2.88747	43.0252	-41.6434	10.8164	46.905	63.6494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.824057	-2.41896	16.3935	-12.2962	-10.842	15.0909	22.2818	1	1	0	0	140.18398552941056	-0.5273539999999999	3.1403053071795863	3.1842769451817907
157634	2	1.09698	-2.49164	44.179	-35.1715	-26.7348	58.7856	73.686	1.05494	0.768127	20.2236	14.5451	14.0511	25.5181	32.8977	0.109132	0.551321	24.2142	20.6264	12.6837	2.64779	24.3585	1.19887	-2.47352	44.2722	-34.7546	-27.4253	66.7365	80.0862	0.994667	1.1073	27.9588	12.4998	25.009	32.6276	42.9681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023541	0.597908	22.3356	18.4607	12.573	0.52585	22.3418	1	1	0	0	105.09267355295279	0.20420300000000013	2.702365307179586	2.7100695781947772
158438	2	0.610862	2.83906	70.3457	-67.1509	20.9589	45.6943	84.0154	-1.05045	-0.501056	60.3316	52.9154	-28.9804	-75.6909	96.9077	-1.20298	0.513138	16.3399	14.2355	8.0215	-24.7528	29.6597	0.543091	2.86475	57.8894	-55.6851	15.8225	33.0077	66.6385	-1.03962	-0.498505	36.2073	31.8008	-17.3112	-44.7984	57.6009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.20898	0.463625	15.6205	13.9715	6.98536	-23.8333	28.4961	1	1	0	0	148.08979272473306	1.582711	2.9199303071795866	3.321289976546293
158681	3	-1.64736	1.02947	76.4404	39.3877	65.5114	-191.127	205.9	-0.457869	-2.25096	69.123	-43.4731	-53.7408	-32.7667	76.6403	0.363159	-1.23672	12.4594	4.08539	-11.7705	4.62485	13.29	-2.10025	1.13573	52.8493	22.2744	47.9259	-212.606	219.076	-0.364209	-2.32944	46.6944	-32.123	-33.8893	-17.385	49.8258	-2.44192	0.809201	33.4335	23.0717	24.197	-190.707	193.616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.419151	-1.28452	11.9681	3.37956	-11.481	5.1646	13.0349	1	1	0	0	169.97944905207925	-1.736041	2.8180153071795866	3.309841178240953
158812	2	0.936875	1.04924	47.1576	23.4953	40.8877	50.9336	69.5712	1.75894	-2.65557	35.4034	-31.3036	-16.5372	99.7318	105.934	0.30347	-1.26049	25.5718	7.80832	-24.3505	7.87994	26.7583	1.09886	1.07865	40.8531	19.3037	36.0048	54.4879	68.1021	1.83238	-2.66742	37.5248	-33.3848	-17.1338	114.239	120.244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.406571	-1.26033	26.0162	7.94808	-24.7724	10.8713	28.1962	1	1	0	0	120.6756553318423	-0.73352	2.537115307179586	2.641023603136664
159195	2	-0.465123	1.01893	38.9237	20.4069	33.1453	-18.7641	43.4653	1.51972	-1.74051	34.0991	-5.75938	-33.6092	74.2022	81.7974	0.527644	3.10993	14.6549	-14.6475	0.463935	8.09639	16.7427	1.37609	-1.76463	37.1377	-7.15337	-36.4423	68.8315	78.2112	-0.38477	0.708064	33.9945	25.823	22.1088	-13.4052	36.5421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.353897	-3.08537	13.6371	-13.6156	-0.766363	4.92752	14.5001	1	1	0	0	113.18263445028983	1.76086	-2.4726939999999997	3.035596079394622
160080	2	-0.68665	1.22595	62.8136	21.2343	59.1156	-46.6011	78.3537	-1.58492	-1.73647	55.9511	-9.2271	-55.1851	-130.757	142.302	-1.22581	-2.82524	12.6341	-12.0072	-3.93052	-19.6675	23.3759	-1.52985	-1.83376	55.9931	-14.555	-54.0683	-123.211	135.337	-0.59785	1.26006	49.9791	15.2817	47.5855	-31.6921	59.1803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.16884	-2.78191	15.2831	-14.3051	-5.3793	-22.218	26.9669	1	1	0	0	131.75084220398747	-0.9319999999999999	-3.09382	3.2311524557655895
160540	5	1.96831	-0.900012	161.54	100.413	-126.54	566.916	589.501	0.745299	2.49491	109.749	-87.589	66.1285	89.5813	141.745	0.29222	1.77998	61.7575	-12.8244	60.4113	18.3047	64.4132	1.58086	-0.885439	171.497	108.549	-132.772	399.015	434.309	0.252359	2.57431	70.6309	-59.5675	37.953	18.0141	72.8919	1.81417	2.44326	68.2341	-52.2614	43.8707	203.782	214.903	-0.427455	-1.14889	40.6541	16.6478	-37.0891	-17.9119	44.4251	-0.190848	1.55667	56.5009	0.798026	56.4953	-10.8487	57.533	1	1	0	0	387.2920774745792	1.328501	2.8234363071795863	3.120369767784084
160728	2	-1.92817	2.91668	51.9224	-50.6147	11.5798	-174.757	182.368	0.712011	0.105514	28.2324	28.0754	2.97339	21.8438	36.0043	-0.570289	-0.573331	26.8294	22.5393	-14.5532	-16.1434	31.3118	0.666016	0.474033	31.2926	27.8421	14.2844	22.4167	38.4933	-2.1743	-2.91324	24.8248	-24.1803	-5.61954	-107.769	110.591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.500312	-0.625275	29.6972	24.0786	-17.3824	-15.4855	33.4922	1	1	0	0	149.40010424226077	2.840316	2.8959123071795863	4.056316441148323
160765	2	-0.247072	-1.43911	30.0078	3.94006	-29.748	-7.48973	31.2834	0.578624	1.82808	18.8	-4.78367	18.1812	11.4954	22.5316	-0.585647	1.49799	11.5975	0.843607	11.5668	-7.187	13.6439	-0.112013	-1.26238	30.5149	9.26292	-29.075	-3.42523	30.7065	0.417145	2.22172	25.1376	-15.2315	19.9975	10.7928	27.3566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.110344	1.41762	15.1956	2.31844	15.0176	-1.68014	15.2882	1	1	0	0	72.79737661245424	-0.529158	2.7990853071795865	2.84866402824774
161029	3	-2.63058	2.44119	50.8887	-38.9087	32.7989	-351.379	355.076	-1.94351	-0.431079	43.65	39.6567	-18.2392	-149.283	155.605	-0.406732	-1.62212	14.5789	-0.747949	-14.5597	-6.09455	15.8015	-2.34626	2.67163	52.3352	-46.6612	23.7003	-270.852	275.862	-0.627344	-0.537615	49.3159	42.359	-25.2541	-33.0077	59.3428	2.00374	-0.232912	39.2692	38.2088	-9.06379	142.978	148.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.970678	3.0394	43.5526	-43.3254	4.44304	-49.2342	65.7331	1	1	0	0	183.84548253808796	-1.718916	3.073940307179586	3.5219002295862
161232	2	-1.13265	2.96981	37.086	-36.5402	6.33939	-51.5808	63.7028	-1.51926	-0.0569576	25.3608	25.3197	-1.44371	-55.1593	60.8918	-2.01739	-0.411416	12.242	11.2205	-4.89568	-45.2075	46.8358	-1.12847	2.85819	42.2895	-40.6025	11.8253	-58.5156	72.1975	-1.55245	0.039561	26.9508	26.9298	1.06593	-60.7919	66.4982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.00421	-0.367013	12.1779	11.3669	-4.36977	-44.3606	46.0018	1	1	0	0	85.13511352237917	0.42398	2.818629	2.8503383097521953
161451	2	-0.334587	-1.33493	39.9128	9.32695	-38.8077	-13.6049	42.4289	-1.69658	1.56857	33.2164	0.0740694	33.2163	-87.5579	93.7647	-0.643678	2.60503	10.9381	-9.40102	5.59138	-7.53698	13.2834	-0.320526	-1.32995	29.5907	7.05824	-28.7366	-9.64783	31.1238	-1.87426	1.69842	28.6785	-3.65001	28.4453	-91.2341	95.6353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.593905	2.65181	10.2629	-9.05633	4.82807	-6.45988	12.1267	1	1	0	0	87.83232862631506	1.553734	-3.02837	3.4036912609189454
161756	4	0.668735	1.19766	64.2475	23.4204	59.8266	46.2392	79.2962	3.51157	2.4262	12.0439	-9.09109	7.89978	201.56	201.974	-0.363503	-1.7793	69.2257	-14.3293	-67.7264	-25.7216	73.8498	-0.0516473	1.92507	47.4247	-16.4522	44.4795	-2.45045	47.488	0.564115	0.952074	44.2947	25.6907	36.0834	26.3338	51.5315	1.72004	2.42933	35.484	-26.8574	23.1904	95.9074	102.261	-1.28003	-2.36768	23.5868	-16.8689	-16.4857	-39.1391	45.6969	-0.31603	-1.38927	79.5276	14.357	-78.221	-25.5536	83.5322	1	1	0	0	180.99751744697357	-0.6157623	0.9729960000000001	1.1514705493920763
161879	2	1.31014	-2.38151	26.8786	-19.4809	-18.5189	46.1898	53.6474	-0.564885	1.9334	17.4723	-6.19757	16.3362	-10.4032	20.871	0.123974	0.0847977	25.7711	25.6785	2.18271	3.20313	25.9694	-0.425787	2.33457	27.432	-18.9733	19.8123	-12.0363	29.9564	1.45686	-2.61664	24.274	-21.0055	-12.1654	49.2702	54.9252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.280663	0.1447	17.8476	17.6611	2.57356	-5.07519	18.5552	1	1	0	0	95.19690871805817	-1.882647	1.3319753071795866	2.306191220507344
161945	3	2.05793	-1.67818	58.948	-6.31761	-58.6084	227.008	234.584	1.60238	2.91789	34.7874	-33.9206	7.71726	82.8534	89.983	1.62335	0.90177	64.877	40.2382	50.8912	158.067	170.863	1.81086	-1.6038	54.9085	-1.8121	-54.8786	163.413	172.391	2.03391	2.5576	44.668	-37.2652	24.6279	167.797	173.641	0.365138	-1.19791	31.7181	11.555	-29.5385	11.8406	33.8561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50909	1.1922	70.5235	26.0667	65.5293	151.678	167.272	1	1	0	0	169.9597615369	-0.2230500000000002	2.1217853071795867	2.133477019389516
162446	3	-0.0936933	0.788093	91.2138	64.3238	64.6715	-8.55863	91.7349	2.30233	-2.59096	60.5044	-51.5616	-31.6574	299.418	305.506	1.34723	-1.93967	35.3949	-12.7623	-33.014	63.4772	72.6785	-0.18682	0.755111	84.4404	61.4891	57.8729	-15.8671	85.9182	2.10963	-2.78519	62.0425	-58.1437	-21.6468	252.015	259.539	-1.27512	0.48491	22.9876	20.3375	10.7152	-37.9265	44.3492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35854	-2.0766	37.9171	-18.3713	-33.1693	68.8852	78.6312	1	1	0	0	294.22891975789867	-2.29645	2.7428843071795863	3.577303023937452
162934	2	-0.440947	-1.63166	82.7604	-5.03404	-82.6072	-37.6871	91.0587	-0.540679	-1.11101	18.8071	8.34568	-16.8539	-10.6713	22.1285	-0.0476088	1.60408	99.5162	-3.31164	99.4611	-4.73964	99.629	-0.212937	-1.7239	52.2911	-7.97451	-51.6794	-11.219	53.4811	-0.36717	-1.1654	32.6041	12.8586	-29.9614	-12.2421	34.8266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0937834	1.63871	117.21	-7.95345	116.94	-11.0084	117.725	1	1	0	0	200.01468083015902	0.154233	-0.5585	0.5794049260137508
163035	4	1.87379	2.96241	110.717	-108.944	19.732	352.047	369.077	2.19297	0.0741105	97.5874	97.3196	7.22564	431.835	442.749	1.50925	-1.16367	29.3572	11.6246	-26.9576	63.1512	69.6414	1.86076	-3.1305	139.835	-139.827	-1.55093	438.595	460.347	1.56253	-0.0814912	97.4423	97.119	-7.9319	222.23	242.654	1.14947	0.37929	40.5741	37.6904	15.023	57.6096	70.4636	0.537287	0.982581	40.5207	22.484	33.7104	22.8339	46.5114	1.39893	-1.65607	36.6343	-3.12015	-36.5012	69.6784	78.722	1	1	0	1	270.6305248303976	0.29823	-3.0490088	3.063559334398053
163567	2	-0.962043	-1.8616	36.787	-10.5475	-35.2425	-41.1081	55.3647	-3.75661	-0.293075	3.23005	3.09232	-0.933153	-69.0903	69.3253	-0.974765	1.36756	36.9359	7.45517	36.1757	-41.9825	55.9177	-1.04615	-1.97106	36.7917	-14.3364	-33.8836	-45.9046	58.8291	-0.648971	-1.70539	27.3741	-3.67336	-27.1265	-19.0385	33.3437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.984562	1.35213	36.1512	7.84218	35.2903	-41.6287	55.1349	1	1	0	0	97.8627719255571	-0.39717899999999995	-0.2656700000000001	0.4778406710829458
163626	2	-0.725326	0.362341	16.4234	15.3571	5.82152	-12.9847	21.4574	2.65929	1.67027	14.2422	-1.41434	14.1718	101.235	102.34	0.376841	-2.17976	24.3748	-13.9427	-19.9933	9.40436	26.1261	-0.341165	0.581002	26.3557	22.0311	14.4657	-9.16711	27.9045	2.32428	1.48094	23.2675	2.08788	23.1737	117.751	120.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.219051	-2.22945	19.5484	-11.9647	-15.4592	4.31643	20.0193	1	1	0	0	121.74276639775853	-2.665445	-0.8999379999999999	2.8132695306118465
163629	2	1.17146	2.9586	54.0936	-53.1904	9.8438	78.8899	95.7697	-0.736717	-0.186989	40.5276	39.8212	-7.53413	-32.6325	52.2442	-0.0344354	-0.171072	13.5672	13.3692	-2.30967	-0.467285	13.5753	0.90412	2.83356	72.1783	-68.7809	21.8834	74.519	103.744	-0.591177	-0.110725	32.0341	31.838	-3.53975	-20.0604	37.7969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129674	-0.115364	12.2292	12.1479	-1.40769	1.59026	12.3322	1	1	0	0	140.12079585196767	1.4952969999999999	2.944285	3.3022306520644493
163812	3	-0.0376527	-3.03567	33.7722	-33.5829	-3.5704	-1.27191	34.1214	-1.44526	0.441548	33.3104	30.1156	14.2349	-66.7417	74.7404	1.17023	-1.25645	11.2139	3.46728	-10.6645	16.33	19.8096	-0.159266	-3.12803	36.9262	-36.9228	-0.500668	-5.90599	37.3955	-1.13659	0.751084	33.7044	24.6362	23.0009	-47.1056	57.9217	3.53479	-0.691776	22.9697	17.6893	-14.6525	393.454	394.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.704624	-2.09546	19.7542	-9.89536	-17.0971	15.1	24.8645	1	1	0	0	111.7368299787983	0.977324	2.4040713071795863	2.5951341104035768
164118	2	-0.537254	-0.804533	30.147	20.9053	-21.7211	-16.9871	34.9212	1.67601	-1.90644	28.8365	-9.49814	-27.2274	74.3561	79.8903	-1.34635	1.79975	50.2601	-11.4072	48.9485	-90.0457	103.123	-0.57346	-0.759346	28.7754	20.8704	-19.8104	-17.421	33.638	1.71199	-2.06478	26.4	-12.5172	-23.2438	70.7452	75.5105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.32151	1.80658	51.9406	-12.1333	50.5035	-90.4371	104.291	1	1	0	0	210.02207404780094	-2.28545	1.305434	2.632002969385863
164848	5	2.11782	0.119057	85.0618	84.4597	10.1033	348.442	358.705	-1.33136	-2.21208	61.58	-36.8385	-49.346	-108.444	124.797	0.431639	2.45235	61.7071	-47.6212	39.2427	27.47	67.5453	1.72858	0.278729	89.8592	86.3911	24.7233	245.095	261.048	-1.33158	-2.54017	84.5545	-69.7179	-47.8422	-148.942	171.269	-1.7122	-0.338117	43.1469	40.704	-14.3123	-115.649	123.435	1.45622	2.34543	36.1105	-25.2576	25.8074	73.243	81.6609	0.245396	2.4525	68.1779	-52.6212	43.3501	16.899	70.241	1	1	0	0	487.9367054265952	3.0601599999999998	2.818899	4.160621443702971
165298	3	2.93996	-1.68884	44.8172	-5.27818	-44.5053	422.676	425.071	0.459892	1.75706	40.1703	-7.43917	39.4754	19.1321	44.7413	-0.126719	0.376633	13.6759	12.7174	5.02989	-1.73764	13.7859	2.46905	-1.2211	63.1699	21.6426	-59.3468	370.382	375.73	0.89415	1.38244	55.6943	10.4284	54.7093	56.7052	79.4817	-4.00688	-2.57928	39.0179	-33.0101	-20.8022	-1072.15	1072.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.641463	0.532918	27.9598	24.0826	14.205	19.1907	33.9122	1	1	0	0	191.9204566313607	1.5749000000000002	-2.6035399999999997	3.0428162188341243
165519	3	-2.15833	1.68688	29.4772	-3.41428	29.2788	-125.885	129.375	1.72218	1.29141	7.18244	1.9807	6.90393	19.4573	21.2665	-1.18525	-1.5312	36.2111	1.43358	-36.1827	-53.6982	64.7668	-1.85699	1.76449	36.574	-7.0398	35.8901	-114.262	119.973	0.366208	2.02869	26.4736	-11.7028	23.7464	9.91298	28.2687	1.97486	-0.947816	24.2531	14.1507	-19.697	85.6963	89.0622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.23756	-1.71015	29.242	-4.06186	-28.9585	-46.1599	54.6428	1	1	0	0	130.56799860912324	-2.223198	-0.2642000000000002	2.2388414386025643
165949	2	0.315431	2.40625	49.6617	-36.829	33.3152	15.9259	52.3642	-1.35346	-1.53171	34.3585	1.34277	-34.3322	-62.059	71.0909	-2.21328	0.0286507	35.5008	35.4862	1.01698	-160.399	164.281	-1.2186	-1.53225	41.3146	1.59203	-41.2839	-63.7648	75.9792	0.479671	2.60206	40.8961	-35.0867	21.0099	20.3776	45.6918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.06903	-0.0887758	36.845	36.6999	-3.26665	-143.527	148.18	1	1	0	0	193.17921300591476	-1.6982709999999999	2.148875307179587	2.7389394800263775
166604	2	0.631942	2.8647	54.6301	-52.5493	14.9339	36.8672	66.0736	1.41246	-0.734658	35.9143	26.6506	-24.0745	69.3594	78.2473	-0.945688	0.339289	27.4644	25.8987	9.1406	-30.0209	40.6884	0.648706	2.86731	32.0376	-30.8401	8.67758	22.2716	39.0184	1.21342	-1.0955	23.3409	10.6807	-20.7537	35.8024	42.7389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.700443	0.653635	33.5385	26.6255	20.394	-25.4604	42.1078	1	1	0	0	119.02906584589161	-0.5647139999999999	2.3203753071795865	2.3881045764297593
167136	2	-0.389183	-2.35444	43.9757	-31.041	-31.1499	-17.5499	47.581	-1.46864	0.714509	32.6646	24.6753	21.4034	-67.1759	74.8443	-0.64067	0.992233	11.6412	6.36564	9.74656	-7.97893	14.1131	-0.602761	-2.15302	48.2444	-26.5286	-40.2958	-30.873	57.2771	-1.35661	0.376201	26.7155	24.8472	9.81501	-48.428	55.3081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.49012	0.784202	11.192	7.9234	7.90446	-5.70769	12.5634	1	1	0	0	88.80901680671282	0.7538490000000001	-2.529221	2.6391754738254902
167715	2	1.01995	1.76227	49.3771	-9.39687	48.4747	59.5594	77.5081	1.69391	-1.6493	31.8291	-2.49625	-31.731	83.6618	89.6352	1.51154	-0.953188	20.5377	11.8931	-16.7437	44.2908	48.8208	1.00238	1.62919	45.977	-2.68315	45.8986	54.201	71.0748	1.63853	-1.6875	25.6024	-2.98113	-25.4282	63.4087	68.3823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49871	-0.822863	20.9962	14.2801	-15.3923	44.6434	49.3343	1	1	0	0	96.00054583421698	-0.63615	2.9664953071795863	3.033938237673685
168697	2	0.248725	2.86272	37.6444	-36.1901	10.3624	9.45993	39.0984	-0.38644	-0.0602719	29.6989	29.6449	-1.78892	-11.7646	32.2881	0.204466	-0.918762	10.7862	6.54514	-8.57346	2.22082	11.0125	0.248278	2.97789	37.1396	-36.6431	6.05264	9.31596	38.2902	-0.377224	-0.106236	28.0185	27.8605	-2.97097	-10.8217	30.0357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.170977	-0.991579	11.1611	6.10923	-9.34062	1.91761	11.3246	1	1	0	0	79.35811962927107	0.625502	3.084126	3.1469168937040584
168806	2	0.685499	-1.86389	70.3144	-20.3148	-67.3158	52.0651	87.6184	2.34184	1.76982	50.1771	-9.9206	49.1866	258.517	263.384	-0.0410682	0.540128	35.2541	30.2354	18.1293	-1.44823	35.2838	0.700954	-1.9155	73.6588	-24.8909	-69.3257	55.9645	92.5075	2.27929	1.76254	66.5981	-12.6917	65.3775	321.915	328.732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.159276	0.566068	32.0066	27.0141	17.1657	-5.11947	32.4135	1	1	0	0	258.00118012307445	-1.5783360000000002	2.605145307179586	3.0459689099555534
168930	2	-1.42124	-1.56163	84.2192	0.772337	-84.2157	-164.263	184.654	-1.68581	2.58836	72.0058	-61.2648	37.8347	-187.63	201.027	-0.912749	0.654119	76.2268	60.4924	46.381	-79.6472	110.246	-1.61701	-1.58754	71.8782	-1.20313	-71.8681	-173.927	188.195	-1.64263	2.50823	63.9007	-51.5068	37.82	-158.962	171.325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.859513	0.749851	80.4949	58.9054	54.8597	-78.0254	112.104	1	1	0	0	230.44966197753268	0.025619999999999976	2.1874153071795863	2.1875653385633
169617	2	-1.33517	-2.71112	34.6593	-31.4973	-14.4634	-61.3041	70.5801	-0.475936	0.465561	16.8132	15.0238	7.54786	-8.30753	19.3336	-1.80721	0.397454	17.8662	16.4735	6.91551	-52.9674	55.8994	-0.695662	0.225606	25.4169	24.7728	5.68569	-19.1426	31.8192	-1.28284	-2.5982	24.4626	-20.9389	-12.6483	-40.7254	47.5077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.78809	0.251896	19.7009	19.0792	4.91026	-57.2388	60.5343	1	1	0	0	72.92414118155592	0.587178	2.823806	2.8842084406852426
170463	3	-1.02036	1.44385	110.716	14.0174	109.825	-133.62	173.593	0.0895149	-1.78118	95.8723	-20.0216	-93.7584	8.59347	96.3714	-0.207246	-1.21317	17.1523	6.00422	-16.0671	-3.58025	17.522	-0.894063	1.57347	126.958	-0.339747	126.958	-129.247	181.172	-0.0259309	-1.93762	98.8604	-35.4561	-92.2835	-2.56383	98.8936	-2.00274	-1.52142	34.4224	1.69892	-34.3804	-125.201	129.847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.311598	-1.28179	15.5745	4.43867	-14.9286	-4.93188	16.3367	1	1	0	0	260.35088167879627	-0.8681321000000001	2.7720953071795864	2.9048521021107936
170689	2	-1.49	-2.80336	56.2967	-53.1071	-18.6803	-118.553	131.325	-1.86287	-0.946048	40.8783	23.9095	-33.1568	-128.5	134.927	-1.30542	1.05783	59.4944	29.1977	51.8371	-101.681	117.807	-1.57443	-2.90382	57.83	-56.203	-13.621	-133.612	145.59	-1.93633	-0.925189	32.7917	19.7302	-26.1918	-111.312	116.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.37535	1.14565	62.4147	25.7433	56.8584	-115.583	131.358	1	1	0	0	155.14563610166442	0.3619000000000001	-1.978631	2.0114552553216294
170929	2	2.21033	-2.33084	62.6606	-43.1701	-45.4169	282.258	289.167	4.95213	0.0461304	11.9754	11.9627	0.552236	847.072	847.17	1.4152	0.963036	54.6511	31.2074	44.8646	105.871	119.145	1.98424	-2.03806	55.8137	-25.1408	-49.8308	199.145	206.818	-1.53743	2.79833	30.8533	-29.0533	10.3841	-68.4588	75.0902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33254	0.526506	62.8979	54.3795	31.6071	110.915	127.508	1	1	0	0	330.4375754657451	3.5216700000000003	1.4467953071795865	3.807279376375849
171125	2	-1.87039	0.0279545	33.5377	33.5246	0.937406	-106.26	111.526	-0.135888	2.16905	22.8061	-12.8445	18.8452	-3.10862	23.492	-1.47893	-2.37837	28.6185	-20.6801	-19.7826	-59.5315	66.0531	-1.87149	0.146651	27.8673	27.5682	4.07213	-88.3963	92.6849	0.84173	1.8009	24.2413	-5.52901	23.6023	22.9009	33.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.56292	-2.3436	24.9634	-17.4281	-17.8727	-56.9565	62.1869	1	1	0	0	142.53030988687635	-2.71322	-1.6542489999999999	3.17775117377069
171190	2	-0.148676	2.7028	69.0391	-62.4986	29.3313	-10.3023	69.9616	2.74573	-0.251607	53.6433	51.9543	-13.3551	416.051	419.521	0.651641	-0.987425	19.1422	10.5443	-15.9763	13.3756	23.3523	2.28018	-0.318425	95.6708	90.8614	-29.9517	462.865	472.649	0.0428052	2.76982	59.0392	-55.0059	21.4472	2.52796	59.0933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.732385	-0.975548	21.8566	12.2553	-18.0975	17.4774	27.9852	1	1	0	0	277.684666859876	2.2373748	-3.088245	3.8135420773475204
171571	2	1.44879	1.85092	57.6121	-15.9285	55.3664	115.889	129.505	2.14558	-1.50162	36.5804	2.52864	-36.4929	154.186	158.536	0.219216	-0.953401	23.1466	13.3999	-18.8735	5.11485	23.705	1.48937	1.89513	52.979	-16.883	50.2169	111.489	123.437	2.16298	-1.49344	27.3576	2.1142	-27.2758	117.393	120.538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192092	-0.909677	22.3934	13.7495	-17.6752	4.3281	22.8078	1	1	0	0	129.45015627078246	-0.67361	2.894615307179586	2.9719603309361937
