eventno	jetmultiplicity	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
469	2	1.48287	-2.25975	62.3178	-39.6175	-48.1037	130.2	144.422	1.13337	1.13669	60.4718	25.4346	54.8627	84.1815	103.757	1.24043	-0.444726	15.7111	14.1828	-6.75907	24.8851	29.4297	1.11429	0.962557	51.6036	29.4875	42.3487	70.1618	87.0954	1.74965	-1.97337	50.5056	-19.7877	-46.4679	140.879	149.659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13126	-0.431804	19.0611	17.3115	-7.97726	26.4658	32.6154	1	1	0	0	123.59113817850537	-0.6353599999999999	2.935927	3.0038890923149943
526	2	1.64302	-1.15828	38.4289	15.4068	-35.2053	95.6378	103.177	0.426798	2.20028	27.7028	-16.3094	22.3931	12.1858	30.6272	-0.426637	1.50046	12.844	0.902598	12.8122	-5.64747	14.0307	0.60761	2.00531	33.594	-14.142	30.4723	21.6914	39.9885	1.30108	-1.09224	32.9811	15.1876	-29.2761	56.0846	65.0633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.157915	1.44239	23.2127	2.9725	23.0216	3.68089	23.5027	1	1	0	0	96.37628119681676	-0.69347	3.09755	3.1742269363421385
726	2	-1.79772	1.75038	51.7442	-9.24244	50.9121	-151.874	160.516	-1.2523	-1.35183	31.9501	6.94017	-31.1872	-51.3202	60.6355	0.419264	-1.4546	19.8588	2.30227	-19.7249	8.57215	21.6299	-1.82639	1.72042	39.8653	-5.94254	39.4199	-120.601	127.019	-1.32361	-1.28842	27.4133	7.63831	-26.3277	-47.8472	55.1439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.459507	-1.40483	19.3143	3.19074	-19.0489	9.19068	21.3895	1	1	0	0	126.53561401573673	-0.50278	3.00884	3.0505582889038525
842	2	-0.66291	-1.45064	40.6174	4.86878	-40.3245	-28.9416	50.0947	1.38854	2.49121	17.309	-13.7754	10.4804	32.5369	37.1529	-1.0292	1.28077	31.1448	8.90662	29.8441	-38.0208	49.1485	-0.539605	-1.43082	37.8983	5.28763	-37.5276	-21.4571	43.551	1.35732	2.56763	25.3646	-21.3001	13.7721	46.0168	52.5443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.818417	1.35674	38.1033	8.09426	37.2336	-34.7841	51.5926	1	1	0	0	146.50194613668415	-1.896925	2.284735307179586	2.969568972005533
1087	4	-1.29616	-1.07354	72.9167	34.7825	-64.0861	-123.29	143.315	0.0324492	1.89683	72.4421	-23.2024	68.6259	2.3511	72.6325	-0.892809	-2.76797	12.4382	-11.5801	-4.53981	-12.6402	17.7337	-1.3719	-1.08567	69.1956	32.2671	-61.2117	-127.639	145.189	-0.0488768	1.81115	47.2772	-11.254	45.9182	-2.31168	47.3337	2.97184	-2.46529	25.7636	-20.0929	-16.1258	250.894	252.213	-0.0535718	1.1191	24.8384	10.8418	22.3473	-1.33127	24.874	-0.669095	-2.79765	11.3399	-10.6757	-3.82379	-8.16639	13.9744	1	1	0	0	151.96181976839114	-1.3230232	-2.89682	3.1846438576610474
2393	2	0.804038	0.495107	34.1837	30.0789	16.2416	30.5437	46.0818	-1.71422	-2.9704	16.1927	-15.956	-2.75848	-43.4955	46.6492	0.673139	-2.37937	19.5256	-14.1229	-13.4831	14.1588	24.1189	0.800182	0.510799	34.1989	29.8335	16.7189	30.3805	45.7443	-1.32171	-2.778	29.6963	-27.755	-10.5609	-51.7185	59.6379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.584405	-2.43537	23.0782	-17.5583	-14.9769	14.2679	27.1326	1	1	0	0	131.1212747794194	2.121892	2.994386307179586	3.6699829722069013
3223	2	-0.0151991	-2.65389	23.9958	-21.1981	-11.2444	-0.364729	24.4545	2.5825	0.518364	5.77745	5.01847	2.86249	37.9999	38.7228	0.269136	0.477985	18.2219	16.1797	8.38191	4.96359	18.8859	0.237575	-2.69792	32.55	-29.3985	-13.9725	7.80601	33.4729	-0.414965	2.90989	23.8193	-23.1828	5.46977	-10.1703	25.8997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.202314	0.639665	12.169	9.76314	7.264	-2.47879	12.4189	1	1	0	0	57.40761944694364	0.65254	0.6753753071795865	0.9391167430878447
3654	2	-1.09948	0.974006	20.5315	11.5385	16.9825	-27.4049	34.5639	0.466373	0.668743	19.1425	15.0192	11.8683	9.2547	21.7755	-0.649427	-2.31483	39.2133	-26.5577	-28.8509	-27.2944	47.7773	0.0952008	0.90557	33.6547	20.7729	26.4787	3.2088	33.8073	-1.45762	0.535343	30.0334	25.8315	15.3211	-61.0118	68.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.188787	-2.39145	30.2672	-22.1433	-20.6344	-5.74806	30.8082	1	1	0	0	111.81542521470996	1.5528208	0.370227	1.5963459739171955
4921	2	-0.0989238	2.55945	49.9238	-41.7006	27.449	-4.94671	50.388	-1.01841	-0.824043	43.6389	29.6421	-32.0265	-52.5327	68.4553	-1.53818	0.362805	12.8981	12.0585	4.57751	-28.6423	31.4125	-1.13957	-0.855473	68.7267	45.0752	-51.8805	-96.4056	118.395	0.345375	2.08918	37.2186	-18.4411	32.3288	13.1115	39.4606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.60986	0.434443	12.799	11.61	5.38717	-30.7317	33.2904	1	1	0	0	147.89072031547178	-1.484945	-2.9446529999999997	3.297884616452492
5043	2	-0.919729	-2.40344	27.0426	-20.0038	-18.1976	-28.5298	39.5897	-4.08908	0.562156	16.063	13.591	8.56175	-479.226	479.518	-2.07315	0.983587	11.5747	6.41283	9.63581	-45.2805	46.7364	-1.3488	-2.80877	28.7468	-27.1693	-9.39204	-51.647	59.1083	-0.796963	-2.35825	28.574	-20.2463	-20.1634	-25.2608	38.139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9849	1.21086	10.1582	3.57787	9.50728	-36.2695	37.6652	1	1	0	0	55.39500094793302	-0.551837	-0.45052000000000003	0.7123849696400115
5979	2	2.10857	2.24473	53.2797	-33.2501	41.6312	216.182	222.701	1.4842	1.68479	4.09233	-0.465481	4.06577	8.56264	10.5904	2.46769	-0.935143	56.7887	33.7156	-45.6969	332.508	337.322	1.96731	2.38276	32.5718	-23.6354	22.4119	114.19	118.744	1.58326	1.65385	23.6226	-1.9598	23.5412	55.1055	59.9554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42112	-1.08593	60.5292	28.2119	-53.5526	338.046	343.422	1	1	0	0	123.08842023752703	0.38405	0.7289100000000002	0.8238957401273539
6177	2	-0.328572	1.31635	38.2869	9.63728	37.0542	-12.8076	40.645	-1.53665	-1.56776	27.1068	0.0822527	-27.1066	-60.0944	66.0924	-1.07768	-2.3446	13.9077	-9.71954	-9.94756	-18.0623	22.7963	-0.426996	1.34768	34.5623	7.64758	33.7056	-15.2105	37.7613	-1.3502	-1.76753	25.1056	-4.90722	-24.6214	-45.1777	51.6848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.937042	-2.33587	17.0207	-11.7884	-12.2776	-18.3878	25.0563	1	1	0	0	82.54136295432976	0.9232040000000001	3.1152100000000003	3.249128955538084
6343	2	-0.790139	-2.92601	44.9647	-43.9238	-9.6189	-39.3424	59.9311	-0.501482	2.56956	36.7005	-30.8579	19.8675	-19.1858	41.6786	0.06217	-0.136198	75.4807	74.7817	-10.2486	4.69566	75.6266	-0.673144	-3.01603	41.4121	-41.0861	-5.18599	-30.0298	51.1542	-0.52316	2.4507	29.9515	-23.0829	19.0859	-16.394	34.1446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065726	-0.0303044	77.2035	77.1681	-2.33925	5.07793	77.3703	1	1	0	0	156.36217467248113	-0.149984	0.8164553071795861	0.8301171416599662
6352	2	2.18128	-0.743553	38.9058	28.6373	-26.3356	170.11	174.566	1.98179	1.49836	22.616	1.63685	22.5567	80.4896	83.7385	0.504594	3.01741	30.5091	-30.2742	3.77889	16.0563	34.4762	2.25649	-0.932192	39.7998	23.7237	-31.9564	187.95	192.117	1.9977	1.60523	28.7261	-0.98899	28.7091	103.937	107.834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.476403	-3.10492	32.0927	-32.0711	-1.17662	15.874	35.804	1	1	0	0	133.82020646225845	0.25878999999999985	-2.537422	2.5505847702407385
6479	3	-1.7791	-0.991988	56.9782	31.1686	-47.6973	-163.976	173.657	-0.882677	1.78622	34.1568	-7.30133	33.3673	-34.2198	48.5775	-0.248691	2.60088	27.8387	-23.8673	14.33	-6.99483	28.7041	-2.26182	-0.996914	40.7087	22.1006	-34.1872	-193.293	197.533	-1.68715	-1.13243	32.1515	13.6471	-29.1114	-83.8993	89.8488	-0.860341	1.8114	29.7453	-7.08789	28.8885	-28.8671	41.4499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.215819	2.53719	25.7078	-21.1534	14.609	-5.59139	26.3088	1	1	0	0	125.90276588579738	-0.5746700000000002	0.13551600000000008	0.5904322104661976
6802	3	2.38999	2.82805	82.8666	-78.8267	25.5583	448.383	456.0	2.29195	-0.541074	72.8269	62.424	-37.51	356.604	363.995	1.64451	0.629693	20.2951	16.4027	11.9517	50.5891	54.5082	2.14413	2.85302	67.9111	-65.1031	19.3265	285.819	293.776	1.64748	-0.70393	46.7945	35.6716	-30.2862	117.018	126.028	2.48004	-0.543895	37.3574	31.9667	-19.3314	221.492	224.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914369	1.11265	14.9921	6.63079	13.4461	15.7	21.7084	1	1	0	0	138.6864247981609	0.49665000000000004	2.7262353071795866	2.771104504094455
6866	2	-0.586724	-1.0504	32.2339	16.0274	-27.9669	-20.0163	38.2331	-0.505729	1.89243	22.1277	-6.99495	20.9929	-11.6738	25.4558	-0.709558	2.48409	11.4114	-9.03242	6.97398	-8.79384	14.4067	-0.299397	-1.15569	35.355	14.2583	-32.3524	-10.744	36.9515	-0.705185	2.05469	23.8004	-11.0726	21.0679	-18.2097	29.9675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.928365	2.6401	12.257	-10.7477	5.89241	-13.0854	17.9293	1	1	0	0	73.11422300422744	0.4057879999999999	3.0728053071795864	3.0994832402797456
7738	2	0.0998434	1.62772	38.494	-2.18989	38.4316	3.84976	38.9705	-1.57092	2.20273	11.3783	-6.72126	9.18095	-26.1884	28.9377	-1.55821	-1.38578	48.4393	8.91115	-47.6126	-109.953	120.15	0.158152	1.42323	30.8029	4.52907	30.4682	4.89188	31.189	-2.13021	2.39121	28.1166	-20.5653	19.1732	-116.653	119.994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.38776	-1.15856	68.5833	27.4783	-62.838	-128.807	145.928	1	1	0	0	173.48445101282334	2.288362	-0.9679800000000001	2.4846701840373098
7858	2	-1.42262	2.24417	45.5285	-28.3929	35.5905	-88.9373	100.024	0.603603	-1.52783	27.5772	1.18454	-27.5517	17.675	33.0907	1.05129	-0.287281	28.3711	27.2084	-8.03882	35.6321	45.5474	0.648075	-1.21414	34.2184	11.947	-32.065	23.7613	41.6593	-1.94481	1.74479	29.6289	-5.12925	29.1816	-101.469	105.706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823419	-0.171181	36.3327	35.8017	-6.18915	33.4142	49.3616	1	1	0	0	186.6569858311095	2.592885	-2.95893	3.934249530485452
8141	2	1.54365	1.97279	47.7345	-18.6764	43.9292	106.64	116.93	2.0722	-1.48122	31.0194	2.77487	-30.8951	121.23	125.223	1.85008	-0.686626	20.5608	15.9015	-13.0342	63.7704	67.0031	1.48756	1.96201	40.6782	-15.5111	37.6048	85.4318	94.6219	2.17803	-1.34124	27.7724	6.31961	-27.0438	121.027	124.172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79184	-0.676016	21.3715	16.6713	-13.3719	62.3385	65.9002	1	1	0	0	93.4606514586427	-0.6904700000000001	2.979935307179586	3.058882680959748
8173	2	1.35771	1.34566	77.6765	17.3408	75.7162	140.984	161.035	0.0915141	-1.61216	64.758	-2.6778	-64.7026	5.93455	65.199	1.02488	-2.49738	18.3386	-14.663	-11.0136	22.2623	28.8429	0.109579	-1.44706	56.2106	6.93753	-55.7809	6.17182	56.5484	1.33384	1.28637	54.1323	15.1897	51.9575	95.6015	109.863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.987408	-2.44665	16.7284	-12.8489	-10.7119	19.3358	25.5678	1	1	0	0	147.95685834656908	-1.2242609999999998	-2.7334300000000002	2.995071712166672
8197	2	-1.58599	0.487237	34.4598	30.4497	16.1336	-80.6252	87.8066	0.196543	-1.02775	25.4227	13.137	-21.7654	5.02888	26.3381	-0.173569	3.0131	43.949	-43.5867	5.63182	-7.66653	44.6127	-0.013849	-0.889478	29.5103	18.5861	-22.9219	-0.408702	29.5132	-1.44836	0.176356	27.2167	26.7945	4.775	-54.7213	61.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0771719	3.13706	34.2655	-34.2651	0.15525	-2.64696	34.3676	1	1	0	0	108.80610673265566	1.434511	-1.065834	1.7871272827297444
8424	2	1.13728	0.489804	82.162	72.5018	38.6534	114.927	141.354	2.37006	-3.04325	52.9776	-52.7216	-5.2017	280.903	285.893	2.32435	-2.1048	38.8623	-19.7803	-33.4517	196.686	200.488	1.11245	0.493467	76.553	67.4199	36.2618	103.846	129.013	2.32614	-3.05798	22.6546	-22.5754	-1.89209	114.867	117.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.32787	-2.14627	38.8955	-21.1682	-32.6308	197.562	201.355	1	1	0	0	162.35871148269771	-1.2136900000000002	2.731738307179586	2.989220231935478
8997	4	0.838865	1.21943	44.5125	15.3202	41.793	41.876	61.2948	-1.29208	-1.14877	29.8172	12.2133	-27.2011	-50.177	58.5567	0.963718	-2.65426	31.1611	-27.5335	-14.5918	34.8997	46.7868	-1.24838	-1.11117	36.5406	16.21	-32.7483	-58.4236	68.9096	1.30707	1.28413	29.5856	8.36551	28.3783	50.6613	58.6675	0.36872	-0.0965097	24.9079	24.792	-2.40012	9.39356	26.6203	3.16495	2.20115	22.4351	-13.224	18.1235	265.243	266.191	0.833836	-2.54782	41.4713	-34.373	-23.2027	38.729	56.7433	1	1	0	0	179.3288285571506	-2.55545	-2.3952999999999998	3.5025400486646827
9114	3	1.39687	-1.62284	51.7705	-2.69287	-51.7004	98.2385	111.144	2.18018	0.692869	25.4471	19.5794	16.2543	111.138	114.111	1.11929	2.01539	39.263	-16.8866	35.4461	53.7152	66.535	1.63871	-1.70217	46.669	-6.11333	-46.2668	115.606	124.67	0.0509438	2.80619	26.8361	-25.3407	8.83315	1.36772	26.8709	2.16001	0.705369	23.1537	17.6286	15.0109	99.0497	101.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11666	2.00419	39.5168	-16.5951	35.8634	53.8863	66.823	1	1	1	0	127.19458247107147	1.5877662000000001	1.7748253071795865	2.381387489861227
9786	2	-1.14255	-0.901706	51.3007	31.8204	-40.2395	-72.2251	88.7148	-0.198596	2.50713	38.3146	-30.8581	22.7109	-7.65924	39.3543	0.12858	1.62564	17.555	-0.962301	17.5287	2.26344	17.7004	-0.25122	2.5996	58.8437	-50.4104	30.3541	-14.9387	60.7103	-0.983151	-0.905516	47.2773	29.1833	-37.1951	-54.339	72.0268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00153628	1.66454	18.1314	-1.69721	18.0518	0.0278549	18.1314	1	1	0	0	131.58479099143602	0.731931	2.778069307179586	2.8728717451801193
10023	3	1.58093	0.286134	52.4692	50.3359	14.8092	122.088	132.968	-0.0775734	2.94588	25.3775	-24.8931	4.93499	-1.9706	25.8842	1.64867	-2.48165	32.2051	-25.4428	-19.7442	80.6376	86.8308	1.65044	0.394115	38.1348	35.2113	14.6434	95.6669	102.987	0.332333	3.04516	32.5247	-32.3736	3.13155	11.0091	34.3374	-0.216305	3.12794	24.2386	-24.2364	0.33082	-5.28391	24.8079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44609	-2.62819	34.701	-30.2274	-17.0431	69.5926	77.7644	1	1	1	0	120.1742121628742	1.318107	-2.651045	2.9606495326995392
10351	2	1.11795	2.4853	84.7582	-67.1504	51.7181	115.764	143.552	4.59898	1.48046	6.2624	0.564941	6.23686	311.158	311.256	-0.629748	-0.71621	88.2746	66.5855	-57.955	-59.3387	106.365	0.993097	2.44101	90.4473	-69.1438	58.3082	105.333	138.837	-1.46272	-2.42493	28.2184	-21.2768	-18.5358	-57.6513	64.1868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.328108	-0.306987	121.935	116.234	-36.8472	-40.7295	128.557	1	1	0	0	330.488434637583	2.455817	1.417245307179586	2.835422613687695
10714	2	-0.54846	2.54924	47.422	-39.3428	26.4763	-27.3328	54.9365	-1.65277	-2.38005	47.1595	-34.1327	-32.5419	-118.603	127.722	-1.63756	0.0823666	73.7254	73.4755	6.06565	-182.402	196.738	-0.590302	2.57765	56.9842	-48.1604	30.4594	-35.6258	67.2041	-1.70426	-2.42706	46.703	-35.2793	-30.6029	-124.122	132.618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.61474	0.0929732	70.0818	69.7791	6.50635	-169.165	183.107	1	1	0	0	195.5095081332043	1.1139580000000002	1.278475307179586	1.6957008983992246
11112	2	-0.505271	-1.49944	38.7038	2.75958	-38.6053	-20.3987	44.0021	-2.04769	1.93947	36.5335	-13.1659	34.0787	-139.211	144.001	-1.00666	0.410303	11.3482	10.4063	4.52665	-13.4533	17.6003	-0.661509	-1.49214	38.2858	3.00827	-38.1674	-27.2143	46.9726	-2.04283	2.05589	27.1933	-12.68	24.0561	-103.1	106.626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.08272	0.396975	11.625	10.721	4.49459	-15.194	19.1311	1	1	0	0	92.57052346423782	1.3813209999999998	2.735155307179586	3.064167465957704
11200	3	-0.195041	2.90345	56.4175	-54.8253	13.309	-11.0736	57.6858	1.64456	-0.210227	40.3272	39.4394	-8.41557	100.529	108.418	-0.349485	-0.307932	16.1453	15.3859	-4.89346	-5.75811	17.1414	1.59738	-0.00171583	55.5573	55.5572	-0.0953268	131.605	142.851	-0.250146	2.70746	38.3307	-34.7749	16.1229	-9.68859	39.5362	0.814551	-0.490155	36.2254	31.9603	-17.0536	32.8805	48.9225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.241768	-0.097845	18.9625	18.8718	-1.85243	-4.62933	19.5194	1	1	0	0	158.8604219341089	1.847526	-2.7091758300000004	3.2791745910415004
11323	2	-0.326624	2.63852	52.8736	-46.3228	25.4915	-17.5785	55.917	0.519485	0.595364	39.8258	32.9736	22.3347	21.6321	45.5646	0.343771	-1.2986	49.6543	13.3492	-47.8262	17.4079	52.6173	-0.357989	2.8166	63.6197	-60.2894	20.3139	-23.2647	67.7401	0.542958	0.53184	29.0876	25.0699	14.7509	16.5808	33.4815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.368697	-1.36868	53.8613	10.8125	-52.7648	20.3115	57.5638	1	1	0	0	155.3000325898227	-0.900947	2.2847600000000003	2.45597918444131
11338	2	-0.83302	2.17981	48.0421	-27.4827	39.4049	-44.8118	65.8652	1.70034	1.50476	26.7331	1.76403	26.6748	70.7514	75.7793	0.660928	-1.19963	70.9082	25.7187	-66.0797	50.3525	86.9675	-1.02937	2.15851	31.8718	-17.6716	26.524	-38.9167	50.3022	1.69845	1.59356	27.3637	-0.622962	27.3566	72.2746	77.2813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72504	-1.20221	70.6252	25.4461	-65.8818	55.8119	90.016	1	1	0	0	197.9977673384338	-2.72782	0.5649500000000001	2.785708250140348
11455	2	-0.721683	-2.40343	44.5875	-32.9818	-30.0041	-35.0449	56.9059	0.892185	0.71273	34.0721	25.7782	22.2798	34.595	48.7833	-0.162253	0.820266	10.5621	7.20361	7.72433	-1.72126	10.7014	-0.507426	-2.38085	46.4825	-33.6684	-32.0478	-24.6117	52.5962	1.03057	0.4887	32.9762	29.1162	15.4816	40.3276	52.0936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0585272	0.734046	10.3362	7.67429	6.92398	0.605292	10.3539	1	1	0	0	113.4281788132589	-1.5379960000000001	-2.8695500000000003	3.2557255563877003
11823	2	1.52661	1.89554	50.3514	-16.0653	47.7197	110.402	121.433	1.64521	-0.923241	25.202	15.2028	-20.1001	62.8679	67.8941	2.14169	-1.53958	27.633	0.862486	-27.6195	116.009	119.254	1.47844	1.86206	47.9118	-13.7584	45.8939	99.6108	110.534	1.65123	-0.958401	22.8994	13.1633	-18.738	57.4959	61.8883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09625	-1.55153	28.7514	0.553796	-28.746	115.188	118.722	1	1	0	0	103.04401802321955	-0.17279	2.820461	2.825748862977919
11913	3	-1.72447	2.2381	69.5419	-43.0376	54.6245	-188.851	201.303	0.713974	1.43316	58.5125	8.02824	57.9591	45.4173	74.2194	0.34556	-1.26931	117.901	35.0094	-112.584	41.5577	125.011	-1.35931	2.02936	99.5127	-44.05	89.2321	-180.948	206.506	0.698419	1.47615	63.867	6.03557	63.5812	48.3218	80.0874	-4.12008	-1.33806	62.4459	14.4027	-60.7622	-1921.7	1922.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286174	-1.28489	108.925	30.7201	-104.503	31.5987	113.416	1	1	0	0	383.9451419094544	-2.057729	0.55321	2.1307956123338063
12228	3	0.811845	-0.963166	56.5857	32.3061	-46.457	51.154	76.4249	1.71463	2.14373	46.2048	-25.0477	38.8264	124.166	132.567	1.04249	2.3312	10.5314	-7.25836	7.63059	13.0784	16.7915	0.748389	-0.556155	64.261	54.5763	-33.925	52.709	83.1127	1.70529	1.78937	40.8709	-8.86246	39.8985	108.742	116.169	-1.99708	-2.31861	24.4829	-16.6493	-17.9504	-88.5276	91.8507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01425	1.9506	10.6337	-3.94234	9.87589	12.7318	16.5884	1	1	0	0	119.43278813855053	-0.956901	-2.345525	2.5332088444157144
12233	2	-1.00876	0.406324	57.6332	52.9407	22.7787	-68.5125	89.6528	0.511391	-2.17977	45.4414	-25.9935	-37.2728	24.2645	51.728	-0.0907455	2.64811	30.5979	-26.9472	14.4941	-2.78043	30.7239	-0.890723	0.784871	39.625	28.0339	28.0044	-40.1507	56.4112	0.295639	-2.28742	35.8359	-23.5384	-27.0213	10.7495	37.4134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0543465	2.55437	34.239	-28.5033	18.9703	-1.86169	34.2896	1	1	0	0	120.25542531664799	-1.186362	3.072291	3.2933913802834
12297	2	0.82571	-0.300689	24.204	23.118	-7.16869	22.3351	33.2683	-2.98114	2.24749	13.2691	-8.3093	10.3452	-130.432	131.189	0.44223	-2.93029	15.1455	-14.8087	-3.17653	6.91827	16.6508	1.00592	-0.151716	31.1785	30.8203	-4.71216	36.9262	48.3285	-1.92157	2.89766	25.3085	-24.5593	6.11255	-84.5977	88.3023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286845	-3.02219	18.8002	-18.6664	-2.23939	5.46701	19.579	1	1	0	0	149.88557225336902	2.9274899999999997	-3.049376	4.227161185651193
12832	2	-0.473964	2.56132	35.8165	-29.9538	19.6365	-17.6185	40.1911	0.925984	1.00821	27.7468	14.7994	23.4704	29.5254	40.7888	0.926582	-1.23274	45.6931	15.1544	-43.1069	48.6622	66.7523	-0.50595	2.79336	25.6041	-24.0673	8.73707	-13.5142	28.9517	0.771936	0.929247	23.5245	14.0779	18.8471	20.0174	30.8884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.948653	-1.0973	50.296	22.9351	-44.7624	55.1991	74.6768	1	1	0	0	117.57950427645586	-1.277886	1.8641129999999997	2.260068562182351
13054	2	1.74776	2.23151	84.1049	-51.6133	66.4055	234.13	248.823	-1.61201	-2.52781	14.7845	-12.0859	-8.51536	-35.5816	38.8165	-0.476537	-0.737659	86.0748	63.6992	-57.8902	-42.588	96.0344	1.84594	2.30126	50.8293	-33.914	37.8611	156.966	164.991	-1.19795	-2.71552	27.2869	-24.8473	-11.2775	-41.0874	49.3229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.599846	-0.859138	79.1178	51.6711	-59.9144	-50.3563	93.7837	1	1	0	0	299.1149380485535	3.04389	1.2664053071795855	3.2968240374870814
