b1_Eta	b1_Phi	b1_pT	b1_Px	b1_Py	b1_Pz	b1_E	b2_Eta	b2_Phi	b2_pT	b2_Px	b2_Py	b2_Pz	b2_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	deltaEta_b1_jet1	deltaPhi_b1_jet1	deltaEta_b1_jet2	deltaPhi_b1_jet2	deltaEta_b2_jet1	deltaPhi_b2_jet1	deltaEta_b2_jet2	deltaPhi_b2_jet2	deltaEta_jet1_jet2	deltaPhi_jet1_jet2	deltaR_b1_jet1	deltaR_b1_jet2	deltaR_b2_jet1	deltaR_b2_jet2	deltaR_jet1_jet2	deltaEta_b1_b2	deltaPhi_b1_b2	deltaR_b1_b2	invmass
0.791243	-1.91966	56.1212	-19.1839	-52.7405	49.1862	74.7727	-0.86732	0.990343	45.9022	25.1729	38.3841	-44.9945	64.4485	0.250909	1.96601	15.5556	-5.98901	14.3564	3.94412	16.0478	0.78965	-1.90931	51.3324	-17.0467	-48.4193	44.8805	68.1856	-0.792107	1.06641	34.1868	16.5214	29.9296	-30.0016	45.4844	0.187385	1.92238	16.0345	-5.52209	15.0536	3.02224	16.3168	0.001593	0.0103499999999998	1.58335	2.98607	-1.6569699999999998	2.899653	-0.0752129999999999	0.0760670000000001	1.581757	2.97572	0.0104718741875557	3.379883321565998	3.339691168552715	0.1069728183138128	3.3699947663830283	1.658563	2.9100029999999997	3.3494699110423425	128.5602568911493
-1.01126	1.63171	30.0562	-1.82978	30.0005	-35.8465	47.0153	1.62939	-1.15479	15.999	6.46537	-14.6344	39.2352	42.6317	-1.48016	-1.86379	16.0501	-4.63558	-15.3661	-33.4328	37.0858	-1.06231	1.56157	27.0791	0.2499	27.0779	-34.4906	43.8506	2.01471	-1.1364	23.2414	9.78141	-21.0829	85.5884	88.6878	-1.46275	-1.75712	15.356	-2.84462	-15.0903	-31.3739	34.9303	0.05105	0.07014	-3.02597	2.76811	2.6917	2.71636	-0.3853200000000001	0.0183899999999999	-3.07702	2.69797	0.0867509198798492	4.1010885643936055	3.8241156545795	0.3857585961453096	4.0923213707259105	-2.64065	2.7865	3.838960103009668	165.89864451897702
-0.929853	-0.122421	51.2365	50.853	-6.25678	-54.8109	75.1765	-0.0186466	1.65872	44.0347	-3.86674	43.8646	-0.821146	44.2924	0.951336	-2.46661	60.1835	-46.9863	-37.6078	66.2904	89.5348	-0.936926	-0.171648	37.7998	37.2444	-6.45644	-40.8294	55.6405	-0.0417268	1.76063	24.6857	-4.65811	24.2422	-1.03035	24.7072	1.04218	-2.48178	55.1966	-43.6111	-33.834	68.5188	87.9857	0.0070729999999999	0.0492269999999999	-0.8881262000000001	1.883051	0.9182794	1.830368	0.0230802	0.1019099999999999	-0.8951992000000001	1.932278	0.0497325331950826	2.0819820402029023	2.047799812454421	0.1044908787025929	2.129572698210756	-0.9112064	1.781141	2.0006899723050444	165.06464238601734
-0.884281	2.29343	38.5316	-25.4833	28.9013	-38.6902	54.806	-2.12279	-0.611554	61.8808	50.6653	-35.5282	-254.785	262.234	-1.65117	2.88427	26.0395	-25.1821	6.62694	-65.3752	70.3702	-0.850426	2.19366	50.7263	-29.592	41.2004	-48.5302	70.2021	-2.25327	-0.332995	47.2011	44.6083	-15.4289	-222.171	227.129	-1.65267	2.73398	23.4572	-21.5354	9.29883	-58.9873	63.4802	-0.0338549999999999	0.0997699999999999	1.368989	2.626425	-1.272364	2.805214	0.1304799999999999	0.278559	1.402844	2.526655	0.1053575527667569	2.9617966106311213	3.080281762159429	0.3076038798211102	2.889975220890484	1.238509	2.904984	3.1579798263030434	142.18952304695705
-0.367058	-0.791486	31.4037	22.0702	-22.3406	-11.7876	33.8708	0.454857	1.17284	42.9634	16.6499	39.606	20.2231	47.7171	1.37888	-2.72215	42.395	-38.7201	-17.2654	78.8248	89.5024	-0.4067	-0.963324	28.9593	16.5298	-23.7783	-12.1051	31.3875	0.32942	1.04499	23.5024	11.7962	20.3276	7.88295	24.7892	1.30125	-2.6288	47.1398	-41.0765	-23.1275	80.1777	93.0087	0.039642	0.1718379999999999	-0.6964779999999999	1.836476	0.861557	2.136164	0.125437	0.12785	-0.73612	2.008314	0.1763513152998864	1.9641093918262291	2.303362129398024	0.1791090825977287	2.1389711959248072	-0.821915	1.964326	2.129347529526592	124.97224504612016
0.532643	3.04139	61.9918	-61.6808	6.20165	34.6031	71.1508	1.93111	-0.445721	58.816	53.0696	-25.3561	198.568	207.149	0.644188	1.1483	21.001	8.61114	19.1544	14.4839	25.5113	1.9182	-0.413895	59.5271	54.5007	-23.9405	198.28	207.022	0.479277	2.78268	55.1732	-51.6575	19.38	27.4673	61.6323	0.801752	1.23409	26.0017	8.59054	24.5416	23.1532	34.8161	-1.385557	2.8279003071795863	0.0533659999999999	0.2587099999999998	0.0129100000000001	0.0318259999999999	1.4518330000000002	3.0547843071795864	1.438923	3.086610307179586	3.1490932580022775	0.2641567603829208	0.0343447576203414	3.3822368668204876	3.405534112047075	-1.398467	2.7960743071795866	3.1262983672961875	172.0838458668111
-0.5169	-0.155656	47.8672	47.2884	-7.42077	-25.8592	54.6082	0.802054	2.88389	30.2645	-29.2652	7.71306	26.9613	40.8037	0.54967	-3.12538	18.0256	-18.0233	-0.292292	10.4147	20.818	-0.462939	0.00429047	39.418	39.4176	0.169121	-18.907	43.7179	1.10319	3.1412	23.4071	-23.4071	0.00925074	31.3884	39.1551	0.346171	3.12846	20.1797	-20.178	0.265026	7.126	21.401	-0.053961	0.1599464699999999	-1.6200899999999998	2.9863293071795862	1.264993	2.87959953	-0.3011359999999998	0.2573099999999999	-1.566129	3.13690953	0.1688036219589523	3.3974776436379543	3.1452028143229844	0.3960950979196787	3.5061319775567235	-1.3189540000000002	3.039546	3.313378870614105	102.32815977742472
-0.337279	-1.37438	41.0225	8.00563	-40.2338	-14.0998	43.6319	-2.31161	1.76599	20.8291	-4.04002	20.4335	-104.057	106.226	-1.39061	1.76846	20.1935	-3.96561	19.8003	-38.0481	43.0748	-0.36742	-1.33446	28.9711	6.78337	-28.1658	-10.8857	30.9487	-2.17807	1.64583	25.2102	-1.88979	25.1392	-109.866	112.721	-1.30812	1.75795	21.0071	-3.90858	20.6403	-36.0156	41.6943	0.030141	0.0399199999999999	1.840791	3.0202099999999996	-1.94419	3.10045	-0.13354	0.12016	1.81065	2.98029	0.0500208584592467	3.5369732752426892	3.659599016094522	0.1796423034811121	3.487202590415418	1.974331	3.14037	3.709434813345694	97.32735223985088
-0.57305	-2.84989	42.3419	-40.5533	-12.1767	-25.614	49.7092	-0.256739	-2.10911	64.1738	-32.901	-55.0981	-16.6575	66.4668	-0.712117	0.741516	99.6064	73.4543	67.2748	-77.0803	125.948	-0.650146	-2.87993	47.6111	-45.9905	-12.3162	-33.1814	58.033	-0.216558	-2.05011	33.8002	-15.5876	-29.9913	-7.37707	34.5959	-0.832469	0.703041	100.021	76.3036	64.6673	-93.2198	136.726	0.077096	0.03004	-0.3564919999999999	0.7997799999999997	0.393407	0.7708200000000001	-0.0401809999999999	0.0589999999999997	-0.433588	0.8298199999999998	0.0827417356356513	0.8756338244174898	0.8654088860469369	0.071382860414808	0.9362690778531564	-0.3163109999999999	0.74078	0.805485975744457	184.36443155751897
-0.914328	0.37818	24.719	22.9723	9.12699	-25.8846	36.0989	-1.77928	-2.84343	37.4678	-35.8146	-11.0068	-107.848	114.268	-0.272233	0.145341	12.9792	12.8423	1.87977	-3.57717	13.4631	-1.86537	-2.81382	34.4119	-32.5798	-11.0785	-108.458	113.786	-0.912756	0.310633	22.9776	21.8779	7.02336	-24.0089	33.2325	-0.310971	0.139371	13.1095	12.9824	1.82117	-4.14269	13.7485	0.951042	3.091185307179586	-0.001572	0.067547	0.08609	0.0296099999999999	-0.866524	3.129122307179586	-0.952614	3.1244530000000004	3.2341780237159106	0.0675652898535927	0.0910397726271325	3.2468862400559857	3.2664476089790577	0.8649519999999999	3.061575307179586	3.1814124730747784	84.69744333107705
-2.34184	-0.791436	35.6476	25.054	-25.3584	-183.66	187.147	-0.0149158	2.39576	47.1871	-34.6601	32.0202	-0.703859	47.4258	-1.94404	-0.60635	11.6901	9.60612	-6.66184	-40.0021	41.6752	0.00552854	2.49508	36.1485	-28.8533	21.7761	0.199849	36.149	-2.43139	-1.13946	24.6178	10.2924	-22.363	-138.928	141.092	-1.24085	-0.110897	10.2129	10.1502	-1.13026	-16.1846	19.1375	-2.3473685399999997	2.996669307179586	0.08955	0.3480239999999999	-0.02044434	0.09932	2.4164742	2.7479653071795864	2.4369185399999997	2.648645307179586	3.806595066351806	0.3593604138966894	0.1014023344802062	3.659325195815239	3.599151835341234	-2.3269242	3.095989307179586	3.8729479757306287	120.38632117855587
-0.501482	2.56956	36.7005	-30.8579	19.8675	-19.1858	41.6786	-0.790139	-2.92601	44.9647	-43.9238	-9.6189	-39.3424	59.9311	0.06217	-0.136198	75.4807	74.7817	-10.2486	4.69566	75.6266	-0.67513	-2.99995	47.6203	-47.1434	-6.72256	-34.6485	58.8916	-0.516439	2.40313	39.3634	-29.1094	26.4976	-21.2446	44.7304	0.0609488	-0.0323294	74.3036	74.2648	-2.40177	4.53152	74.4416	0.173648	0.713675307179586	0.0149569999999999	0.16643	-0.115009	0.0739399999999999	-0.2737	0.9540453071795856	-0.158691	0.8801053071795861	0.7344971558705156	0.1671007383257178	0.1367267116586952	0.9925291623682349	0.8942975932018792	0.288657	0.7876153071795855	0.8388448818182017	169.5961411423347
1.44715	0.113191	31.0584	30.8597	3.50803	62.3614	69.8259	-0.0587778	-2.19122	39.3227	-22.8615	-31.9941	-2.31263	39.67	1.11498	1.84452	29.5876	-7.99815	28.4861	40.2628	49.9652	0.0402945	-1.99803	47.0972	-19.5148	-42.864	1.89827	47.1355	1.56342	0.240633	31.3513	30.448	7.47155	71.5701	78.1357	1.03499	1.81276	30.4978	-7.30745	29.6094	37.51	48.3437	1.4068555	2.111221	-0.1162700000000001	0.127442	-0.0990723	0.1931899999999999	-1.6221978	2.431853	-1.5231255	2.238663	2.537025129698413	0.1725113800999807	0.2171121754469103	2.9232575521041317	2.707678584381693	1.5059278	2.304411	2.7528400962885295	133.33921090132526
