isophoton_pT	deltaR_jet12	inv_mass	label
50.5073	1.846010907332633	235.852887003582	0
17.0146	1.670966957252671	105.789037445871	0
70.9712	4.440079608703381	205.79999920573616	0
48.7541	4.832748171057162	145.57405813748923	0
54.1823	3.771644097706135	351.71169271920985	0
10.0789	3.3972353704995193	235.9040092247605	0
11.4511	3.1716751770119855	169.37537483385813	0
11.5826	3.5918352270283784	121.01607504886384	0
28.2248	3.3494556190820495	144.20512273171732	0
25.1585	2.421591923221378	262.07697305299433	0
18.6485	2.9045889237722173	109.54586907998083	0
14.8658	4.267088485632889	79.58644767669622	0
14.86	3.5545504218467676	79.21179412558025	0
21.9863	3.4399552956864317	142.21220780207867	0
63.2468	1.8028355692555542	149.14307872985952	0
16.2745	4.031552961220379	139.59768488243566	0
20.3848	3.851458560047738	147.76622012271787	0
62.4215	3.7216700815037327	269.5202077152102	0
185.439	5.608285534233041	514.0183644386562	0
51.0242	4.595740304538488	186.47613192972813	0
30.8602	4.398184739523073	82.53886229283195	0
12.7299	3.767567838723285	100.32096619098871	0
11.0176	4.087891995649496	110.57511754530265	0
24.5688	4.4996602305800675	121.01873490216582	0
14.5008	3.610296517063937	188.6491127261072	0
11.5593	3.6893854536918083	107.86814807649709	0
23.4843	4.613573321231428	210.87712282050597	0
20.8944	3.23313298041791	134.29676427494445	0
36.8178	1.432670209528868	101.08184930259732	0
19.7514	3.834582109241972	95.89258981984896	0
15.5942	3.8595933648372283	128.05889101074237	0
63.8959	6.233761579194927	148.6869116258726	0
57.8384	6.069092753174283	204.71887949174965	0
41.185	3.9517352808659894	274.91556877413745	0
65.0311	5.667957457041095	140.6474561796237	0
215.132	5.118404148179313	506.55882715194105	0
23.2152	3.6785087527497695	132.59362090621062	0
11.7953	3.1069023007183536	67.2405002350501	0
37.5746	1.8721556785042563	231.71147279468553	0
19.7164	4.142419734062847	81.22720590239453	0
12.976	4.267202694867497	238.01058981816337	0
20.6429	3.1642176617990425	90.74219133477823	0
35.2674	3.8372686039218475	100.35624475730198	0
16.9058	4.175939772947043	147.75432538871914	0
19.2137	3.7775680913073724	167.03346016299403	0
35.2023	3.2182866514816673	107.10479943571346	0
35.2773	3.9740724227164805	107.14299465270703	0
17.5294	4.4509679478807	90.65631322659166	0
114.742	2.996279902004125	359.936535292126	0
36.8146	4.509269684758387	149.20495859164703	0
68.9644	4.54495009855994	384.11817502094016	0
19.1327	3.355872334854589	124.91859418632237	0
66.7149	3.9047431755613475	216.93778086730404	0
18.5371	4.0504080970815775	108.28005197855929	0
56.7295	5.269792906643696	109.51089650742485	0
12.7481	3.378475442251431	110.42122542816837	0
64.1206	4.343251737323163	264.97563270251027	0
92.1108	0.6330622587621222	297.2050352510669	0
17.2491	3.378925066589253	81.08452777513227	0
54.089	5.149111411634968	174.22536131304187	0
77.2088	2.6656209074572295	280.6823607931627	0
96.3501	0.5684933913327399	212.7102089473141	0
95.3891	0.64252808445468	176.06848547683794	0
10.6666	3.4024188177151506	77.91003052818938	0
12.2637	2.901960459463395	63.24829477811555	0
14.1683	2.572215209325417	78.51557737838773	0
14.5331	3.3620236132926418	127.93613885422913	0
31.3462	3.919648675554543	123.95319957079126	0
48.7767	3.994245522672587	106.95976343081675	0
25.1065	3.1443558784388577	183.89395718358986	0
97.8392	5.8415145796106565	190.93825332765846	0
32.0895	4.149569789148442	121.21120844575357	0
27.4569	4.5655046323569985	76.49734523356742	0
44.2345	3.2286351126497053	164.45087311027694	0
10.6842	3.7964726035946836	79.76126700881261	0
25.2865	3.556327764294615	102.15009918349911	0
12.0398	4.544509129864852	266.4471483342361	0
11.7931	3.445822121526298	93.22501740613984	0
30.3976	5.207838293781787	351.60189658622437	0
10.5852	3.7512622586902666	115.54908097311214	0
11.4577	3.6922069408595544	130.715948233115	0
21.9464	4.794450796597872	115.93687198030273	0
11.1862	1.9647328406487028	143.61878996694546	0
59.5703	5.974959684804768	225.1783477317593	0
51.448	5.532208911939676	208.58908040106033	0
10.866	3.4923030117219547	90.1148801518129	0
12.1726	4.340131187609171	108.91127635723402	0
38.6556	4.407405466463121	131.433883135476	0
13.2196	3.2753277969201915	101.1370251936866	0
79.0047	4.693682705223624	195.05706684900377	0
14.9333	2.7793473443434524	147.40282354489824	0
11.9541	4.1314725228346845	141.92390646098605	0
37.5833	4.520701094560742	98.83403781961962	0
80.1495	0.8745833172879757	232.47115821734323	0
38.3545	4.061551594988052	126.81832537669783	0
51.6241	2.309403949589182	106.35876855025914	0
79.3929	5.6859954531447325	257.12390931727833	0
80.3748	3.5169397436365593	283.9624863239157	0
48.8678	3.779961464393629	222.25302444954926	0
14.4679	4.031602534125079	131.70246000243085	0
28.6658	4.493097498566367	183.8756700434995	0
47.6245	3.3531322330834663	310.06717854927683	0
80.7883	4.273108422150788	236.10102306510666	0
64.2283	4.3033725397002	183.44333923066682	0
33.2178	4.33936679044132	148.8399626242482	0
43.8937	3.4809175654824114	113.75870691460196	0
33.0606	3.73234122723258	128.92922609531595	0
13.4934	3.565773174339753	118.78749537997386	0
27.485	4.943020869199306	94.04651006070138	0
108.799	6.3636166078733405	369.8683761713996	0
26.7254	3.2367834238336064	121.42398368377147	0
86.2934	1.5590234461724117	394.29454671904864	0
34.3261	2.5833478410896986	205.7955240353395	0
38.8007	1.2304787427171697	206.74955740830868	0
11.6914	2.078954106148948	114.77384360597452	0
19.1638	3.691817395212862	199.77687333112704	0
14.1533	3.1713109719220225	197.09528476293693	0
13.2021	4.0377915406563964	110.439622838604	0
13.4962	5.162141654013768	203.54592992809512	0
50.3753	2.3052942411769126	210.61655447838	0
15.0787	4.2360656671881385	238.01520901555094	0
105.222	3.500504101280821	365.5832507381869	0
15.8603	3.5794120214602	77.04124555067692	0
10.4138	3.2321163835488456	158.9568488756461	0
53.0389	2.278096336134053	264.1015957330745	0
26.9683	3.089894771693532	120.0089213405732	0
49.0261	5.8038632118179	165.93152395132	0
130.857	5.645879451535103	271.60354316156895	0
13.9926	2.6391966745497286	107.2150243396391	0
11.1796	3.2893847152184863	133.36849291811015	0
21.2816	2.9919398605348	186.66744053240888	0
38.9646	3.4401342742685252	167.43525036060953	0
32.496	3.2530631128492993	161.32585486352613	0
21.9858	3.615786298636954	95.14191117051534	0
16.0715	4.384444576373059	112.43738330935278	0
30.0875	4.011270195692257	88.25275338125256	0
15.9377	3.9934096336194957	142.74420869631595	0
12.0905	4.481385176782842	112.89418800165747	0
13.5778	4.087019964948776	111.58887065865615	0
36.7226	3.741500324656615	199.42312880762123	0
30.0148	3.6973837452177873	275.7479746132453	0
60.2231	4.47875613793658	187.28554281754103	0
22.5762	3.835683775114299	188.92246822882024	0
39.2849	3.9347053081566354	170.18496718136387	0
12.83	2.193200703175201	106.79482140781687	0
27.5027	5.031874736205503	108.52497329678644	0
15.3195	3.134449107124353	76.84021673665713	0
54.5136	5.161975525197299	152.4737806387518	0
53.8973	4.743002672651626	260.2722622960426	0
41.2157	2.717726178058036	217.03938725521107	0
11.9961	4.20571697679524	358.86402234372656	0
15.8412	4.317371593362345	235.9725723399156	0
28.7756	4.106560201889901	105.64785975393207	0
31.0801	2.014294433752008	163.4073424116248	0
19.1223	2.463474403851772	124.11714522168602	0
52.1668	4.705297215787948	164.0928785682974	0
56.4039	5.026544766449115	511.7041927142872	0
27.6852	3.6646635730991735	158.27800599747633	0
11.2244	3.408157311652364	121.32710645368618	0
45.3598	3.1597069241404343	126.69365476890705	0
55.3514	1.6090539908845227	122.05454653739162	0
12.1749	3.3612028977162063	133.69053570332426	0
15.3318	2.503285327047783	199.25770117928565	0
44.2624	2.122811772582091	261.8297396408076	0
22.5251	3.7970507614585283	98.89650670172941	0
16.4479	4.840867272803501	225.00019026687934	0
14.2929	3.620606014379817	101.15484070971388	0
14.879	1.9433133188331657	211.59653311822552	0
15.8032	3.4709429014997393	81.58655871161561	0
15.0524	3.632318950697341	91.39217279863249	0
12.9977	3.744975102196899	96.14470695351979	0
62.5642	3.912359137711094	195.68816364493685	0
31.7152	4.060320858052477	170.52434620012917	0
15.2603	3.2042442905136252	124.11456133755594	0
35.7709	6.100169985293675	110.02741530932185	0
105.436	2.977941979958642	322.44066014601816	0
37.543	2.1424386129616417	119.14584955396053	0
10.3736	3.765523115712928	113.1731016859881	0
77.1672	2.895945318029858	225.2086332323874	0
22.6033	3.571854737965277	97.38205724156438	0
17.8935	3.5983873137686273	92.86146462097987	0
16.572	2.113732521317572	159.14364367106873	0
23.2664	4.49824351620685	111.2360275818353	0
25.6036	3.658819036773758	119.87540538229264	0
12.7513	1.730994903855807	179.70405212760784	0
48.5664	2.92541941334999	164.2037753892678	0
15.37	4.239782572199783	107.90702873954216	0
14.6573	3.996116663320143	111.68509880035667	0
21.2726	0.9350060087813963	270.8760056899243	0
84.7175	2.2492519092047223	344.80915702229896	0
24.441	2.818999813637809	131.28366185667886	0
17.3564	3.2881444263823028	106.13453875785204	0
47.049	4.691340120903943	272.5222192135074	0
14.1638	3.709496748839735	104.22365805932247	0
82.2761	4.469609186713756	248.00364558620817	0
32.1725	2.7361373984015613	112.40339570221123	0
18.1115	2.2674786508163995	190.44837426242736	0
37.929	3.0831655885839155	329.71493986404374	0
33.4167	4.544982164020116	111.94178288292167	0
56.3084	4.9559212644395725	225.80228926925764	0
81.3152	5.6211528807136455	200.2819360123229	0
50.218	3.936252962902156	150.69187859301843	0
45.691	3.6852928428344796	165.94685434889567	0
26.9441	3.056485682237402	105.45110553815738	0
26.7712	4.675578006849958	168.1582593309749	0
12.5541	3.444387590687349	101.351799963797	0
14.1608	2.7216229487429	150.4016710618768	0
12.8178	3.3676759783372368	165.67175047720454	0
19.3343	4.034475958339587	121.81542446524412	0
22.376	3.7899898481874597	92.35731596727028	0
18.2152	3.3640883447908907	201.24751682144154	0
18.5376	3.4547061633340044	207.66174113395115	0
15.9231	2.0719678273454174	63.53948295516341	0
19.0422	3.427268083867383	75.9942973162296	0
56.9776	3.6246479501292264	182.7487979819468	0
40.3833	4.223109998710572	136.28354597638472	0
13.4024	3.176575957399947	79.19720947195792	0
16.3464	4.365510823004909	530.3164406765356	0
21.9453	3.9323955445583167	210.81738693064452	0
24.8365	3.0977246885935963	135.90680247577743	0
40.0242	1.553334520691218	262.05083241331255	0
18.6151	3.1186089448892615	118.57060696183311	0
16.2868	3.7029397314486503	113.49407624258588	0
25.3406	1.3578336931487593	74.0847906665356	0
57.5469	3.6095878600333307	152.93978719598658	0
44.7999	3.50820179938303	134.60116233996644	0
13.2646	3.787192344486754	155.3283405561522	0
13.7576	2.9104811268067694	127.05392203758372	0
20.4807	4.710248788715226	98.56251622092759	0
25.2901	3.32188331431253	194.23739006612502	0
30.2004	3.6736743970339605	116.62932581737536	0
134.311	2.750349274820874	643.9077884973954	0
22.5101	1.670024503110064	239.17835115965988	0
35.5463	4.70514681582541	166.44731722324252	0
20.2055	4.022237332744026	116.73956317682963	0
12.8546	3.159040102061061	328.04391676607344	0
11.2426	3.4236966648221037	162.2691867915279	0
36.1596	0.5624825278381456	146.20725346294688	0
18.7096	3.4500856940738784	363.6917436339406	0
20.3796	2.9180222091103074	143.45846796741696	0
23.8467	4.325311919628583	136.68941026619288	0
46.1729	3.8765071671419062	95.6800940418058	0
22.6247	3.005920410090061	139.3958401204283	0
10.5716	3.3810804940099284	148.09451615761975	0
17.1947	4.81788810445785	185.80499590353725	0
45.6966	2.6171583724988614	151.18833736913007	0
17.6602	3.1516012156273834	142.8363825823267	0
18.195	4.678992547411446	165.6155654328527	0
16.3926	3.184943276516082	96.22920273149934	0
15.0173	3.54207698057171	82.37180403580544	0
22.9911	4.493781660236203	129.42074690311048	0
15.0105	4.265888159017177	196.55136097326803	0
23.8733	3.1944466701327525	182.70909936934694	0
64.0699	5.489738024463986	196.42950724284657	0
36.74	4.931864529875751	103.20718584172272	0
25.5886	3.164190659812958	150.28418099998382	0
47.3387	5.34707219113912	276.83853021651794	0
11.1662	3.8388699589158426	137.21363309248068	0
16.9189	4.012422574660975	91.92259007124638	0
15.1838	1.4616527822392005	244.60628373637994	0
20.6566	3.3172582344622383	266.6957519359999	0
51.0946	4.584299666064482	149.8102539061785	0
13.439	2.9987318250560593	114.05133850569882	0
20.2496	3.6818528693274852	131.61269735854333	0
19.0675	2.7490151384979113	91.95383064358974	0
31.1748	3.9731385098244436	147.96863946495557	0
17.9686	2.3620710653079424	112.62179687615979	0
52.0278	4.281098952791086	194.80271729648922	0
11.2616	3.2997411997003647	98.67946409656619	0
35.2437	3.5371250860535026	162.28195243594377	0
30.4837	3.6872231153587656	168.07289712166443	0
20.6224	3.6282870655088697	111.48242562930757	0
77.9797	4.96507430937371	335.68397219223914	0
56.766	3.3869983284613534	359.0062850264184	0
17.025	4.106604672633302	91.81644969961266	0
15.004	3.276899106329341	77.34443307355598	0
59.3017	3.424194290513062	286.8140126729059	0
12.2078	3.1100663043615326	70.30416538536463	0
13.6364	3.967399946330216	118.93276877920567	0
22.3782	4.68097814268568	155.3313789066923	0
64.8012	3.663165309104084	357.6848658018698	0
30.7467	3.5430974045127783	115.82444926335674	0
13.709	3.858865573424915	107.74428577293646	0
10.151	3.595364618475294	118.64344140139227	0
23.5159	1.9685019076701447	80.78240010087539	0
31.3284	3.6573125610265063	281.3966702729634	0
21.0229	3.9494135728913653	114.07110408921447	0
11.1383	3.2864415491707586	63.0865993085839	0
37.2568	5.074520831753311	114.3380989570401	0
17.0895	3.7627724318595197	188.19694342685324	0
17.8677	4.972827790096888	125.65862547748324	0
37.051	1.4601196285609614	143.1662244564964	0
78.7366	4.326934503498869	220.40778901188216	0
65.8797	4.558305266030471	264.6474241909411	0
13.7667	3.4268419395122383	70.64656777529105	0
11.159	3.6498876680931205	87.86482221671423	0
39.4606	5.061781937024278	117.55711097883562	0
22.944	3.6166676249473957	130.52521633019592	0
32.7753	4.704839232806229	164.144483231603	0
33.0878	2.146966942763422	148.93436043492449	0
40.515	5.576151549153663	120.52493968298046	0
48.9716	6.213602504980853	286.2960828386242	0
20.9322	3.621022579500847	87.00340727523262	0
48.5393	3.39325677931777	236.82304585822254	0
35.8556	4.259262292275506	170.6994432061896	0
71.9727	4.413800861176701	187.45918338184342	0
41.3552	4.719749480560309	178.94522214332912	0
54.9424	0.6510285826369225	134.290663866452	0
22.5288	3.6531737135860376	439.53801478385907	0
21.2344	3.0407637411775603	171.74408636485865	0
32.8863	4.402876074581418	192.75513846792026	0
34.6231	3.587812987531664	170.6456077948278	0
13.3139	3.4612408052474017	104.0897190639417	0
11.2339	3.2714090411571553	133.66529061070864	0
48.073	4.685481737988421	140.14002165734948	0
30.6685	3.4787760492835686	292.30997804438687	0
82.2589	5.5371375117280355	179.73220398441796	0
17.8563	2.6669268730460027	119.19817413244459	0
159.071	4.713670993533509	430.09020992938224	0
19.0036	3.270732795144538	138.7504106222288	0
43.0095	2.1890658411523396	195.55047001509763	0
49.1355	3.9013116171936946	288.98700244031335	0
24.8066	3.933721631161377	127.52422213842904	0
49.9068	2.9275089940475905	135.66943575500122	0
19.5671	2.332671597715375	66.8252936099124	0
39.8831	5.523726017318381	168.2875356034044	0
19.5236	1.6963227103918181	107.47246356100527	0
26.7113	3.3704952495384117	355.5362056288384	0
29.2705	5.547085216697917	107.88246832246247	0
27.0856	3.380469114807216	119.96536566776265	0
17.7413	3.9988822790813012	94.03241475891117	0
103.681	5.746402896857142	190.2081286298969	0
38.5523	0.5516282363476329	80.45162968501073	0
11.0062	1.4870440729474026	71.25500574888336	0
50.7613	4.959155358456275	228.49760874023252	0
11.963	4.268475430149636	77.25129815709184	0
13.1036	1.864677097219784	92.00753915062339	0
116.78	2.7956021736452303	305.0766878197585	0
53.6953	3.5692305455854214	174.83598347592795	0
21.2826	3.394572544876905	129.85503432516123	0
11.3264	2.978545077031997	104.7243751694127	0
12.8704	3.526415668615372	81.42934117435497	0
11.6711	2.930950307353602	162.79699700532072	0
16.0971	3.2664495272307517	81.9216183410356	0
23.8041	3.3695115198264807	139.05993182333293	0
32.1665	3.869179909590343	133.5118335193993	0
10.2139	3.293429410764712	98.00668289220845	0
14.8453	4.698924221026393	139.88391410939147	0
43.3502	3.7125788298211257	165.25933805113706	0
13.7975	3.466002587012353	93.48778430658308	0
13.1111	3.1664292763689104	301.76891788431016	0
35.3476	0.5269441278513312	95.96909238395453	0
13.4815	3.6932667598510514	91.3517856089606	0
21.5789	3.3016037784282872	99.848318312911	0
58.7405	5.655784475563309	244.26527601806197	0
14.5558	3.8872998253584496	114.74484378671607	0
20.7459	4.1461869826668085	112.61542370637468	0
16.7667	3.3062710994201607	90.38851008328666	0
16.0474	3.5716834503043877	145.71122840606728	0
21.3245	3.6357681571687954	124.05816584433036	0
11.4336	3.5294389192822133	66.05978108644244	0
22.3793	3.1866479359227933	139.65283029742733	0
20.8732	3.3587791744730158	110.85687494400162	0
66.0304	5.770357603656997	122.8841758763003	0
15.9496	3.001379801108151	154.52604830759702	0
30.9312	4.849143173468896	158.72821915727997	0
25.4757	3.8397294814787695	196.8209248182469	0
60.3642	4.387930458116112	128.30516298819592	0
57.9925	4.9497337560503185	199.5555769952822	0
10.3043	3.7479967869229434	109.14618703965935	0
21.0478	2.9010159425666733	155.25425520511314	0
12.4552	3.6607652170139553	135.63292001192008	0
18.0685	3.5828717466123297	125.67272138721374	0
14.9286	4.309760436524906	126.26394670926551	0
10.7175	4.275680188158085	138.57601275990118	0
42.7725	3.4235463177046404	215.08826892606587	0
12.1023	4.0790708578387065	107.42263529219994	0
26.978	5.218680112410038	158.38199562443458	0
16.3935	3.1842769451817907	140.18398552941062	0
22.3356	3.0658257519385774	105.09267355295275	0
15.6205	3.7170496774385464	148.08979272473306	0
11.9681	2.932672432669083	169.97944905207925	0
26.0162	3.817209980509325	120.67565533184232	0
13.6371	4.197674587398503	113.18263445028983	0
15.2831	3.3227511286042373	131.75084220398745	0
56.5009	3.7060461478511035	387.2920774745792	0
29.6972	4.4205218420888945	149.40010424226085	0
15.1956	3.5240546248552955	72.79737661245424	0
43.5526	3.5219002295862003	183.84548253808796	0
12.1779	2.8879193327338717	85.13511352237924	0
10.2629	3.6066483092487056	87.83232862631506	0
79.5276	5.345771570894674	180.99751744697357	0
17.8476	5.297059579682769	95.19690871805817	0
70.5235	4.167373424892471	169.9597615369	0
37.9171	2.099944714430111	294.22891975789867	0
117.21	5.7267625832163525	200.01468083015902	0
36.6343	3.063559334398053	270.6305248303976	0
36.1512	6.030608727996008	97.8627719255571	0
19.5484	6.006991644598923	121.74276639775853	0
12.2292	3.3022306520644493	140.12079585196767	0
19.7542	4.000335939139612	111.7368299787983	0
51.9406	5.477343313927664	210.022074047801	0
68.1779	4.622321802266906	487.9367054265952	0
27.9598	3.042816218834125	191.9204566313607	0
29.242	2.2388414386025643	130.56799860912324	0
36.845	4.469523863404356	193.17921300591476	0
33.5385	4.002844613258925	119.02906584589161	0
11.192	2.6391754738254902	88.8090168067128	0
20.9962	3.3771466326767636	96.00054583421698	0
11.1611	3.2596369740902635	79.35811962927107	0
32.0066	4.002389632519053	258.00118012307445	0
80.4949	4.0958501287644795	230.44966197753268	0
19.7009	2.8842084406852417	72.92414118155592	0
15.5745	3.616822684505063	260.35088167879627	0
62.4147	4.319740662754922	155.14563610166428	0
62.8979	5.982710741879471	330.4375754657451	0
24.9634	5.365502222935462	142.5303098868764	0
21.8566	3.9004473541013	277.684666859876	0
22.3934	3.454874393809419	129.45015627078246	0
21.3387	3.5882794215891267	145.4938856204037	0
11.9349	4.6235484985771365	164.23435345071871	0
29.0507	3.6019621748816513	104.2351542141378	0
14.1088	2.8703240784412563	77.4919845173636	0
28.3978	3.026885732845147	95.18472440881676	0
29.5977	2.7735935916696164	232.6672248828863	0
22.8147	3.6169515632366958	164.89363660397453	0
21.4756	0.6443315019312651	72.40653139296968	0
12.7735	3.1721555750058985	74.32665353696152	0
17.0391	3.9994754665277683	132.89235350496844	0
18.5351	3.6460985110614743	124.22945784900053	0
15.1571	3.034755794675023	211.2434986361426	0
13.1639	3.884948137623511	100.69208951900393	0
16.3818	4.238277597458071	215.71404184889104	0
15.5684	3.1862784608152483	253.15615847051276	0
13.5353	3.6279150566820055	76.17303725094061	0
38.7813	3.47482659584446	229.10549815572398	0
30.7259	3.7157685473917765	166.64451429764617	0
98.0312	5.419688627974705	185.703187222211	0
61.7761	3.8182036503871823	376.0856861053836	0
14.3337	5.995015840836465	178.71669215574548	0
40.9799	4.230858133109641	107.30408961171959	0
12.0479	4.434583665643484	327.5404917780991	0
10.407	3.5915287905304334	129.66396262595055	0
15.4852	3.575031366200193	229.66632127882835	0
32.305	2.0286303956383533	240.63063618093173	0
27.9927	2.854102870634157	101.93142926430895	0
23.9354	2.0160938992539337	144.6565753679811	0
19.7531	3.4819552362365473	84.40026044847848	0
27.7534	3.2204413246824606	292.7014668322146	0
40.2371	4.183295503700879	177.37208678754106	0
12.3171	3.358463994298584	105.52148787451019	0
24.5372	3.6329900856992436	110.32345228636756	0
18.5826	3.7446331023321906	77.55813888175847	0
28.4406	0.5372556582121776	106.22546489864668	0
48.8152	1.3571800175871849	337.0892035731668	0
24.8165	2.05720853971985	329.6188897079794	0
23.6149	4.073310183889496	135.9418743876599	0
22.4987	3.667460532742916	116.34955290684141	0
48.9504	3.7121798675527566	165.62220325400187	0
74.8699	1.924080864958019	422.1911730173785	0
24.884	3.349464454231061	190.6841247006208	0
15.7586	3.59406474415707	124.61394986187702	0
21.7662	2.276042481334479	199.34883061203755	0
18.2099	3.7567472687122505	80.25405177777631	0
14.7466	3.635261272410691	90.89566990772552	0
27.9122	3.8093659907942556	149.6026094739617	0
73.3891	1.1256656775410716	192.36385053361766	0
70.9557	4.754314222112441	505.01604118562295	0
58.7193	3.954508161101773	217.7633405659729	0
16.1629	2.2182081272393113	225.38105668781728	0
36.3268	1.5497766796235293	318.28649778537573	0
30.7315	2.534734670259591	114.25102742802775	0
62.4487	1.8953024076346556	161.4691994663598	0
27.4555	3.9339839106292978	176.96010509439665	0
16.8216	3.8112222883171265	168.05524842469697	0
20.1036	0.6567413235975316	276.4391838782243	0
19.2664	3.7548167996834416	150.17002547336133	0
11.6062	3.675089831035328	90.11860397757168	0
43.7776	4.460650030792167	127.98641482764137	0
17.6456	3.8043084478359535	102.72137256444931	0
254.672	0.4020048305955851	369.5991687287049	0
41.0361	1.9597583459436316	219.71347391692754	0
12.2173	4.121949133206765	113.98840248272674	0
37.7366	6.007446951908938	479.86214783438083	0
26.9081	4.381361787871957	124.67255779546525	0
28.9837	4.687861629614579	185.44754964938792	0
12.1637	3.5632543670822403	264.7681395838185	0
16.7045	4.261210165043291	102.46194534144615	0
12.1379	4.1184169353838085	176.18039460256753	0
46.5695	3.71150787200957	261.92674209408256	0
53.3951	2.7711253874531785	189.44737543113177	0
14.161	3.6201841558231758	166.53674144203728	0
66.3808	3.925204988779694	364.9139631902018	0
32.6145	1.342224157530538	209.01397500764298	0
12.7841	3.774433307211448	177.25122884437314	0
26.4412	4.4336323030280935	73.11733569333472	0
19.5522	2.456277590955408	145.16552586823636	0
18.6782	4.372715002752866	163.46844971259014	0
25.8495	2.914462802719225	153.32981336994968	0
13.5721	2.6506886898096136	164.56849667119124	0
21.3488	4.533785027663756	137.14979218839525	0
96.7076	0.46829723556305564	180.877606882223	0
