isophoton_pT	deltaR_jet12	inv_mass	jet1_Eta	jet2_Eta	isophoton_Phi	jet2_Phi	label
11.7953	3.106902300718354	67.2405002350501	-1.27027	-1.01689	0.0197604	0.557593	0
37.5746	3.4978842406517683	231.71147279468553	-1.76856	0.63467	2.96896	1.89451	0
19.7164	2.146991750007438	81.22720590239453	1.22967	1.36232	2.43203	1.05313	0
12.976	3.8283444454489723	238.01058981816337	-1.34787	1.19832	2.99201	-1.0469	0
20.6429	3.1210573233553056	90.74219133477823	-0.489381	-0.57041	-0.975124	1.78161	0
35.2674	2.8877145347142608	100.35624475730198	0.768057	-0.416819	2.07901	-2.92499	0
16.9058	2.474899701578304	147.75432538871914	1.19817	0.148561	-0.0869718	2.82093	0
19.2137	3.095761038737325	167.03346016299403	-0.151008	-1.536	-3.1109	-1.31735	0
35.2023	3.2182866514816677	107.10479943571346	-1.02472	0.333689	-2.89807	-2.95464	0
35.2773	2.3839194261990064	107.14299465270703	1.53163	1.44929	-2.73525	2.84938	0
17.5294	2.3669124417776843	90.65631322659166	0.991979	-0.25646	-2.49727	0.951439	0
114.742	0.5291496270517442	359.936535292126	1.16061	0.652457	-0.251635	2.99255	0
36.8146	1.8307044685953426	149.20495859164703	1.26674	0.883799	0.465773	-1.81551	0
68.9644	3.4438379245596384	384.11817502094016	1.4056	-1.02312	0.231966	-1.33111	0
19.1327	2.938271357687884	124.91859418632237	0.805964	0.620749	1.34959	0.710268	0
66.7149	2.4352112053932817	216.93778086730404	-1.09204	-0.680517	3.1332	-1.85502	0
18.5371	2.5540935613936426	108.28005197855929	1.26055	0.272348	0.404168	2.39647	0
56.7295	1.0331250840706558	109.51089650742485	2.26668	2.45069	2.52563	-0.325854	0
12.7481	2.9180675497045296	110.42122542816837	1.9252	2.12961	-0.44519	0.338696	0
64.1206	3.5605482327901417	264.97563270251027	1.82135	-0.557455	-1.6532	-0.93854	0
92.1108	0.6330622587621221	297.2050352510669	0.216185	0.849148	0.204697	-2.79888	0
17.2491	3.378925066589253	81.08452777513227	-1.97694	-0.638966	-1.54065	2.5057	0
54.089	2.3154938999602224	174.22536131304187	0.690622	2.48913	2.96705	0.148123	0
77.2088	3.0274089824706536	280.6823607931627	-0.843832	0.67933	2.2085	1.37922	0
96.3501	0.5684933913327401	212.7102089473141	1.24434	0.681725	2.41209	-1.03055	0
95.3891	0.6425280844546797	176.06848547683794	-0.181012	-0.25506	-2.70609	0.244129	0
10.6666	2.931109822134696	77.91003052818938	0.0967377	0.494102	0.88212	-0.13706	0
12.2637	2.901960459463395	63.24829477811555	-0.854481	-0.852848	0.953119	1.64248	0
14.1683	2.5722152093254174	78.51557737838773	-1.60891	-0.936449	-1.80971	-1.94191	0
14.5331	3.035127624402144	127.93613885422913	-0.268918	0.331335	2.37608	1.42577	0
31.3462	2.7954979753724465	123.95319957079126	1.09433	-0.0713293	0.66963	2.22771	0
48.7767	2.3190500949778987	106.95976343081675	-0.905236	-1.20202	-1.71109	2.86363	0
25.1065	3.1443558784388577	183.89395718358986	-0.607039	-0.247286	0.55749	0.989758	0
97.8392	0.5811706742859623	190.93825332765846	0.110401	-0.408196	2.3047	-1.1907	0
32.0895	2.2197016781189314	121.21120844575357	-1.5054	-1.0088	-3.01069	-0.716098	0
27.4569	1.7294966302713632	76.49734523356742	-0.452222	-0.624228	-1.66211	2.36646	0
44.2345	3.6533529233038484	164.45087311027694	-2.38486	-0.33576	-1.18443	-1.30921	0
10.6842	2.950368569813103	79.76126700881261	1.56261	0.344836	-2.19807	-3.09161	0
25.2865	3.1918227785124977	102.15009918349911	-0.861449	-2.09014	0.267223	-0.0949668	0
12.0398	3.3911844343623634	266.4471483342361	-0.322015	2.06048	1.21694	2.41378	0
11.7931	3.0728663681378543	93.22501740613984	-2.0552	-1.18856	-0.0887134	2.13166	0
30.3976	4.921053438932055	351.60189658622437	2.37242	-1.59572	2.79289	2.10854	0
10.5852	3.368336395844354	115.54908097311214	-0.723685	-2.39466	1.89996	3.12889	0
11.4577	2.747572503668647	130.715948233115	1.7237	1.02597	3.00663	-2.18287	0
21.9464	2.8025751131593246	115.93687198030273	-1.01631	1.00876	0.484818	-3.07327	0
11.1862	4.116224920883697	143.61878996694546	-0.650372	2.19883	1.47684	1.00178	0
59.5703	1.4545827434216319	225.1783477317593	-0.624507	0.515271	1.65848	-0.478946	0
51.448	3.614546772076549	208.58908040106033	2.07901	-1.08599	-2.88909	-0.845453	0
10.866	3.492303011721954	90.1148801518129	-0.219024	1.42859	1.02853	-3.07049	0
12.1726	3.0340504197692053	108.91127635723402	0.0463437	1.93422	-2.37151	-1.28914	0
38.6556	2.56452152596742	131.433883135476	1.80171	0.357413	1.12744	-1.97238	0
13.2196	3.220995546811731	101.1370251936866	1.54472	0.719554	2.15484	-2.17522	0
79.0047	2.4327125357462247	195.05706684900377	-1.51693	0.0517444	0.282671	-1.45209	0
14.9333	2.7793473443434524	147.40282354489824	0.851773	2.04812	-1.27201	1.4088	0
11.9541	3.7197868759671135	141.92390646098605	0.858507	-1.49036	-0.069936	0.742157	0
37.5833	2.3077003734854746	98.83403781961962	1.77828	0.527096	-1.68767	2.5002	0
80.1495	0.8745833172879758	232.47115821734323	0.817189	-0.0497048	2.03995	-1.58215	0
38.3545	2.509164553193969	126.81832537669783	0.0387837	-0.892651	0.682864	-0.590491	0
51.6241	2.309403949589182	106.35876855025914	1.4526	1.4915	-0.118228	-0.866309	0
79.3929	1.9191552619746535	257.12390931727833	2.16834	0.453617	-2.41972	0.239054	0
80.3748	2.931499916980591	283.9624863239157	-0.333715	0.388381	2.86513	-2.93867	0
48.8678	2.938766772389398	222.25302444954926	-1.00796	-2.18709	3.0751	-1.379	0
14.4679	3.2546136516791053	131.70246000243085	-0.133034	1.69743	-3.02347	-0.8097	0
28.6658	3.4439182147265055	183.8756700434995	-0.911674	1.47904	1.70391	-2.02462	0
47.6245	2.9862314080258416	310.06717854927683	-0.097078	0.323248	-1.77874	0.164118	0
80.7883	2.588787532476205	236.10102306510666	-0.401296	-1.72988	1.36071	2.77176	0
64.2283	2.5051784044774137	183.44333923066682	0.414326	1.67077	-2.32936	2.63874	0
33.2178	3.713553893197641	148.8399626242482	-0.517494	1.98847	-0.592383	0.638073	0
43.8937	2.8471897472376386	113.75870691460196	-2.43602	-2.0616	1.71929	2.76246	0
33.0606	2.9180347781057567	128.92922609531595	0.19473	1.27516	-1.10272	1.00825	0
13.4934	3.4156420631983826	118.78749537997386	-1.07149	0.449731	1.16206	1.57079	0
27.485	2.272725289304451	94.04651006070138	2.41406	0.808222	1.66163	-0.93111	0
108.799	3.0860108491542926	369.8683761713996	0.974737	-2.03612	2.69301	-0.104107	0
26.7254	3.236783423833606	121.42398368377147	-1.76799	0.59094	2.73267	-0.404812	0
86.2934	2.939417621380467	394.29454671904864	-0.815059	1.49182	2.86734	1.1747	0
34.3261	4.401279729511072	205.7955240353395	-1.91188	1.2408	2.16489	2.17803	0
38.8007	3.2728685665875736	206.74955740830868	0.606169	-2.43946	2.08311	-0.140416	0
11.6914	3.4276650513953104	114.77384360597452	2.12078	-0.0740735	1.31867	1.93257	0
19.1638	1.9526874917732238	199.77687333112704	-2.28668	-1.0061	-2.69404	0.00305506	0
14.1533	3.171310971922022	197.09528476293693	0.399378	-2.26037	-1.28012	1.09285	0
13.2021	4.0377915406563964	110.439622838604	-1.3497	1.1967	2.57567	1.48427	0
13.4962	4.148377791702042	203.54592992809512	-1.46387	1.9265	-1.53627	-3.02859	0
50.3753	3.235960699197745	210.61655447838	-1.81562	-0.0537794	1.0177	0.321268	0
15.0787	3.636620198908459	238.01520901555094	-1.02367	1.33726	-2.68253	1.92412	0
105.222	3.19251279982897	365.5832507381869	0.248997	-1.67117	2.96963	2.46603	0
15.8603	2.704887843887247	77.04124555067692	-2.28299	-2.22439	1.5198	-0.249337	0
10.4138	2.579340227653757	158.9568488756461	0.91371	0.396464	1.07106	1.77771	0
53.0389	3.1201732235713138	264.1015957330745	1.54922	-0.196585	-1.93327	-2.91143	0
26.9683	3.089894771693532	120.0089213405732	-1.00876	-1.2737	-1.99539	-1.69657	0
49.0261	1.9542742196225302	165.93152395132	-2.15617	-0.357831	3.06437	0.0618845	0
130.857	0.6616533049503796	271.60354316156895	0.234637	0.403196	-2.84605	-0.0141586	0
13.9926	2.639196674549728	107.2150243396391	-0.808091	-0.210512	-2.32666	-0.906952	0
11.1796	3.2027255641389405	133.36849291811015	0.36138	-0.455408	1.35735	-0.266373	0
21.2816	2.9919398605348	186.66744053240888	1.17202	-0.882624	-0.299671	-3.05809	0
38.9646	3.4401342742685252	167.43525036060953	0.233544	2.13385	0.451906	0.479055	0
32.496	3.1968887696283708	161.32585486352613	-0.268246	0.46033	-1.61629	-1.43707	0
21.9858	2.6999542119852697	95.14191117051534	-0.149674	0.167125	-3.1233	-2.51992	0
16.0715	2.3228703141210874	112.43738330935278	2.25094	1.14228	1.23501	-0.910515	0
30.0875	2.3325388578548214	88.25275338125256	1.95001	2.37157	-0.786992	0.871447	0
15.9377	3.9734005256861296	142.74420869631595	-0.537271	1.91178	-1.0998	-2.67466	0
12.0905	3.2917138358735	112.89418800165747	1.25206	-0.994707	-0.00652622	2.51028	0
13.5778	2.2364466168178483	111.58887065865615	-1.10204	-1.44254	1.95152	-0.837316	0
36.7226	2.743241933893728	199.42312880762123	0.954647	1.74656	1.80655	-0.111128	0
30.0148	2.7709272442732953	275.7479746132453	0.233814	0.993634	-3.13477	-2.46081	0
60.2231	2.2329915366335356	187.28554281754103	0.934868	-0.167138	-1.80775	0.134659	0
22.5762	3.1145157989992605	188.92246822882024	0.540945	-0.197409	-2.33118	-2.57437	0
39.2849	3.378156759750819	170.18496718136387	0.359404	-1.50404	-0.909977	-2.02399	0
12.83	2.193200703175201	106.79482140781687	-0.755516	-1.81929	-1.23637	1.90963	0
27.5027	2.704302478985847	108.52497329678644	-0.319853	-2.41596	-0.688555	3.01536	0
15.3195	3.1344491071243534	76.84021673665713	0.204888	0.4754	2.87831	0.589051	0
54.5136	1.3391963309108192	152.4737806387518	-0.198668	0.463757	1.04978	-2.92456	0
53.8973	3.4454333964726414	260.2722622960426	1.09577	-1.47309	-2.38774	0.515833	0
41.2157	2.717726178058036	217.03938725521107	-1.21215	-2.16673	-1.69404	-2.05869	0
11.9961	4.20571697679524	358.86402234372656	-2.00974	1.23551	2.2056	2.69423	0
15.8412	2.9799771559108534	235.9725723399156	-0.884189	-0.0777201	1.78319	1.14221	0
28.7756	2.2483151437592106	105.64785975393207	-1.39612	-0.941484	1.53523	-2.03823	0
31.0801	2.919706911507386	163.4073424116248	-0.826342	0.91781	2.30292	-1.01468	0
19.1223	4.032451102167266	124.11714522168602	2.10555	-0.806123	-2.93007	2.93481	0
52.1668	1.8388522389632072	164.0928785682974	-0.765726	-0.73832	-2.33741	2.74855	0
56.4039	2.9717404665645013	511.7041927142872	-0.361449	1.97706	1.7795	-1.93474	0
27.6852	2.9761583462507857	158.27800599747633	1.16205	2.23053	-1.14551	-2.05189	0
11.2244	3.1875962083011706	121.32710645368618	0.585465	-0.417105	2.18863	-2.71528	0
45.3598	3.159706924140434	126.69365476890705	0.440594	-0.251625	-1.31309	-1.94338	0
55.3514	1.6090539908845227	122.05454653739162	-0.271537	-1.03877	-1.71389	-0.0748579	0
12.1749	2.9271227136259594	133.69053570332426	-1.09205	-1.21885	-2.47761	-1.93176	0
15.3318	3.199677353811943	199.25770117928565	1.11131	-0.744726	0.984114	0.110381	0
44.2624	3.2988847009436384	261.8297396408076	-1.47068	0.970686	1.79561	0.448422	0
22.5251	2.9866201062445152	98.89650670172941	1.38242	0.114452	2.15879	-1.6007	0
16.4479	4.160037620634506	225.00019026687934	-1.34637	1.85715	-0.85481	1.38105	0
14.2929	3.229742710893392	101.15484070971388	-2.31148	-0.949493	-2.35498	-1.71174	0
14.879	4.649154287107986	211.59653311822552	2.38465	-1.18315	1.14541	1.20181	0
15.8032	2.963953121284647	81.58655871161561	0.946153	0.253891	-3.00686	-1.94403	0
15.0524	2.741401603627461	91.39217279863249	0.0391742	0.568999	0.805075	-1.03866	0
12.9977	3.113770195394805	96.14470695351979	0.623508	-0.744669	-2.65441	-1.97017	0
62.5642	3.5077290957621003	195.68816364493685	-1.37802	0.591414	1.83637	1.28885	0
31.7152	2.8114564433162554	170.52434620012917	0.852366	2.21591	-0.286649	2.55458	0
15.2603	3.1943408740145434	124.11456133755594	1.64215	2.24702	-2.02673	1.39931	0
35.7709	0.6283047909446497	110.02741530932185	0.151092	-0.475176	-1.1725	2.0254	0
105.436	2.977941979958643	322.44066014601816	-1.90378	1.07388	-0.215769	2.752	0
37.543	2.1424386129616413	119.14584955396053	-0.612668	0.784885	1.82057	-1.40058	0
10.3736	3.1226982946323845	113.1731016859881	-0.636986	0.767094	2.69033	-2.30249	0
77.1672	0.4250973274216151	225.2086332323874	1.3652	0.970809	-0.537744	2.73872	0
22.6033	2.7114805875795023	97.38205724156438	1.00068	0.979175	0.0334959	-1.53391	0
17.8935	2.7123885857310337	92.86146462097987	1.67857	1.38678	1.70375	0.183848	0
16.572	3.9263126079765986	159.14364367106873	0.861956	-2.02851	2.59633	-1.00556	0
23.2664	2.317215904911107	111.2360275818353	1.84476	0.606618	-2.11467	-0.295667	0
25.6036	2.869925214681386	119.87540538229264	1.11783	0.237988	2.15143	-1.02568	0
12.7513	3.7002246006483577	179.70405212760784	-1.48437	1.17168	0.275998	0.981316	0
48.5664	2.92541941334999	164.2037753892678	1.33048	-0.713009	0.197168	0.986012	0
15.37	2.652002967238908	107.90702873954216	2.28847	0.918593	-0.221557	2.03463	0
14.6573	3.1464487382426616	111.68509880035667	0.879513	-0.803255	-2.12683	2.59949	0
21.2726	4.788035989834426	270.8760056899243	-1.92517	2.04715	-2.12722	-2.90275	0
84.7175	2.2492519092047223	344.80915702229896	-2.13778	0.0941197	-1.59678	1.01926	0
24.441	2.818999813637809	131.28366185667886	-0.107877	-1.31831	-2.88421	0.356519	0
17.3564	2.9951487643565113	106.13453875785204	-0.12313	-0.10474	1.89865	2.50735	0
47.049	3.6236185012085644	272.5222192135074	-1.0944	1.58905	0.609981	-2.5507	0
14.1638	2.57508399924117	104.22365805932247	-0.0439245	0.0212021	0.29469	-0.992005	0
82.2761	3.2838631553061837	248.00364558620817	-2.46279	-0.232156	0.931826	2.46681	0
32.1725	0.4933003437785139	112.40339570221123	0.209517	0.368803	3.11853	-0.244331	0
18.1115	3.638208906450543	190.44837426242736	-1.99082	0.24775	-2.65616	-3.07017	0
37.929	3.0831655885839155	329.71493986404374	-0.904172	-0.976034	0.038294	0.313268	0
33.4167	2.0748652867124555	111.94178288292167	-1.00075	-0.0425494	3.13893	-0.913037	0
56.3084	3.9040910489464764	225.80228926925764	1.78054	-1.29874	-2.79173	-0.777402	0
81.3152	0.7230501915282228	200.2819360123229	-1.09182	-0.597657	-0.676663	3.00234	0
50.218	3.3298043807883984	150.69187859301843	1.61923	-0.196886	-1.43658	1.43055	0
45.691	3.1133186950304967	165.94685434889567	-1.33894	-0.0459952	1.0984	2.21585	0
26.9441	3.0564856822374025	105.45110553815738	1.05881	1.07933	-2.17032	-3.01135	0
26.7712	3.653454892325893	168.1582593309749	-2.10414	0.593232	-2.86989	0.749976	0
12.5541	3.3905783508114813	101.351799963797	0.124781	1.46994	1.0699	-1.61483	0
14.1608	2.7216229487429002	150.4016710618768	-0.162208	-2.40914	-1.28938	1.28211	0
12.8178	3.3202826298916728	165.67175047720454	-1.60224	-0.456588	-0.338006	3.06172	0
