isophoton_pT	deltaR_jet12	inv_mass	jet1_Eta	jet2_Eta	isophoton_Phi	jet2_Phi	label
19.3343	2.504011374912063	121.81542446524412	-1.25122	-2.1286	-1.63522	0.596223	0
22.376	2.9738063354500195	92.35731596727028	-0.822849	0.418593	1.11069	-1.10364	0
18.2152	3.3640883447908907	201.24751682144154	-0.884023	0.688415	-2.85282	-1.02126	0
18.5376	2.9680660888297314	207.66174113395115	1.02738	0.3635	-0.421879	2.89578	0
15.9231	2.0719678273454174	63.53948295516341	0.0392514	0.0972471	-1.8854	-2.82677	0
19.0422	2.9163472968481106	75.9942973162296	0.409978	0.845292	-0.611582	-1.4951	0
56.9776	2.8556586241248314	182.7487979819468	-1.0863	-0.299174	-0.626795	1.52836	0
40.3833	2.0652619517591466	136.28354597638472	2.08392	1.96401	-2.0546	2.16417	0
13.4024	3.176575957399947	79.19720947195792	0.72424	0.00458882	0.305349	-0.587564	0
16.3464	4.251254883781022	530.3164406765356	2.16649	-0.781337	-1.21814	-2.96243	0
21.9453	3.773474334946509	210.81738693064452	0.83326	-1.39661	-2.51573	-1.33055	0
24.8365	3.0977246885935967	135.90680247577743	-0.577538	-2.12824	-2.0649	-2.49934	0
40.0242	3.749781505323992	262.05083241331255	-0.682453	2.21226	0.506068	-0.839006	0
18.6151	3.118608944889262	118.57060696183311	-1.62986	-0.446848	2.49243	-0.748259	0
16.2868	3.70293973144865	113.49407624258588	0.577896	-1.93835	-2.00222	0.512945	0
25.3406	1.3578336931487598	74.0847906665356	-0.840721	-0.612524	-2.17137	0.622898	0
57.5469	2.7283988178869687	152.93978719598658	1.58993	1.17821	0.876737	-1.56195	0
44.7999	2.8384717586012727	134.60116233996644	-0.235423	-0.680602	-2.63293	2.24227	0
13.2646	3.659790871876971	155.3283405561522	0.412125	2.41041	1.65391	0.145893	0
13.7576	2.91048112680677	127.05392203758372	-0.770705	0.318795	-2.72063	-2.87363	0
20.4807	2.5001312840578995	98.56251622092759	-0.248826	-1.90436	1.79541	-2.65372	0
25.2901	3.32188331431253	194.23739006612502	-0.520212	-1.70604	1.9843	2.405	0
30.2004	2.6438587017773854	116.62932581737536	0.295554	0.620046	3.07912	-1.30812	0
134.311	3.8395013399682063	643.9077884973954	0.637416	-1.94142	2.76207	3.05074	0
22.5101	4.048823169584095	239.17835115965988	2.47191	-0.61991	-0.620445	0.247981	0
35.5463	2.9574554680001524	166.44731722324252	2.20725	0.10079	1.61083	-0.246068	0
20.2055	3.608999774831802	116.73956317682963	1.1325	-1.0283	-3.02263	-2.1968	0
12.8546	3.159040102061061	328.04391676607344	0.0759389	-0.639003	1.61305	1.00974	0
11.2426	3.01811120610595	162.2691867915279	-0.196623	0.51226	1.61363	2.43941	0
36.1596	0.5624825278381458	146.20725346294688	-0.275427	0.00477448	-2.32065	0.213569	0
18.7096	3.185477918394262	363.6917436339406	-0.879569	0.186289	-1.39009	-0.0435288	0
20.3796	2.9180222091103074	143.45846796741696	-0.499295	0.96175	2.75639	0.113534	0
23.8467	2.979604903519257	136.68941026619288	-1.10116	0.71863	1.69453	-2.65739	0
46.1729	2.5086891457938747	95.6800940418058	-0.263977	-0.818745	-2.23924	-1.4037	0
22.6247	3.005920410090061	139.3958401204283	0.631567	0.835627	0.401542	0.737906	0
10.5716	2.9955783793114965	148.09451615761975	1.32859	0.87196	3.01412	2.89556	0
17.1947	3.6384437030172667	185.80499590353725	-1.88116	0.898339	1.1623	-2.82246	0
45.6966	2.7112090431043194	151.18833736913007	1.46431	0.629897	0.85864	0.0902742	0
17.6602	3.142926182541608	142.8363825823267	-1.20617	-1.01732	1.48656	-0.687908	0
18.195	3.1633304089249044	165.6155654328527	-1.51773	0.759443	-2.91661	-1.01263	0
16.3926	3.1849432765160826	96.22920273149934	1.2524	2.27302	-2.2531	-2.58668	0
15.0173	2.74589710204344	82.37180403580544	2.4997	2.37801	1.32642	-0.975236	0
22.9911	2.1761774266359812	129.42074690311048	0.1013	1.05471	-0.00552148	-2.9097	0
15.0105	2.888145756945103	196.55136097326803	1.19457	-0.474198	2.26098	-2.04868	0
23.8733	3.1944466701327525	182.70909936934694	-0.0823581	1.1386	2.72283	0.551419	0
64.0699	2.471461494271608	196.42950724284657	-1.15351	0.990471	2.8212	-1.16187	0
36.74	1.3529435705157846	103.20718584172272	-1.0654	-1.12409	-1.83872	1.68156	0
25.5886	3.164190659812958	150.28418099998382	-0.606733	-1.68922	0.592492	-3.05732	0
47.3387	3.729777909382273	276.83853021651794	1.13524	-2.33943	2.92354	1.16771	0
11.1662	3.635880309841896	137.21363309248068	-0.172216	1.85117	1.83247	0.41415	0
16.9189	2.7961613909676815	91.92259007124638	0.938228	2.22476	0.28925	-0.862425	0
15.1838	4.725695628169465	244.60628373637994	1.83437	-1.79089	3.07458	1.83852	0
20.6566	2.9665638699559946	266.6957519359999	-0.520732	-0.565391	0.955797	-2.89383	0
51.0946	1.8560411812052258	149.8102539061785	1.02882	1.66572	3.03038	0.0256937	0
13.439	2.9987318250560593	114.05133850569882	-0.289513	0.412155	-2.55044	-2.04558	0
20.2496	2.687446356708539	131.61269735854333	0.381399	0.89673	-3.08016	-1.95157	0
19.0675	2.7490151384979113	91.95383064358974	1.31324	0.826613	-0.187067	0.0704887	0
31.1748	3.1398199483835953	147.96863946495557	0.806412	-0.845877	2.16178	2.673	0
17.9686	2.3620710653079424	112.62179687615979	-0.1348	0.575914	1.81777	-0.864783	0
52.0278	2.8138574023324283	194.80271729648922	0.682495	-0.919674	-1.67485	-0.52175	0
11.2616	3.2997411997003643	98.67946409656619	-1.57425	-0.18382	0.222663	-1.92211	0
35.2437	2.818182901268263	162.28195243594377	0.995122	0.520889	0.913275	-1.83461	0
30.4837	3.418249309469821	168.07289712166443	0.400234	-1.25726	-0.322924	-1.13804	0
20.6224	2.8135143152271325	111.48242562930757	0.486598	1.19095	1.60997	0.138592	0
77.9797	3.1204425950550667	335.68397219223914	-0.352925	-1.27871	-2.59337	-2.73186	0
56.766	2.9573457541055306	359.0062850264184	0.71395	1.15232	-0.982495	1.1227	0
17.025	2.5794578712677203	91.81644969961266	0.603724	-0.504918	2.8594	-1.86466	0
15.004	3.1302457100741914	77.34443307355598	-0.091264	-0.718207	-1.06042	0.00445069	0
59.3017	3.3909909392993725	286.8140126729059	-1.30682	0.0130415	0.857153	-2.01101	0
12.2078	3.1100663043615326	70.30416538536463	1.11509	0.887844	2.54427	2.95269	0
13.6364	3.235364709028249	118.93276877920567	1.01691	-0.73188	0.488271	2.93141	0
22.3782	3.995602581769113	155.3313789066923	-2.35393	0.620066	1.73745	-2.43358	0
64.8012	2.6695036519971276	357.6848658018698	1.04266	0.652575	3.02431	-2.19532	0
30.7467	2.848275997944019	115.82444926335674	-0.605592	-1.1875	1.74916	1.00513	0
13.709	3.320517768345525	107.74428577293646	-1.06069	0.669668	-1.24731	1.06952	0
10.151	3.5953646184752945	118.64344140139227	1.54193	-1.37976	1.69785	0.305188	0
23.5159	1.9685019076701447	80.78240010087539	0.354186	-1.17614	0.730629	-2.02105	0
31.3284	3.457240087636524	281.3966702729634	-0.774249	0.89362	-2.23213	-1.34106	0
21.0229	2.9166345245451994	114.07110408921447	1.74128	0.375893	-2.63682	-1.43451	0
11.1383	3.0336745494986475	63.0865993085839	-0.252172	0.0886713	-2.56179	0.128029	0
37.2568	2.212271929050541	114.3380989570401	-1.95657	-0.313953	1.84506	-1.80611	0
17.0895	3.5364533183149085	188.19694342685324	0.844941	-1.01129	-0.501025	-2.5165	0
17.8677	3.530895225477527	125.65862547748324	-1.49307	1.29555	2.51434	-1.31432	0
37.051	1.4601196285609612	143.1662244564964	1.00026	0.190657	0.255764	-2.44716	0
78.7366	2.4621952538589724	220.40778901188216	0.855868	-0.372069	1.07755	-1.11309	0
65.8797	2.0634704634061616	264.6474241909411	-0.0370208	-0.996265	-2.24635	-0.548314	0
13.7667	2.8879370142574428	70.64656777529105	1.65185	1.33757	-0.777175	-2.02943	0
11.159	2.6714424364047225	87.86482221671423	0.470548	0.813016	-2.52477	-1.23856	0
39.4606	1.3239975725205277	117.55711097883562	-2.22677	-1.76857	2.58979	-1.19054	0
22.944	2.9514338887816884	130.52521633019592	1.40679	2.35817	-1.19367	-0.380863	0
32.7753	3.0094605354576425	164.144483231603	-0.956001	1.19885	2.28649	-2.48803	0
33.0878	2.1469669427634215	148.93436043492449	0.564026	-1.02351	-0.880039	-2.39072	0
40.515	1.7148956242526832	120.52493968298046	0.903587	-0.555372	1.55101	-1.95826	0
48.9716	2.8837452773565144	286.2960828386242	0.529496	-2.33723	-0.667472	1.77181	0
20.9322	3.0184979579310633	87.00340727523262	-2.00107	-0.933073	1.57685	0.562375	0
48.5393	2.9877156461307406	236.82304585822254	0.151419	0.706674	-0.0199261	-0.646589	0
35.8556	2.2757442009099287	170.6994432061896	-1.86823	-1.01585	-0.485251	-1.60281	0
71.9727	2.3228096463767756	187.45918338184342	1.24543	2.39104	1.96101	-0.100561	0
41.3552	1.9077002411083877	178.94522214332912	-0.416905	-1.35956	1.68355	-3.00613	0
54.9424	0.6510285826369223	134.290663866452	0.736639	0.0916458	-3.02402	0.228179	0
22.5288	3.3109665266528414	439.53801478385907	-0.702294	-2.2018	1.42316	2.0433	0
21.2344	3.0407637411775594	171.74408636485865	-0.596922	-2.03899	2.48839	-2.60874	0
32.8863	2.587157540918025	192.75513846792026	-1.24982	1.2479	-2.47214	1.24528	0
34.6231	2.167983963823808	170.6456077948278	-1.14202	0.0561038	0.522758	2.65651	0
13.3139	3.269439775473009	104.0897190639417	-0.564773	0.641276	3.13607	2.1956	0
11.2339	3.059780602211374	133.66529061070864	-0.67015	-0.281287	-1.82517	-1.06551	0
48.073	2.216064668827153	140.14002165734948	-0.954108	-2.26689	-2.17729	1.98071	0
30.6685	2.9106690521936724	292.30997804438687	0.747391	0.169554	-1.67117	1.10869	0
82.2589	0.8267619726837948	179.73220398441796	0.818846	1.15317	-0.292089	2.27027	0
17.8563	2.6669268730460027	119.19817413244459	2.06698	2.06987	-1.90097	1.37947	0
159.071	1.6473100831756116	430.09020992938224	-0.0920642	-0.524899	2.95689	0.626132	0
19.0036	3.2707327951445375	138.7504106222288	1.06596	-0.370743	0.0936453	3.11011	0
43.0095	2.1890658411523396	195.55047001509763	1.044	-1.06325	0.206854	2.28797	0
49.1355	2.797847574438064	288.98700244031335	1.04393	2.1878	2.17315	0.0497536	0
24.8066	2.874938374944583	127.52422213842904	0.46436	1.75704	-1.66103	0.338063	0
49.9068	2.9275089940475905	135.66943575500122	0.969562	-0.938729	-0.60618	2.68832	0
19.5671	2.332671597715375	66.8252936099124	-0.322177	0.615645	-1.80256	-1.14085	0
39.8831	2.8491986653243973	168.2875356034044	-0.31522	2.18868	0.447494	2.81621	0
19.5236	3.2446500362448956	107.47246356100527	2.17833	-0.309572	-2.27972	1.01983	0
26.7113	3.104844778689294	355.5362056288384	0.302789	1.08497	-0.391945	-1.73498	0
29.2705	1.5372864606630736	107.88246832246247	-1.68003	-0.420263	2.92373	0.337849	0
27.0856	2.905028799551736	119.96536566776265	1.24008	1.15508	-2.08168	-0.977385	0
17.7413	2.3489539262020465	94.03241475891117	0.396514	-0.0394611	-2.45721	-1.25433	0
103.681	0.7943257244342524	190.2081286298969	0.097317	0.65659	2.78016	-0.313331	0
38.5523	0.5516282363476329	80.45162968501073	0.347418	-0.146442	3.09202	-0.963774	0
11.0062	1.4870440729474026	71.25500574888336	-0.890056	-0.611378	2.42029	-0.551015	0
50.7613	3.8528462719610292	228.49760874023252	-1.61335	1.4276	-0.345555	0.639512	0
11.963	2.376314084142919	77.25129815709184	-2.30901	-1.27813	-3.03016	-1.26987	0
13.1036	1.864677097219784	92.00753915062339	-1.68997	0.140194	1.36447	-1.66621	0
116.78	2.7736617048648884	305.0766878197585	0.918158	0.170255	-2.78516	-2.07355	0
53.6953	3.3269415381734495	174.83598347592795	1.72283	0.302728	-2.90917	-3.06053	0
21.2826	3.0010903489347	129.85503432516123	1.52398	-0.533333	2.04932	1.20135	0
11.3264	2.9785450770319972	104.7243751694127	-1.2957	-1.14609	-2.49435	-1.67942	0
12.8704	2.895056590558827	81.42934117435497	-0.202057	-0.861441	0.859668	2.45224	0
11.6711	3.427673810101979	162.79699700532072	-0.542465	1.06404	2.19421	2.88302	0
16.0971	3.2664495272307517	81.9216183410356	0.156318	-0.897207	-0.0376648	0.141549	0
23.8041	2.9430692973025625	139.05993182333293	0.596363	0.29282	-2.61325	-2.13624	0
32.1665	2.3862131377917115	133.5118335193993	0.407223	0.639253	0.676061	1.55294	0
10.2139	3.059928530875092	98.00668289220845	-0.652211	-1.12272	-0.583953	0.230317	0
14.8453	3.815895263025179	139.88391410939147	-0.902577	1.94222	0.37578	-2.84666	0
43.3502	3.006717421483305	165.25933805113706	0.388049	-0.795057	0.760731	2.43987	0
13.7975	2.995835625115924	93.48778430658308	-0.211779	-1.49797	2.47539	2.88687	0
13.1111	3.16642927636891	301.76891788431016	0.549236	-0.0470625	-2.29806	-1.73831	0
35.3476	0.5269441278513312	95.96909238395453	0.332095	0.820461	2.14528	-0.93905	0
13.4815	2.591515472093115	91.3517856089606	0.73242	0.662683	-2.6653	-0.380777	0
21.5789	3.3016037784282886	99.848318312911	-1.57332	-0.309902	1.91262	1.7565	0
58.7405	2.848268505829463	244.26527601806197	1.82618	-1.01899	0.521801	-2.50512	0
14.5558	3.451055443227628	114.74484378671607	1.93251	0.0414948	-2.63558	-1.25235	0
20.7459	3.504176740441327	112.61542370637468	1.86335	-0.307523	-2.67331	-0.217979	0
16.7667	3.2006788889282936	90.38851008328666	1.33238	2.17813	-0.304577	-2.23551	0
16.0474	3.309028452529836	145.71122840606728	1.28693	-0.114144	0.852512	0.553976	0
21.3245	3.4684541247881597	124.05816584433036	-0.124912	-1.782	3.12148	2.89707	0
11.4336	2.8534731609911064	66.05978108644244	-0.245786	0.312902	-0.336447	-2.13594	0
22.3793	3.1118555845638904	139.65283029742733	-0.365918	-0.585407	1.40481	-1.58318	0
20.8732	3.129190724268657	110.85687494400162	1.10828	1.91634	0.531621	0.401457	0
66.0304	0.5981610811980332	122.8841758763003	0.409893	0.704867	2.43086	-0.322522	0
15.9496	3.0013798011081505	154.52604830759702	-0.775254	-0.685584	0.408354	1.63419	0
30.9312	1.4446201359286615	158.72821915727997	-1.69707	-1.54379	0.0391213	2.88046	0
25.4757	3.7383981955583594	196.8209248182469	1.21778	-0.900293	2.56182	-2.83112	0
60.3642	1.8985014834929679	128.30516298819592	2.03538	1.94264	-1.80795	0.351805	0
57.9925	1.975693507968741	199.5555769952822	-0.892758	-2.17558	-0.220358	-2.42595	0
10.3043	3.5621547562052944	109.14618703965935	1.09306	-0.77427	-1.19085	-0.646544	0
21.0478	2.9010159425666724	155.25425520511314	-2.24578	-0.203765	-2.09391	-0.124851	0
12.4552	3.0906149571515695	135.63292001192008	0.636802	1.86689	-2.14392	2.5065	0
18.0685	3.073875899425516	125.67272138721374	1.75997	1.27737	-1.58282	-1.59368	0
14.9286	3.11911449037637	126.26394670926551	1.3167	-0.62917	-1.59116	2.40864	0
10.7175	3.26726377652875	138.57601275990118	-0.0204516	-2.08012	-0.214439	0.990573	0
42.7725	3.42354631770464	215.08826892606587	1.79704	0.157253	1.17767	1.19957	0
12.1023	3.421851138966845	107.42263529219994	0.217527	2.25479	0.938892	1.65976	0
26.978	1.2713064731059147	158.38199562443458	-0.393676	-1.02592	-2.39288	1.52407	0
16.3935	3.1842769451817907	140.18398552941062	0.416368	0.943722	-2.41896	2.88747	0
22.3356	2.7100695781947772	105.09267355295275	1.19887	0.994667	0.597908	1.1073	0
15.6205	3.321289976546293	148.08979272473306	0.543091	-1.03962	0.463625	-0.498505	0
11.9681	3.309841178240953	169.97944905207925	-2.10025	-0.364209	-1.28452	-2.32944	0
26.0162	2.641023603136664	120.67565533184232	1.09886	1.83238	-1.26033	-2.66742	0
13.6371	3.035596079394622	113.18263445028983	1.37609	-0.38477	-3.08537	0.708064	0
15.2831	3.2311524557655895	131.75084220398745	-1.52985	-0.59785	-2.78191	1.26006	0
56.5009	3.120369767784084	387.2920774745792	1.58086	0.252359	1.55667	2.57431	0
29.6972	4.056316441148323	149.40010424226085	0.666016	-2.1743	-0.625275	-2.91324	0
15.1956	2.84866402824774	72.79737661245424	-0.112013	0.417145	1.41762	2.22172	0
43.5526	3.5219002295862	183.84548253808796	-2.34626	-0.627344	3.0394	-0.537615	0
12.1779	2.8503383097521953	85.13511352237924	-1.12847	-1.55245	-0.367013	0.039561	0
10.2629	3.4036912609189454	87.83232862631506	-0.320526	-1.87426	2.65181	1.69842	0
79.5276	1.1514705493920763	180.99751744697357	-0.0516473	0.564115	-1.38927	0.952074	0
17.8476	2.306191220507344	95.19690871805817	-0.425787	1.45686	0.1447	-2.61664	0
70.5235	2.133477019389516	169.9597615369	1.81086	2.03391	1.1922	2.5576	0
37.9171	3.577303023937452	294.22891975789867	-0.18682	2.10963	-2.0766	-2.78519	0
117.21	0.5794049260137508	200.01468083015902	-0.212937	-0.36717	1.63871	-1.1654	0
36.6343	3.063559334398053	270.6305248303976	1.86076	1.56253	-1.65607	-0.0814912	0
36.1512	0.4778406710829458	97.8627719255571	-1.04615	-0.648971	1.35213	-1.70539	0
19.5484	2.8132695306118465	121.74276639775853	-0.341165	2.32428	-2.22945	1.48094	0
12.2292	3.3022306520644493	140.12079585196767	0.90412	-0.591177	-0.115364	-0.110725	0
19.7542	2.5951341104035768	111.7368299787983	-0.159266	-1.13659	-2.09546	0.751084	0
51.9406	2.632002969385863	210.022074047801	-0.57346	1.71199	1.80658	-2.06478	0
68.1779	4.160621443702971	487.9367054265952	1.72858	-1.33158	2.4525	-2.54017	0
27.9598	3.0428162188341243	191.9204566313607	2.46905	0.89415	0.532918	1.38244	0
29.242	2.2388414386025643	130.56799860912324	-1.85699	0.366208	-1.71015	2.02869	0
36.845	2.7389394800263775	193.17921300591476	-1.2186	0.479671	-0.0887758	2.60206	0
33.5385	2.3881045764297593	119.02906584589161	0.648706	1.21342	0.653635	-1.0955	0
11.192	2.6391754738254902	88.8090168067128	-0.602761	-1.35661	0.784202	0.376201	0
20.9962	3.033938237673685	96.00054583421698	1.00238	1.63853	-0.822863	-1.6875	0
11.1611	3.1469168937040584	79.35811962927107	0.248278	-0.377224	-0.991579	-0.106236	0
32.0066	3.0459689099555534	258.00118012307445	0.700954	2.27929	0.566068	1.76254	0
80.4949	2.1875653385633	230.44966197753268	-1.61701	-1.64263	0.749851	2.50823	0
19.7009	2.8842084406852426	72.92414118155592	-0.695662	-1.28284	0.251896	-2.5982	0
15.5745	2.9048521021107936	260.35088167879627	-0.894063	-0.0259309	-1.28179	-1.93762	0
62.4147	2.0114552553216294	155.14563610166428	-1.57443	-1.93633	1.14565	-0.925189	0
62.8979	3.807279376375849	330.4375754657451	1.98424	-1.53743	0.526506	2.79833	0
24.9634	3.17775117377069	142.5303098868764	-1.87149	0.84173	-2.3436	1.8009	0
21.8566	3.8135420773475204	277.684666859876	2.28018	0.0428052	-0.975548	2.76982	0
22.3934	2.9719603309361937	129.45015627078246	1.48937	2.16298	-0.909677	-1.49344	0
21.3387	2.701262048643541	145.4938856204037	-2.02137	-2.1613	-0.115393	-2.32374	0
11.9349	4.487720044142683	164.23435345071871	-1.03763	2.26072	-1.75763	1.79491	0
29.0507	3.2318127146109505	104.2351542141378	-1.95464	-0.613279	-2.58785	1.67884	0
14.1088	2.870324078441256	77.4919845173636	-0.284025	-1.32552	1.80023	1.54039	0
28.3978	3.026885732845146	95.18472440881676	-0.993831	-0.223692	2.72694	-0.977263	0
29.5977	4.429964157783056	232.6672248828863	-1.34551	2.02433	1.25161	1.48252	0
22.8147	3.616951563236695	164.89363660397453	0.861657	-1.06123	-2.8098	-2.27926	0
21.4756	0.6443315019312651	72.40653139296968	0.709871	1.00953	0.414148	2.04077	0
12.7735	3.1721555750058985	74.32665353696152	1.52697	2.07087	2.25076	2.36933	0
17.0391	2.816145237921688	132.89235350496844	0.271117	1.56793	3.01144	1.10877	0
18.5351	2.84483643964886	124.22945784900053	-1.1657	-0.357823	-1.74408	2.98834	0
15.1571	3.0347557946750237	211.2434986361426	-0.820287	-0.854908	-1.1648	-0.190097	0
13.1639	3.570179594448716	100.69208951900393	0.940833	-1.06292	-1.66307	2.34234	0
16.3818	4.23827759745807	215.71404184889104	2.23322	-0.964279	-2.53552	2.15091	0
15.5684	3.1400986023628303	253.15615847051276	0.47146	0.102475	-1.0571	-0.108704	0
13.5353	2.9433470152132086	76.17303725094061	-1.12116	-2.0776	0.405468	1.52504	0
38.7813	3.47482659584446	229.10549815572398	-2.01711	-0.373962	-0.190908	0.323388	0
30.7259	2.813979579034933	166.64451429764617	1.80945	0.929945	0.53548	2.85678	0
98.0312	0.9270350044092186	185.703187222211	1.15322	1.46635	-0.53397	2.13435	0
61.7761	3.120370500348316	376.0856861053836	-1.36174	-0.72368	3.11341	-2.58884	0
14.3337	3.7198596311028997	178.71669215574548	-1.67525	1.77808	1.35243	-1.9875	0
40.9799	2.1345883884087273	107.30408961171959	1.4615	1.9423	-0.829401	-2.60882	0
12.0479	3.5600334388436843	327.5404917780991	2.34724	-0.100314	1.8718	-0.943434	0
10.407	3.591528790530434	129.66396262595055	-1.20962	1.34434	0.708135	0.721077	0
15.4852	3.5341058902641835	229.66632127882835	0.2022	-1.4607	-2.33106	-1.14044	0
32.305	3.9196094286941396	240.63063618093173	-0.474332	2.15794	0.533379	-0.172732	0
27.9927	2.9607231279811503	101.93142926430895	0.826304	-0.0106803	-3.03293	2.71933	0
23.9354	2.016093899253934	144.6565753679811	-1.67993	-1.19593	-1.55919	1.84044	0
19.7531	3.0562050978304782	84.40026044847848	1.12488	0.222922	-1.18504	1.97541	0
27.7534	3.220441324682461	292.7014668322146	-2.37991	-0.354595	-1.32329	1.95413	0
40.2371	2.681331545260188	177.37208678754106	0.646808	1.98918	0.275463	-1.49341	0
12.3171	2.92565351523739	105.52148787451019	1.02302	1.07701	-0.313647	-1.64501	0
24.5372	2.7502686577673545	110.32345228636756	-1.7589	-1.20155	-1.24192	-2.71788	0
18.5826	2.6127790277023046	77.55813888175847	0.338869	0.815268	-3.12138	1.34357	0
28.4406	0.5372556582121775	106.22546489864668	-1.78618	-1.31776	2.94008	-0.603354	0
48.8152	4.009093855788268	337.0892035731668	1.80376	-1.53569	1.34891	0.0724618	0
24.8165	4.3143328663105445	329.6188897079794	-1.62802	1.47052	0.0557105	0.0750256	0
23.6149	3.0294590918794366	135.9418743876599	-1.82021	1.03911	-0.953462	-2.70729	0
22.4987	2.662498186021318	116.34955290684141	-1.84699	-1.46789	-1.08658	0.0432391	0
48.9504	3.2850459856960317	165.62220325400187	0.343578	1.87972	-1.35961	-1.62549	0
74.8699	3.751170452881207	422.1911730173785	1.174	-1.40094	-2.69464	3.0155	0
24.884	2.9578213794108668	190.6841247006208	2.19486	1.91997	-1.75101	-1.24073	0
15.7586	3.175582117373237	124.61394986187702	1.81457	0.557437	2.7603	-2.81915	0
21.7662	4.427125518483378	199.34883061203755	-0.904417	2.43435	1.56448	1.51299	0
18.2099	2.965088333972025	80.25405177777631	0.506443	-0.678261	-1.47724	2.1725	0
14.7466	3.4196489149931195	90.89566990772552	-1.46067	0.142547	-0.529978	1.44848	0
27.9122	3.15406648762213	149.6026094739617	-0.573149	0.91958	2.01945	-1.76883	0
73.3891	1.1256656775410718	192.36385053361766	-0.218078	0.897887	2.38302	-0.35814	0
70.9557	3.9551973417043302	505.01604118562295	-2.319	0.672185	-3.01913	-1.35456	0
58.7193	3.0545516948717695	217.7633405659729	0.647062	2.18415	2.17383	1.46843	0
16.1629	3.9204342514347186	225.38105668781728	-1.18971	1.36227	2.19858	2.45619	0
36.3268	3.9167967340289693	318.28649778537573	1.28872	-1.72562	-2.06637	2.7463	0
30.7315	2.534734670259591	114.25102742802775	-2.17263	-2.35516	-0.857725	-0.440574	0
62.4487	1.2533207577635501	161.4691994663598	0.344548	-0.302531	-1.14803	3.03313	0
27.4555	3.9339839106292978	176.96010509439665	1.85814	-0.945337	0.964911	1.2001	0
16.8216	3.3134177984929702	168.05524842469697	-1.58108	0.093081	-2.98924	-1.92479	0
20.1036	4.37976882992932	276.4391838782243	-1.85222	1.96524	-1.43657	-2.99711	0
19.2664	2.902176574204327	150.17002547336133	0.790037	1.87954	-0.129483	0.772196	0
11.6062	2.626830133816041	90.11860397757168	0.673973	0.913355	2.86112	-1.27641	0
43.7776	2.2327685654838927	127.98641482764137	0.804127	-0.274546	-1.24986	0.583368	0
17.6456	3.391041959090234	102.72137256444931	-0.61421	-2.3636	0.208665	-0.568304	0
254.672	0.5506230972498338	369.5991687287049	1.74065	2.27305	-2.41454	0.845604	0
41.0361	3.301298982390229	219.71347391692754	-0.666941	1.86986	-1.19376	-0.0780624	0
12.2173	2.7536903068433363	113.98840248272674	-1.15498	0.207582	-0.0779839	1.8455	0
37.7366	4.336825301233602	479.86214783438083	2.09644	-1.86436	1.28337	-1.58505	0
26.9081	2.54043573496508	124.67255779546525	-1.75659	0.218163	0.156538	1.58587	0
28.9837	2.6869642143727925	185.44754964938792	-1.5632	0.266938	2.97924	-0.931776	0
12.1637	4.399353485513525	264.7681395838185	-1.53713	2.00484	2.14926	-1.16133	0
16.7045	3.059606690402052	102.46194534144615	0.201027	-1.64286	1.69968	-0.342858	0
12.1379	3.7180578740250936	176.18039460256753	-1.78396	0.552858	2.68528	-0.687096	0
46.5695	3.7115078720095696	261.92674209408256	1.63182	-0.713597	0.831328	0.68254	0
53.3951	3.224712896228071	189.44737543113177	-1.23611	0.107935	-1.5813	-2.01441	0
14.161	3.6201841558231758	166.53674144203728	1.67584	-0.733995	-0.760213	0.0171204	0
66.3808	3.4393486565338462	364.9139631902018	-1.51053	0.404541	0.631188	-0.45666	0
32.6145	4.139017431830893	209.01397500764298	1.63646	-2.26503	1.49429	-1.09282	0
12.7841	3.7744333072114475	177.25122884437314	-0.306015	1.9581	-1.53519	1.75956	0
26.4412	1.8943818804354102	73.11733569333472	0.497866	0.153987	1.72257	-0.229701	0
19.5522	3.953349272360865	145.16552586823636	1.15298	-1.31674	-0.475872	-0.684654	0
18.6782	4.218417168226022	163.46844971259014	-1.72562	1.20305	0.950439	1.917	0
25.8495	2.914462802719225	153.32981336994968	-0.827318	-0.881721	-0.263786	-2.80317	0
13.5721	3.6424230343256396	164.56849667119124	0.455375	2.41489	2.74941	2.64165	0
21.3488	3.6677354960139916	137.14979218839525	2.15007	-0.460419	1.67211	-1.84161	0
96.7076	0.46829723556305564	180.877606882223	0.788252	0.330358	-2.46432	1.41097	0
14.6973	3.4981952387158493	323.44337551808013	-0.467262	1.12081	2.2852	-0.0579232	0
62.0566	2.515703060168076	203.50047779391087	0.507319	-1.64818	0.500811	-2.55887	0
16.8042	2.9151694854024055	91.82014326000045	1.38355	-0.155283	0.943067	1.58484	0
39.3479	2.6945294841320626	147.47639862899533	0.609684	-0.973785	2.26822	0.617124	0
32.7461	3.02313818355182	220.02916759631574	-1.23729	0.499542	2.92224	-2.57963	0
50.1498	1.8802347422952872	133.0394295234097	0.169367	-0.790302	-0.283688	-2.98366	0
13.6581	2.8033214499165098	116.62652029844283	-1.15601	0.873671	0.192475	-2.75978	0
50.3182	1.2449962770612808	167.5707211215014	-0.560475	-1.16385	-0.358505	-2.90295	0
14.5824	3.0601879025758656	160.09699632152723	-0.255422	-0.246642	2.58087	0.15097	0
23.2056	2.529576861453314	83.8478387035938	2.26784	0.82432	0.168551	-0.69836	0
16.0157	3.4135918840989175	257.582289945985	2.26857	0.646489	-1.9292	2.36487	0
25.6955	3.247527194158657	237.92502296523818	1.06468	-2.15324	-2.42002	1.50763	0
