isophoton_pT	deltaR_jet12	inv_mass	jet1_Eta	jet2_Eta	isophoton_Phi	jet2_Phi	label
37.7202	0.6348745447921188	92.13922851943961	-0.877145	-1.3177	0.679449	2.00173	1
23.5123	3.6003057572734014	117.50522119300358	1.47569	-0.478494	-0.135826	-1.6657	1
34.7957	2.205904171406741	102.89913838303943	-1.47958	-0.733559	-0.0637418	-1.66299	1
40.603	2.237454270256527	105.0070170184751	-1.24944	-1.05002	-1.58096	-0.00543959	1
19.739	1.057463716036158	75.7011340223735	-0.575602	-1.2296	-2.20731	0.764807	1
26.418	1.2174543450778759	85.32278729464409	-1.48823	-1.84602	-2.90514	0.078833	1
23.4747	1.910989016762538	118.55629544231847	0.320011	0.454718	-1.33661	-3.11849	1
25.2979	1.4718573395828825	92.40229782912112	-0.417003	-0.196325	-0.890617	1.14859	1
27.2408	1.7141309146328352	89.60925670562992	-2.45128	-2.03871	0.383091	-1.41353	1
37.4293	1.5068692843339133	103.20984958999793	1.26465	1.4425	-2.56565	1.9713	1
23.8838	1.4862920840672602	94.44971404155866	0.927045	-0.176136	1.81927	-2.29188	1
28.7475	2.9626646598933535	128.78188194890615	-1.29525	-1.39482	2.84025	2.09927	1
23.0311	3.5246947059711426	134.4838277441682	1.0908	-1.11577	-2.78831	-2.45964	1
45.2367	1.3848319441745298	117.77557234091456	-1.62167	-0.555268	0.10454	-2.45861	1
28.0548	2.2745960335407953	84.56202390008885	-0.883109	-0.716355	1.56233	-1.23176	1
24.0921	3.113280593568665	94.84821989841193	0.735	0.961021	-1.3269	-1.77282	1
30.872	2.084615006718787	92.33107913957551	-0.00745996	0.25438	0.432069	-1.77901	1
31.6795	1.79597462023795	67.79480153803756	2.29339	0.827803	2.95392	-2.68522	1
29.2434	1.6007784075367832	93.41087782973447	-0.237954	-1.81951	-0.626867	2.88691	1
49.5262	2.835273829839832	90.68204619628733	1.83815	1.04725	-1.33008	0.736146	1
33.8075	1.9282332549372512	95.46603202533719	1.68679	2.0559	1.2468	2.8907	1
20.5314	3.037975950863502	117.94307027591744	-0.702703	-0.844178	-2.35743	-1.17958	1
22.2652	1.8090611694718086	115.02696339132837	0.656627	-1.08707	-0.291131	2.96643	1
46.7121	2.7482699213806145	175.45544325677957	-1.11128	0.529025	-2.45814	2.11468	1
29.5305	1.9002469073423063	107.0007700546122	1.15925	0.330658	-0.958598	1.17073	1
24.4195	1.854874267327303	96.8220302737156	0.230562	-0.727726	-2.72532	-0.190767	1
28.378	1.8700855231996747	87.46346261647017	0.951893	0.874902	-1.93351	3.1314	1
30.9508	1.8590800796124618	87.18149494262873	1.81716	0.522362	0.615348	-2.18206	1
26.4211	2.5621747099073864	99.2401043098862	2.4569	1.1445	-0.436945	0.869617	1
23.0842	1.6000676227271897	99.5531445113662	-0.0145072	-1.35958	-1.19869	1.64448	1
39.7261	2.3247879828296796	107.71579918807639	0.0823427	1.83371	0.945276	-2.7057	1
33.7287	1.697801834132594	101.70967376530321	-1.99298	-0.481808	-1.85512	1.92468	1
32.0882	1.9631618967380144	106.5532761489059	-0.293698	-1.335	-2.13797	2.72333	1
25.14	2.6577618226507806	154.21507139697985	-0.806794	-1.62596	-1.82777	2.25042	1
29.4469	1.6446996216594183	89.64425493286127	2.17188	1.76394	0.795662	3.01737	1
35.808	3.3768877253891594	247.95282895333762	1.01398	-1.962	-0.149112	-2.28391	1
34.7269	1.6844580824968605	94.92554434190998	-0.8515	-1.4331	3.11927	1.25362	1
11.9631	0.5018684264087551	83.6302310368111	0.538509	0.989294	1.40908	-0.592724	1
67.0442	2.6771323221172687	167.17726366198838	1.43219	0.964875	-0.801005	2.83668	1
32.018	1.962440673423021	100.81439436876661	0.673285	0.287957	1.7347	0.136509	1
36.5378	1.1543717587342865	104.23302725357928	1.22657	0.0749273	-1.28811	0.295546	1
37.4145	2.268003997363698	96.94039582746659	0.735707	0.794751	-1.74292	1.19906	1
31.3936	2.3755455106362118	114.34405002519546	1.49578	0.503537	-0.581788	1.46842	1
31.436	4.655304269295181	266.5156151417129	-2.13411	1.6289	0.337378	2.75884	1
34.1814	1.89960424396241	92.2172859422191	0.246044	1.0832	-2.53689	1.52893	1
24.5874	1.7759779496613266	88.66790493578226	-1.33957	-0.815969	-1.21284	1.71637	1
38.4873	2.242840613002181	106.30944842124947	-0.4128	-0.319664	1.39933	-0.450784	1
29.3864	1.7980261513137124	100.14136506126273	1.52614	0.701478	1.73655	-2.46288	1
33.8588	1.8379827038954961	85.36320989518723	0.98624	1.19755	0.601025	2.93705	1
31.7683	1.766851490779994	90.6079338324796	0.468126	-0.393238	-0.221706	-2.22492	1
36.9031	1.5896753308575307	106.38956807956409	0.846193	-0.344328	-2.99221	0.508792	1
30.4835	3.28172410564767	226.31503887932416	1.14185	-0.89064	2.4117	0.623547	1
23.064	1.3048116298148174	87.81039069988873	-1.35326	-1.88223	2.10807	-1.62562	1
16.2042	2.183928296165964	93.6700471610637	1.21531	1.1475	0.385235	-1.43115	1
38.4106	1.6227835204502785	103.2172079531703	-1.12375	-0.233639	2.36199	0.267402	1
24.7734	1.7390250850374442	91.0476966288251	0.170309	-0.3644	-2.17668	1.67512	1
30.3472	2.8998565713356403	130.6956935772943	-1.46995	-1.55215	0.90196	2.80646	1
12.3378	3.1669147160301048	130.34140737511274	0.0931548	1.88555	-1.91312	2.23126	1
37.1388	2.3200821549946515	97.20378594372964	1.44959	1.50019	0.464167	-0.975545	1
28.3215	2.1453885431562276	99.8364105516199	-0.229176	0.311715	1.29741	-0.469335	1
10.8174	3.281365614080973	151.0738477145995	0.318192	-1.32988	-1.34478	2.64954	1
35.0521	1.9155051119680702	92.15865911988415	-0.0856219	-0.503076	-2.20472	-0.275113	1
34.0371	2.00636978512038	103.08137817601539	-1.55344	-1.94085	-1.82137	2.75909	1
36.615	2.295141538466645	123.11931881026473	0.312755	2.06022	-0.950214	-2.76097	1
36.3938	2.5748770718061476	114.1733689278879	0.113328	0.738985	2.31762	-2.28691	1
20.7258	1.2032733188899367	80.17491292047913	2.19316	1.08546	1.00755	-2.97198	1
14.0586	2.9395254068623053	231.57262745754707	-1.11065	-0.909208	-2.84644	2.06253	1
17.7946	2.451414386929305	137.94390336795425	0.531988	1.46011	2.65223	-2.58459	1
32.6398	1.6379765211386548	82.99552357823102	0.261826	0.210091	1.25706	-0.0705807	1
33.4962	1.8623865183277613	92.55923310987131	-0.155296	-0.216881	2.65349	0.652238	1
27.5738	1.487478087014338	86.29077636277239	-1.17873	-1.14588	-1.3618	-3.06034	1
29.0447	1.825828868622899	94.59727969977679	0.458415	0.184962	0.846558	-1.49526	1
29.1832	1.5888786655880933	80.40254924521918	0.862229	1.34481	1.52275	-2.50245	1
28.2742	1.6708527683195191	84.99619464367746	-1.72314	-0.894889	1.92194	-2.5767	1
33.6075	2.2289188317370376	110.13539451479302	1.45151	0.935616	-2.67326	1.80007	1
15.76	1.4910559779230286	89.57361837423562	-1.23693	-1.122	-1.17867	1.05667	1
33.7335	2.234589495972357	98.97062725637336	1.1286	1.62108	0.774595	-1.08374	1
31.0467	1.893690754743234	86.9102118921119	-1.82692	-1.58481	-1.38408	2.88928	1
39.7474	0.5581922884633931	110.49114589288642	-1.99089	-2.02811	-1.20732	2.27614	1
28.5769	1.7966759566023587	95.51610729666227	-0.287039	-0.385007	-1.77526	2.25827	1
37.5028	0.5012607486418622	89.5884640347168	0.631559	0.398832	-1.62703	1.12513	1
42.8562	0.5430659697070614	93.35042728280092	-0.164048	0.135463	0.479458	3.06476	1
23.2159	1.675053819987883	88.43583021191291	1.30285	2.01275	-2.19107	1.35726	1
35.6762	1.9920444559958996	94.40308691128807	-1.66613	-2.05178	2.35015	0.221538	1
37.4001	1.7510223037588644	112.77065247887147	0.605565	0.647084	-1.32038	2.76108	1
32.3135	3.8798863114101594	130.62409980146236	-1.19818	1.32953	-1.7519	-0.899734	1
27.0332	2.02146437219582	91.00695414725789	-0.0884068	0.800473	2.83153	-1.3967	1
42.7481	2.9417253608834733	109.12902256430223	0.909979	0.518676	-2.06178	2.71942	1
35.8592	1.89918292110739	97.82348799204156	1.03692	0.712685	-3.07987	-0.839171	1
22.5939	1.9536662690805606	95.99141884101745	2.34255	1.91254	0.84252	-1.84522	1
23.0208	3.0062605239732636	113.81631378967066	1.87483	1.07085	-3.05473	-1.60202	1
79.8961	3.0287805564240076	380.2476317585158	-0.796359	-1.44038	-0.635146	-0.692477	1
33.0127	1.6911218575992684	92.53210535592426	-0.281819	-0.962736	3.13694	1.13206	1
32.3941	1.8152696884336497	121.51489788048336	-0.598965	-2.05462	2.25202	-0.295729	1
28.3487	2.427652070935666	90.9221621022834	1.38859	0.213868	0.416075	2.06355	1
18.5576	2.3079554041168127	90.40211887943723	0.26525	0.255786	1.79181	-2.72465	1
16.2015	2.8165262636306	124.53109247741251	1.99124	2.23208	-1.51945	-2.54853	1
28.8753	2.794672026891528	127.3443091822794	-0.444832	0.609941	-0.626783	0.540969	1
