isophoton_Eta	isophoton_Phi	jet1_Eta	jet1_Phi	jet2_Eta	jet2_Phi
0.0	0.0	-3.009386803670562e-15	-2.713043992422283	0.02811930757483755	2.042131527272697
0.0	0.0	1.611462186132158e-15	-2.3339984668763174	0.7810915628140445	2.256432987929653
0.0	0.0	-6.117883297888351e-16	-2.0976262974061903	-0.15544091544007946	2.2893118605607334
0.0	0.0	7.468827941717895e-16	-2.2207278270218076	-3.628346240987088	0.7455630176154577
0.0	0.0	-8.826799976438158e-16	-2.865943477203422	-1.7485813993652253	1.274906053556414
0.0	0.0	-8.612052276281599e-16	2.4518799828683013	0.2495375754611416	0.9126078992277981
0.0	0.0	-5.36579168458837e-16	2.0254388995216575	0.006362349599608924	-2.975810274965051
0.0	0.0	-1.6905125662973404e-15	-1.9677110154971942	-2.4072086936369352	1.1590991207675385
0.0	0.0	1.8804809451394682e-15	-2.8352814423208503	-0.5830121638827209	0.30148862399398674
0.0	0.0	1.1044773108907812e-15	2.0540367061729956	-0.10939090883916561	-2.831822618901004
0.0	0.0	-6.429963731782511e-15	2.100018235966197	0.665800032643715	-1.8518960728314715
0.0	0.0	3.6627803999803225e-18	-2.786835244321039	-0.42331151379596965	1.8396771414650503
0.0	0.0	2.666066897966128e-15	2.2721338395147797	-0.3628648439625618	-1.8930417432336313
0.0	0.0	-4.844435675968747e-16	-3.027774481066911	-0.043193444986668154	-2.499432327533631
0.0	0.0	8.718156026135936e-16	-2.6010097515003667	0.09065627902163007	1.6798781657891007
0.0	0.0	2.268845983342868e-16	-1.7212527355493155	2.448250743011972	-2.6469325263032912
0.0	0.0	-8.722044087704745e-17	-1.8348102739596808	-2.7906762559138127	0.1672113990368586
0.0	0.0	1.0641154883021913e-15	-2.2973834742451005	-1.1098628432041937	2.601116992258203
0.0	0.0	-2.1381701030595337e-15	2.58497877373814	-0.33279027811211104	-2.3621177841949508
0.0	0.0	-1.2377460336202286e-14	-2.3933657997391453	0.041246816811584375	2.3897108516928274
0.0	0.0	8.029827971911817e-16	-1.7678574452918987	-2.1377063900596394	2.1797188062608415
0.0	0.0	-7.554069414861034e-17	-1.7077897012281698	-0.1795018693926667	2.605533792608635
0.0	0.0	2.656628641780588e-15	-2.5727749140956737	-0.5049501763844076	2.4443515788425074
0.0	0.0	2.8008025258823024e-14	-2.329915444817043	1.2960563277519368	2.8263295317046873
0.0	0.0	-9.448515121095644e-16	-2.7379917073579683	0.03271439366207358	2.0169852037948424
0.0	0.0	-3.734047749408604e-16	-2.7218912789597236	-2.423365942029459	0.6942990313860973
0.0	0.0	7.647106438362233e-16	-2.149876712642146	0.405415465475149	1.8577170972714248
0.0	0.0	3.046185142157681e-16	-2.547905732951869	-2.0972747137026615	1.2273521256055326
0.0	0.0	1.2609300549085758e-16	-0.6600602259074542	-1.9646650007689157	-2.489215242966883
0.0	0.0	6.495228229994109e-16	-2.5812711064512386	1.1911263885710268	2.827474325076085
0.0	0.0	1.3097656488123626e-17	-2.3027027351043383	-1.6916720485432062	2.0596744381184413
0.0	0.0	1.55442076114918e-14	2.8838892728099697	-0.6365516396106572	-1.0103012202971868
0.0	0.0	-2.1853189137599677e-16	-2.1682383739858953	0.2609831536971406	2.448532599435338
0.0	0.0	4.861493977003904e-16	-1.7624893019618586	0.6956946628936399	2.5017847885112308
0.0	0.0	2.710089326284306e-15	-2.302804585905847	-0.20294971772698092	2.1514125122434296
0.0	0.0	-1.1212072365286902e-15	-2.7022186761002525	-1.3676991412129849	2.4737091578355237
0.0	0.0	-1.0066855513945136e-15	-1.8649334037439518	-0.7074731752625903	2.547152562303831
0.0	0.0	1.5683022756298079e-15	-2.8189697790433588	-0.1967086449790122	2.6058046850303804
0.0	0.0	-3.137549902332162e-16	-2.748536959542112	-2.6014440952510127	0.1925794978278847
0.0	0.0	1.2899279746621242e-15	-2.969904637063116	0.12876831407225936	-1.8784614159146278
0.0	0.0	1.1031778851811237e-15	2.1450141482001754	-1.2460529714802102	-1.80323156679178
0.0	0.0	6.165143494748974e-16	1.9628876497374508	0.1410084186330536	-2.7475514061750705
0.0	0.0	-2.2942277430676144e-16	-2.0672937705190915	-2.6889181806857607	0.9152333879823336
0.0	0.0	3.5627306254308804e-16	-1.7113428252925393	2.803755677060377	-2.2577150826162073
0.0	0.0	7.571484819795877e-16	2.139400002593935	-0.6521581150957382	-2.9114624640058087
0.0	0.0	-5.908032759174343e-16	-2.4810177462585794	1.0068000923177027	1.8721774749790967
0.0	0.0	-1.6980063926222977e-16	-1.7105849549499137	2.2414686996257758	1.4420297989708588
0.0	0.0	-1.6934504132831036e-16	2.8906417160266056	-0.9872378098221384	-0.7295534750939012
0.0	0.0	1.0461115042868529e-16	-2.6669321948397937	-2.421117603491932	2.231643807768469
0.0	0.0	-1.0030108911207048e-15	-2.169679567459905	0.4216446321633631	2.6354261698883343
0.0	0.0	7.057594389339352e-15	1.9328028410490505	-0.5505379794136284	-2.4517333330232227
0.0	0.0	8.997250242298874e-19	2.582996367020011	-1.1314118447682986	-0.775139243533209
0.0	0.0	-1.6103511653771816e-15	-2.552668329384372	-1.5931738322897633	1.7120962977413372
0.0	0.0	1.4801701693030462e-15	-2.5335371341543844	-0.9156761035615583	2.2435465606814433
0.0	0.0	-1.0165276214539162e-16	-1.631246492596805	-0.4300341228025479	2.6912979403725594
0.0	0.0	-4.450647459273077e-16	-3.010946656402268	1.3140202718371938	1.5086096402378004
0.0	0.0	-6.677334808275928e-16	1.9927986495995258	0.5232654201999755	-2.4907741078116543
0.0	0.0	-3.260074115446113e-16	-2.537614322795724	1.0090248606065348	2.943513366856256
0.0	0.0	3.7687916044243745e-16	2.9275871258876123	0.9721760553824639	1.7396417290742772
0.0	0.0	1.4755526536292694e-18	0.9367095542967583	-0.033639804640098234	-1.8276546869539594
0.0	0.0	-6.820223009279148e-16	-2.480645374429086	0.04716352574331	-1.1300468379896778
0.0	0.0	1.2441808322057224e-14	2.7762742541157936	0.0039383309901620915	-1.8483829176277329
0.0	0.0	7.403508346453334e-17	-3.105712406560047	0.05890177347348769	-0.8898518763831866
0.0	0.0	8.459662563538587e-16	1.3148712464114372	0.25581225315067946	-2.3348437336881824
0.0	0.0	-9.959826840231784e-16	2.773008223688641	-1.3510447993528811	0.9723665676061906
0.0	0.0	-1.077503486343093e-15	2.363627470705043	0.4681158370813379	-0.8385105841303604
0.0	0.0	1.6409927542282637e-16	-2.158913764645776	1.3042768803004998	2.3591739671713037
0.0	0.0	1.5731982499124123e-15	2.3603571520903275	-0.5159418219771453	-2.4725171180317242
0.0	0.0	9.399143796020837e-16	2.658583179370108	0.0830996603872858	-2.05459466137229
0.0	0.0	-7.901366655075848e-17	-2.0532827635465702	1.4798004973283778	1.8533204518064665
0.0	0.0	1.6433179085285145e-16	-2.161644273925754	2.883142168448231	-2.4821824778447756
0.0	0.0	3.4388472523146216e-16	-2.8012263176962335	-1.537984245713197	1.7206955518352522
0.0	0.0	9.280895581118164e-16	-2.55857124313398	-1.32259625205316	2.541996860688962
0.0	0.0	4.3466971733173027e-16	-2.9751145820201614	-0.6697362200117429	-0.7938947858711396
0.0	0.0	-9.578631989505763e-16	2.8998577389620186	0.0923912033314237	0.6430582529379525
0.0	0.0	-9.500401972032699e-16	2.998390479673765	-1.1819073947342669	-1.1223498689969444
0.0	0.0	-1.2513489589974135e-16	1.0671353184156747	0.9265762835158966	3.0708483564804743
0.0	0.0	-2.843013932908745e-16	-1.6425350101997829	-0.14066498065200964	-2.6897711449259343
0.0	0.0	4.796519494333603e-16	-1.9484360368380074	-2.3894654883428825	0.6799991163842114
0.0	0.0	2.6743379792027976e-14	2.7237630982900596	0.421772780720048	-1.1688608022530644
0.0	0.0	2.270542376532427e-16	-1.7602295525141027	0.06139821467923848	2.8089560167649195
0.0	0.0	1.9911640723079284e-15	1.6567900889199096	1.4162933809802816	-2.3589515018652762
0.0	0.0	-5.823832133001997e-16	2.5811580954399154	-0.5796166137448946	-2.95884584984279
0.0	0.0	-2.068183787940476e-16	2.487799039973045	-0.5465165298726424	-1.915303294220517
0.0	0.0	8.219783888045337e-18	-1.5485532690075594	1.6471982896653894	1.2615157839077622
0.0	0.0	8.064621107290665e-16	-2.761016690793629	-0.6138858623497851	1.764678578158696
0.0	0.0	6.227637731989254e-16	2.6124256543142272	-1.71200277417632	0.07305766822718915
0.0	0.0	-9.051200187969483e-16	2.526037544327558	0.778305395408843	-2.3186946634228245
0.0	0.0	3.822417526231094e-16	2.8026662397840343	-0.49156126567071107	1.7611573660784003
0.0	0.0	-7.463385579354177e-16	-1.9815365355171446	-0.39676203522233805	2.6448540620432235
0.0	0.0	-9.72530667383376e-16	2.6777403913485314	2.41162810912944	-1.1201685682154103
0.0	0.0	-6.443018926836914e-15	2.354426448252253	-2.375305482848576	-1.2859289540054277
0.0	0.0	6.932813655055315e-16	-2.068344330163863	-2.0245680782890965	2.057005115164713
0.0	0.0	-3.009422737250308e-15	2.9663010758263124	-0.8781762442464249	-2.4701506617091686
0.0	0.0	-3.3189238621239965e-16	-1.828811481265907	1.6347868485605257	2.5205876355338996
0.0	0.0	1.0819235271990935e-14	1.8164641496273264	1.2874382970015856	-2.9255291294925883
0.0	0.0	-5.262992746511689e-16	2.642573022650238	-0.0870492175024265	-2.050875119216725
0.0	0.0	3.219596409217219e-16	-2.260960812282468	-1.678757406366672	1.663395461070531
0.0	0.0	2.374566016889474e-16	-1.8162784941808896	2.1846759542784158	2.96428819384666
