isophoton_Eta	isophoton_Phi	jet1_Eta	jet1_Phi	jet2_Eta	jet2_Phi	R
0.0	0.0	-3.009386803670562e-15	-2.713043992422283	-0.5009422550300986	2.019817682384239	1.6292472212555869
0.0	0.0	1.611462186132158e-15	-2.3339984668763174	0.16658271440446315	2.226310648575016	1.7309107928378065
0.0	0.0	-6.117883297888351e-16	-2.0976262974061903	0.9236233237016531	2.195959989925535	2.1935323804004483
0.0	0.0	7.468827941717895e-16	-2.2207278270218076	-3.628346240987088	0.7455630176154577	4.68655287172395
0.0	0.0	-8.826799976438158e-16	-2.865943477203422	-1.7485813993652253	1.274906053556414	2.7653461788958835
0.0	0.0	8.197772546287262e-16	-2.8764090578782056	0.41676064348810943	-0.8493719711288907	2.0694368279843123
0.0	0.0	-9.499093005386615e-16	-2.264847175199993	1.604496440271712	2.5062079812408635	2.204755410384048
0.0	0.0	-1.6905125662973404e-15	-1.9677110154971942	-2.3589602825421254	1.1589138689105898	3.9166920714308397
0.0	0.0	1.8804809451394682e-15	-2.8352814423208503	-0.5830121638827209	0.3014886239939866	3.1904905002466317
0.0	0.0	2.590873540420199e-16	-2.1220685308507345	-0.7616736872277661	2.7296591197511932	1.6214863022517154
0.0	0.0	9.641533901521865e-16	-2.1248160668858675	-0.9996693687209167	1.6951312342347196	2.658360457359459
0.0	0.0	3.6627803999803225e-18	-2.786835244321039	2.0292392640456476	1.3412487251552878	2.960113809723352
0.0	0.0	1.790282436980466e-15	-2.303266782730828	-0.032804019205990964	1.927226461247597	2.0529541665622024
0.0	0.0	-4.844435675968747e-16	-3.027774481066911	-0.043193444986668154	-2.499432327533631	0.5301048055715025
0.0	0.0	8.718156026135936e-16	-2.6010097515003667	0.09065627902163007	1.6798781657891007	2.004348621993397
0.0	0.0	2.268845983342868e-16	-1.7212527355493155	-2.3558733210702623	1.4026118408154866	3.912629422319149
0.0	0.0	-8.722044087704745e-17	-1.8348102739596808	-2.7906762559138127	0.1672113990368586	3.434525403089778
0.0	0.0	1.0641154883021913e-15	-2.2973834742451005	0.19725832384578207	2.463649857839823	1.5348802825012218
0.0	0.0	-6.155775922860514e-16	-2.6206804496381104	-0.18090950621427407	2.378575528793927	1.2966120355205806
0.0	0.0	-1.2377460336202286e-14	-2.3933657997391453	-0.0731616098972172	2.3886691528889243	1.502932136902027
0.0	0.0	8.029827971911817e-16	-1.7678574452918987	-2.1377063900596394	2.1797188062608415	3.166205658327953
0.0	0.0	-7.554069414861034e-17	-1.7077897012281698	-0.1795018693926667	2.605533792608635	1.9780233782191687
0.0	0.0	2.656628641780588e-15	-2.5727749140956737	-1.4389627896003223	2.374542008145547	1.9634556913086136
0.0	0.0	2.8008025258823024e-14	-2.329915444817043	1.2551224518080635	2.8261961916950082	1.6868987604905652
0.0	0.0	-9.448515121095644e-16	-2.7379917073579683	0.03271439366207352	2.016985203794842	1.528558514823495
0.0	0.0	-3.734047749408604e-16	-2.7218912789597236	-2.423365942029459	0.6942990313860973	3.753979595157407
0.0	0.0	7.091994926049655e-16	-2.149876712642147	0.405415465475149	1.8577170972714248	2.311423449322043
0.0	0.0	3.046185142157681e-16	-2.547905732951869	-2.0972747137026615	1.2273521256055326	3.2692906435936773
0.0	0.0	3.950582362192191e-17	-0.6600602259074551	-1.9646650007689144	-2.4892152429668837	2.6843465949239858
0.0	0.0	6.495228229994109e-16	-2.5812711064512386	0.13507305937712083	2.7380898679606904	0.9732430712851315
0.0	0.0	6.860880771938145e-17	-2.302702735104338	-0.7642273025880383	1.9908486190564827	2.1313579326396748
0.0	0.0	8.991414874658029e-15	-2.886256643922637	0.579969949986939	1.0438109995287213	2.423536234975173
0.0	0.0	-2.1853189137599677e-16	-2.1682383739858953	1.8449947613769746	2.245587816370976	2.6265013187045385
0.0	0.0	4.861493977003904e-16	-1.7624893019618586	-2.180410317821243	1.804871739668547	3.482799247072257
0.0	0.0	2.710089326284306e-15	-2.302804585905847	0.02316046530495623	2.147342731114204	1.8331843007513597
0.0	0.0	-1.1212072365286902e-15	-2.7022186761002525	1.8710742506362934	1.5746453686574169	2.743400054574696
0.0	0.0	-1.0066855513945136e-15	-1.8649334037439518	0.13979324072706578	2.4897649730631657	1.9335469973006607
0.0	0.0	1.5683022756298079e-15	-2.8189697790433588	-0.1967086449790122	2.6058046850303804	0.8806608124420954
0.0	0.0	-3.137549902332162e-16	-2.748536959542112	-2.6014440952510127	0.1925794978278847	3.9265350369669436
0.0	0.0	1.2899279746621242e-15	-2.969904637063116	0.12876831407225936	-1.8784614159146278	1.0990130043361632
0.0	0.0	6.946878355666197e-16	2.9578163843501346	2.1557712378209595	-0.39615964129740444	3.6369790547691636
0.0	0.0	1.003857832000334e-16	-2.4272237492870006	-2.0309956329486276	1.8557960132093194	2.850544766741
0.0	0.0	-7.37816938173016e-18	-2.0672937705190915	-2.6889181806857603	0.9152333879823337	4.015687890464223
0.0	0.0	3.5627306254308804e-16	-1.7113428252925393	-2.7705106295833004	0.6415904802685481	3.6348348365575958
0.0	0.0	-2.4473793604316125e-16	-2.147330489502478	0.9562875482600481	2.8262055854878616	1.621624798259788
0.0	0.0	-5.908032759174343e-16	-2.4810177462585794	-2.394516277673162	0.8719330680547464	3.7841752585239656
0.0	0.0	-1.6980063926222977e-16	-1.7105849549499137	2.2414686996257758	1.4420297989708588	3.8502797197519634
0.0	0.0	-5.87098450605336e-16	3.1052871878127615	1.226444205718775	0.05216681342428003	3.2902445821317325
0.0	0.0	-1.1743345449634602e-16	-2.666932194839794	1.9632695834127394	0.44907696916223805	3.6829255446313702
0.0	0.0	-1.0030108911207048e-15	-2.169679567459905	2.181436702055443	2.3839528481323207	2.783885645976273
0.0	0.0	8.940556127136093e-16	-1.9697127759950517	1.1029485940257386	2.2577849326210515	2.332883859936249
0.0	0.0	8.997250242298874e-19	2.582996367020011	-1.1314118447682986	-0.775139243533209	3.136241140316861
0.0	0.0	-1.6103511653771816e-15	-2.552668329384372	0.9494494293911101	1.1746471969600882	2.726522428948147
0.0	0.0	1.4801701693030462e-15	-2.5335371341543844	-0.9156761035615583	2.2435465606814433	1.7626130583137498
0.0	0.0	-2.1267506460790728e-16	-1.631246492596805	-0.4300341228025479	2.6912979403725594	2.007247365024645
0.0	0.0	-4.450647459273077e-16	-3.010946656402268	0.37885037848413516	1.438625993629313	1.8723415782732966
0.0	0.0	-2.0455729140446647e-16	-2.462061305321777	-2.124629445336494	1.4013251143582428	3.220167221734765
0.0	0.0	-3.260074115446113e-16	-2.537614322795724	1.0090248606065348	2.943513366856256	1.2889637664248355
0.0	0.0	-1.020366204074516e-15	3.037259256790381	-0.09529447560458285	-1.7138491882872255	1.5350376374763581
0.0	0.0	1.0719158991665446e-16	1.6547289491956896	1.7786601933341817	-0.4216885199402647	2.7340705165530297
0.0	0.0	-6.820223009279148e-16	-2.480645374429086	0.04716352574331	-1.1300468379896778	1.351421771614181
0.0	0.0	-1.6122695048313732e-15	-2.7803925553371487	0.1306653595097112	1.8437628601458482	1.6641675449661304
0.0	0.0	7.403508346453334e-17	-3.105712406560047	0.05890177347348786	-0.8898518763831866	2.2166432523331308
0.0	0.0	-1.178036788211195e-16	-1.50311806834633	-1.4842666249419694	1.8204086782061808	3.3109856854733994
0.0	0.0	-3.0738063409648917e-16	2.87079412912106	-0.49728203053609354	-1.2168632220571194	2.251140249624135
0.0	0.0	6.64252725624624e-16	-2.7847073561049402	-0.9059599152494421	0.31854209860899557	3.232788354690285
0.0	0.0	1.6409927542282637e-16	-2.158913764645776	-3.1373296879977963	0.5201476014346159	4.125555401932798
0.0	0.0	-2.982791374696486e-17	-2.4211927187471582	1.1910974006302018	2.2272906960783043	2.0226129868697513
0.0	0.0	-4.5526686691879896e-17	-2.7514737605453887	0.616833546351082	1.961576190769032	1.6869524769956865
0.0	0.0	-7.09674745466054e-16	-2.0532827635465694	1.4798004973283785	1.8533204518064663	2.7996342530916394
0.0	0.0	1.6433179085285145e-16	-2.161644273925754	-2.85931463038242	0.06783860401338494	3.625779096765651
0.0	0.0	3.4388472523146216e-16	-2.8012263176962335	2.4307457825102654	0.3086086390052219	3.9471000135686687
0.0	0.0	9.280895581118164e-16	-2.55857124313398	-0.017174073736424354	2.4048908355164196	1.3198349702626473
0.0	0.0	4.3466971733173027e-16	-2.9751145820201614	-0.6697362200117429	-0.7938947858711396	2.2817244363656184
0.0	0.0	-1.1861728524361608e-15	-2.976241775441559	-0.28470271290122773	-0.5839558342814302	2.4091674202939326
0.0	0.0	-1.337302445408399e-15	-3.0243356492892866	1.3651697977454689	0.8904413183857742	2.733687370441432
0.0	0.0	-2.250054966805412e-16	-1.8632563836383467	-3.283779854946472	0.6280463026312044	4.121868412548628
0.0	0.0	2.507119736515194e-16	-1.6425350101997829	-0.1406649806520086	-2.6897711449259343	1.0566409790737816
0.0	0.0	4.796519494333603e-16	-1.9484360368380074	-2.3894654883428825	0.6799991163842114	3.5522129264271305
0.0	0.0	4.220026905334934e-15	-2.724552392474769	-0.4589343827924983	1.1547757729926917	2.4472739784236506
0.0	0.0	2.270542376532427e-16	-1.7602295525141027	-1.5403837826438436	2.6013539768452847	2.4627902042914465
0.0	0.0	6.681857102884274e-16	-1.6742763419677118	-1.7923555392549604	2.087582513354397	3.0934811226083405
0.0	0.0	4.0542828488007852e-16	-2.718122184229095	-0.6739621128863795	2.9387921417573457	0.9200218864195023
0.0	0.0	3.3556339662157336e-16	-2.6349962155935756	1.304291562986587	1.5052875290116523	2.5086258366208423
0.0	0.0	-4.3810930091419854e-16	-1.5485532690075594	1.6471982896653898	1.2615157839077615	3.257261163558887
0.0	0.0	8.064621107290665e-16	-2.761016690793629	1.5157847613293396	1.3927469991653398	2.6138171065636384
0.0	0.0	-5.276985526187635e-16	2.717782734740785	0.8064137042241338	-1.5119483652935113	2.206122671839257
0.0	0.0	-5.090375089554339e-16	2.7322193600704074	-2.408706838467328	0.42454163167907233	3.3357525585379775
0.0	0.0	-8.996310348880098e-16	3.1261366472239955	-0.6868933010888301	-1.694545761825065	1.6157775633177034
0.0	0.0	-7.463385579354177e-16	-1.9815365355171446	-1.8277173902848145	2.4797390696095745	2.580679333273295
0.0	0.0	-9.72530667383376e-16	2.6777403913485314	2.4116281091294396	-1.1201685682154103	3.463025939949194
0.0	0.0	2.204881287837887e-15	-2.3669860224317896	2.5223824615954804	0.966062176588818	3.8814587772512907
0.0	0.0	6.932813655055315e-16	-2.068344330163863	-2.0245680782890965	2.057005115164713	2.9589071479716123
0.0	0.0	2.6510792111234423e-16	-2.968575628438518	0.7438502030625664	2.5138664807234252	1.0929331149561454
0.0	0.0	-3.3189238621239965e-16	-1.828811481265907	-0.09857189315005531	2.276763642010994	2.1798400242118388
0.0	0.0	3.123397093066299e-16	-1.8193368684006668	-1.089677472918105	3.004799670711979	1.8210492312353461
0.0	0.0	-1.1405646195078288e-17	3.108289377365755	1.5286725400484569	1.3699732063773356	2.3148613014645267
0.0	0.0	3.219596409217219e-16	-2.260960812282468	-1.678757406366672	1.663395461070531	2.895220343990113
0.0	0.0	2.374566016889474e-16	-1.8162784941808896	-0.6235810125768406	-2.6563977440497415	1.0462569632965701
0.0	0.0	-3.365991062748988e-16	-2.6335933519120975	1.797243342292571	1.0639081036847249	3.1489434119639
0.0	0.0	-1.0852971673566153e-15	2.87169754620491	2.47092391880185	-1.1812713942117679	3.3285627611754967
0.0	0.0	1.0069577594256822e-16	-2.05227963762154	-0.6200768770690457	2.6909569495278114	1.6601016215275681
0.0	0.0	-1.4554377622413032e-15	-2.3528928522271175	0.963817083895873	1.7449757646301152	2.3884204839623595
0.0	0.0	-6.819211077067317e-16	-2.302337099566419	-2.8846950877763957	1.5945546195595597	3.743776547528848
0.0	0.0	3.0766189328123766e-16	-2.4150275384309805	0.5461268929484563	2.2885670086075605	1.6713352604203915
0.0	0.0	8.279099878834466e-16	-2.9081230038229124	0.0042045737487470015	-1.0100815191773345	1.8980461416614713
0.0	0.0	4.090121395965752e-16	-2.2352321968697924	0.3490717963747827	2.732453983740657	1.3610250074956296
0.0	0.0	-2.950164829754561e-17	-2.2873612690480276	-0.5918092180311275	2.6196981994400397	1.497985472046058
0.0	0.0	2.2048672454918123e-16	-2.9708007841760233	-0.6411556164411935	-0.20281388721414828	2.841272951732501
0.0	0.0	-5.667620110341995e-15	-1.7192330424364926	0.8175608444873915	3.0985758357687594	1.678014842911861
0.0	0.0	-8.003058229145284e-16	-3.021952949287762	-0.3417792487691059	0.7674876036785669	2.5170570025439063
0.0	0.0	2.664535929236386e-16	2.9276696539757454	-2.038454695912122	0.42567281842962457	3.227272178228695
0.0	0.0	6.275306205750282e-16	-2.4488746865429207	-1.0533218000013285	1.8450494752764657	2.250921304443541
0.0	0.0	2.5271487630128634e-16	-3.0762316021544533	-1.6494556396183133	0.12982034651140317	3.491339802016791
