isophoton_Eta	isophoton_Phi	jet1_Eta	jet1_Phi	jet2_Eta	jet2_Phi	R
-0.713704	-1.14237	-0.428157	2.12999	0.561295	-0.127012	2.464360624646482
-2.37186	3.10005	-0.992638	-1.93035	-0.62886	0.247051	2.2075800207659517
1.02794	2.27423	0.118454	0.906474	-0.578543	0.112317	1.0566409790737816
0.936363	1.56561	2.16642	3.07669	2.36019	-0.470234	2.7431136968904766
-0.141078	-2.29584	-0.190434	1.26324	-0.579018	-1.13294	2.4274834947854953
1.18744	0.46066	0.738702	-1.24141	0.361119	-2.91443	1.7150990765226946
0.808816	1.74099	1.01586	-2.88077	2.32926	-0.552215	2.673422515807219
1.77684	0.766619	2.42823	-2.87765	1.72689	-2.24805	0.9424828675365935
-2.29259	-1.22724	-1.62036	2.50814	-1.41548	0.560984	1.9579050801139468
-0.222444	-0.802037	0.297731	-2.26061	0.905286	0.939488	3.1423797386243555
1.08019	2.74341	2.01603	0.145831	2.03418	-1.7157	1.86161947950192
-0.0977239	0.830241	-1.89216	-2.37202	-1.55551	1.73088	2.2061226718392573
2.02067	-2.2621	0.155522	0.9994	0.193978	-0.635662	1.635514172295673
-1.72106	-0.22411	-0.652562	3.08834	-1.7939	-2.05113	1.6157775633177034
0.0675777	-1.66471	0.51886	0.264754	1.28252	1.78765	1.7036398746260901
1.31468	-0.197146	-0.963544	2.5973	-1.2623	-0.852815	2.8487791267416003
-2.01549	-2.27706	-1.82299	1.64698	0.41997	-1.10906	3.5533964095214596
-2.23101	0.654561	-1.52671	2.5993	-1.02787	-1.96891	1.7860519728820092
1.19177	-2.65411	1.10736	0.6617	2.0068	-0.162411	1.2198980506259531
-1.33409	-1.90225	-0.829571	-0.144407	-1.86744	2.16533	2.5322039946122037
-0.833526	-2.76691	-0.747361	1.69898	-2.06429	0.18291	2.0081758478631797
0.641104	0.757859	-0.675561	-2.63632	-0.181773	-1.12271	1.5921186579661706
-1.7115	-0.759821	-0.514314	1.15817	-1.16817	-3.0598	2.1662506627223155
1.06222	0.50453	0.250438	2.1293	0.432779	-3.12364	1.0462569632965693
2.11022	2.62934	0.496057	-1.57291	1.34221	0.687139	2.4132543135380486
0.866082	-2.73111	-1.22642	-0.0367299	-1.81	2.96945	3.062300313092106
2.42226	0.501736	1.92324	-1.48895	2.47511	-3.02048	1.6279264841509276
2.36156	0.96777	1.75545	-3.04193	1.87978	-0.966596	2.0790548719204116
-1.9363	2.80823	-2.21427	-1.18946	1.11981	1.57362	4.330207908726785
-0.447665	2.08289	0.335259	-0.201708	-0.67296	-1.85828	1.9392618036626719
1.30308	-1.92555	1.01979	0.968742	1.2005	-0.920682	1.8980461416614718
-1.98351	2.16743	-1.58041	-0.0311544	-2.13293	-1.36515	1.4438914818016486
0.304194	0.13627	0.460273	-2.14576	-0.464992	2.70948	1.701512010101957
-1.16402	0.489333	0.0281459	-3.07275	-0.495366	0.417808	2.841272951732501
1.55024	2.85075	1.52165	-1.71344	0.78432	-0.260993	1.6288823827118397
1.65695	-2.47759	2.09488	0.512463	1.8839	2.99668	2.4931599755107974
-0.10055	0.162044	2.00519	2.77458	1.21942	-1.4486	2.2047803424622736
2.20019	-2.45132	1.31292	1.54938	1.88693	-0.349996	1.9842168907344782
-0.307841	-1.43188	-2.29357	2.50182	-1.48382	-0.267994	2.885752008939091
1.54187	2.4074	0.771124	-0.648562	2.28116	-0.808436	1.5184756886996906
0.968237	0.0425149	0.787544	-2.97709	1.00395	0.910956	2.4048958101407862
1.67384	2.39134	-0.606955	-1.29001	2.26155	0.873532	3.5929423764915853
1.06598	-0.664868	-1.76765	1.14185	0.00214803	-2.51071	3.170547992660823
0.633224	2.96461	1.25123	0.437856	0.596101	-1.28808	1.8460902152216179
-0.188023	-1.76675	-1.9711	2.02842	-2.07371	-0.260099	2.29081820000213
-1.24171	2.90788	-0.308151	-0.960553	-1.03129	1.05397	2.140381491895779
-1.21542	-1.21977	-0.319806	1.83507	-2.32899	-2.03848	3.1373814972780183
-0.576425	0.606079	-1.12415	-1.35804	-0.288194	2.34356	2.713559494866755
-1.85447	0.370684	-0.921524	-2.4224	-1.48601	2.37141	1.5927596334137444
1.24531	-0.810256	0.147285	2.61616	-0.0323181	-2.36474	1.3146118418854438
2.18401	1.23151	0.341945	-2.30994	0.688746	-0.7629	1.585434859967763
-0.983791	2.12276	-0.858663	0.0962314	-1.53883	-1.69899	1.9197518128411704
0.821778	-0.936372	1.33973	2.55378	1.09565	1.07248	1.5012743707930274
0.977887	-0.0481584	-0.933267	-2.92321	-0.461044	2.24009	1.215375523435336
-0.309774	-1.58448	0.454294	2.6354	-0.525073	0.294481	2.537530588042241
0.132804	-2.01551	-1.22667	0.854596	1.3334	2.18006	2.8828481091094615
-0.982674	0.223219	-0.640971	-2.76177	-2.23519	-1.53165	2.0136358743231106
1.32667	-2.42473	0.599799	-1.58579	-0.197414	1.14181	2.841716088452363
0.187767	-2.60989	-0.740909	0.477385	0.343142	1.66136	1.605292300867976
1.69902	-0.144904	1.20058	-1.76401	-0.110559	-3.10295	1.8739919425976728
1.0878	-0.579273	0.458157	-3.02576	0.744428	0.922194	2.3527125501158612
2.26342	-3.04895	0.611719	-0.702851	0.62434	1.24788	1.9507718277651032
-0.75058	3.04243	0.204157	1.12315	-0.28463	-0.425879	1.6243163405599292
0.377891	1.71827	0.726621	-1.31661	-0.208214	0.621732	2.151995861099412
-0.342839	-2.02855	-0.108498	-1.24696	-0.576234	1.82069	3.1031038474720756
2.0666	-1.38703	1.26368	-3.08474	0.679395	1.14547	2.134501481169343
-0.527194	-1.95256	-1.12166	1.04602	-1.78059	2.02113	1.176872234781669
-0.223811	2.49076	-1.23332	-1.65649	-0.993857	0.316972	1.9879373213994953
2.15662	1.4248	2.02218	-1.09085	1.57773	-2.87446	1.838151363353954
0.789533	-1.72803	1.47798	0.947649	2.02086	-1.58924	2.5943254407882215
-0.904979	0.36457	-1.3772	-1.31423	-0.342461	2.86088	2.3483326635852313
1.1088	3.03945	1.68497	-0.220816	1.50212	1.6325	1.8623142372746873
-1.82685	-2.56289	-1.45147	2.5539	-2.23233	-0.22339	2.8849752310375214
-0.426528	1.09551	0.455543	-2.71407	1.21313	-0.91502	1.9520550619972274
-0.861971	1.95632	1.41906	-1.20966	1.02361	2.15883	2.941399231011442
0.507914	2.38828	-0.285537	-2.02046	0.367995	-2.16583	0.6695046765512546
-0.955145	1.29386	-2.20085	-1.41524	-1.48985	0.237242	1.7989490710756655
0.87198	0.62064	1.76024	-1.98931	1.11445	3.00032	1.4457973775161144
-2.26183	3.09271	-0.599437	-0.722723	-0.224229	2.021	2.76925927713405
0.778447	1.9117	0.844288	-1.87932	-1.00289	-0.160921	2.522887569212112
2.36941	-0.0193166	1.73664	3.13877	1.25397	-1.40675	1.8034553082002134
1.89852	-1.00104	0.995075	1.42451	1.7243	-2.82414	2.161273471077951
1.17353	1.7244	1.74922	-1.29598	0.390899	1.03464	2.697559178857991
-1.30585	-2.9284	-0.980659	0.962209	-1.30843	-0.624301	1.6200147556553306
0.693274	-0.541437	0.636005	-3.01095	-0.650361	2.62362	1.440638505199576
-1.06948	1.56846	-0.429521	-2.04574	-0.245502	-0.337158	1.7184631049530854
-0.368095	2.94759	-0.480386	0.787897	0.121735	-1.36858	2.2389601939672796
-1.1713	2.39592	-1.0388	0.554709	-1.376	-1.39128	1.9749878551831654
-0.791715	2.7217	-0.917043	0.253748	-1.26235	-1.39248	1.6820533737765277
-1.71971	-1.57786	-2.08172	0.846407	-1.09944	2.51025	1.9321613615454065
0.0672381	-0.296223	1.82216	2.44878	1.93918	-1.8715	1.966390328839568
1.86944	0.227763	-0.0880648	1.16519	-0.355423	-0.66208	1.8467257674076138
-0.289799	-2.61934	-0.974134	-0.489388	-1.84694	1.44192	2.1193727620454124
-0.72615	2.51299	-1.90368	0.111854	-1.57208	-1.76914	1.909999211527586
-1.63134	-2.48461	-1.83201	1.20646	-1.41059	-0.272643	1.5379663523656817
0.345077	2.82511	-0.252754	-1.15511	-0.833894	0.50468	1.7585865186848217
0.827768	1.26995	1.2891	-0.910269	0.673569	-2.74851	1.938558326706215
-2.02211	-1.2073	-2.22939	2.7301	-1.48214	1.17888	1.7218205629217003
0.572378	-2.31345	-0.177156	1.3602	0.170199	-0.540799	1.9324732065480237
1.01791	-2.44629	1.14791	0.136845	0.942118	2.28592	2.158905672531572
-0.321517	-0.163561	-0.69012	-2.2806	0.264308	1.3629	2.8069327259704293
0.0114708	-0.651576	-0.1643	1.3826	-0.754658	2.96247	1.6865680493428068
-0.489103	-1.45845	0.322649	0.788193	1.00393	2.91733	2.235479404004877
0.0423498	-2.83262	0.509548	1.03586	0.816098	-2.01903	3.07023220857967
-0.970159	1.02617	-0.125793	-1.62698	-0.538934	2.02133	2.667068310011148
-0.251846	1.365	-0.864582	-2.45031	-1.01308	-0.297159	2.158265712280348
-1.77022	-0.951165	-0.114481	0.693694	-0.825858	2.89201	2.310551984263717
0.10647	1.50558	0.640888	2.75563	1.54998	2.42506	0.9673286873467568
-1.70612	3.04421	-1.07035	0.596554	-0.673385	-1.00272	1.6478041565371173
-0.807143	0.0639175	-1.62443	-2.18252	-1.38694	2.96632	1.1589395049010756
1.10152	-2.77994	1.29694	1.07107	1.76438	-0.598523	1.7337937995185586
-0.000245493	1.78133	0.134809	-0.521474	-0.257586	-2.13168	1.6573283315206433
-0.172751	1.66041	-0.606413	-0.821656	0.302983	2.79177	2.8203928526161075
-1.89205	-1.55189	-2.3637	1.79514	-2.14498	0.817956	1.0013625758215652
0.664903	0.438306	-0.86676	-2.38326	-0.183214	2.38479	1.662188356708763
-0.698991	1.21637	-1.3575	-0.377171	-1.44017	-2.46791	2.0923727906424796
1.34662	-0.289044	0.44345	-2.61338	0.262753	1.0055	2.6704258416354327
0.782556	-3.12547	0.407249	2.28526	-1.01793	-2.01861	2.4390211699114914
-0.393932	-2.89964	-2.2329	-1.69006	0.57899	-0.204744	3.1800768845982326
-0.630065	0.380871	-0.857922	-1.57082	-1.56435	1.67343	3.11996287163913
0.0086041	1.8739	-0.399471	-1.23991	-1.9213	-2.06435	1.7307988961288945
2.0949	-1.24689	2.13248	2.65241	1.16567	0.799621	2.0898680950292055
0.507817	-2.65842	1.17772	1.65113	-0.0665242	-0.482869	2.470241964106885
1.65382	0.349249	-0.124621	-0.805892	0.705118	2.22087	3.1384319353404813
0.175724	1.24165	-0.188005	-2.33369	-0.34782	0.61935	2.957361336702872
0.323982	-0.736538	0.0775925	2.79939	-0.589402	-2.39155	1.27979743478649
-1.20004	0.679449	-0.877145	1.54459	-1.3177	2.00173	0.6348745447921188
-0.775221	-0.135826	1.47569	1.3581	-0.478494	-1.6657	3.6003057572734014
-0.919193	-0.0637418	-1.47958	2.54427	-0.733559	-1.66299	2.205904171406741
-1.17836	-1.58096	-1.24944	2.22311	-1.05002	-0.00543959	2.237454270256527
-0.55335	-2.20731	-0.575602	1.59578	-1.2296	0.764807	1.057463716036158
-1.69652	-2.90514	-1.48823	-1.08486	-1.84602	0.078833	1.2174543450778759
1.49543	-1.33661	0.320011	1.25846	0.454718	-3.11849	1.910989016762538
-1.21086	-0.890617	-0.417003	2.60381	-0.196325	1.14859	1.4718573395828825
-1.40757	0.383091	-2.45128	-3.07727	-2.03871	-1.41353	1.7141309146328352
0.340737	-2.56565	1.26465	0.474963	1.4425	1.9713	1.5068692843339133
0.838601	1.81927	0.927045	-1.29586	-0.176136	-2.29188	1.4862920840672602
-0.140174	2.84025	-1.29525	-0.861721	-1.39482	2.09927	2.9626646598933535
1.04079	-2.78831	1.0908	0.288909	-1.11577	-2.45964	3.5246947059711426
-0.702816	0.10454	-1.62167	2.94109	-0.555268	-2.45861	1.3848319441745298
0.282304	1.56233	-0.883109	2.78295	-0.716355	-1.23176	2.2745960335407953
2.19751	-1.3269	0.735	1.4053	0.961021	-1.77282	3.113280593568665
0.887096	0.432069	-0.00745996	2.43607	0.25438	-1.77901	2.084615006718787
1.08333	2.95392	2.29339	2.5599	0.827803	-2.68522	1.79597462023795
-0.731276	-0.626867	-0.237954	3.13424	-1.81951	2.88691	1.6007784075367832
1.3015	-1.33008	1.83815	-2.82431	1.04725	0.736146	2.835273829839832
1.50574	1.2468	1.68679	-1.49991	2.0559	2.8907	1.9282332549372512
0.534268	-2.35743	-0.702703	1.8551	-0.844178	-1.17958	3.037975950863502
-1.48895	-0.291131	0.656627	-2.83486	-1.08707	2.96643	1.8090611694718086
0.144882	-2.45814	-1.11128	-0.0904021	0.529025	2.11468	2.7482699213806145
0.949283	-0.958598	1.15925	2.88081	0.330658	1.17073	1.9002469073423063
-1.43539	-2.72532	0.230562	1.39739	-0.727726	-0.190767	1.854874267327303
1.77387	-1.93351	0.951893	1.2629	0.874902	3.1314	1.8700855231996747
1.41893	0.615348	1.81716	2.76708	0.522362	-2.18206	1.8590800796124618
1.02197	-0.436945	2.4569	3.07015	1.1445	0.869617	2.5621747099073864
0.212874	-1.19869	-0.0145072	2.51108	-1.35958	1.64448	1.6000676227271897
0.559378	0.945276	0.0823427	-1.17686	1.83371	-2.7057	2.3247879828296796
-1.05683	-1.85512	-1.99298	1.1508	-0.481808	1.92468	1.697801834132594
-0.268826	-2.13797	-0.293698	1.05909	-1.335	2.72333	1.9631618967380144
0.330426	-1.82777	-0.806794	-0.277952	-1.62596	2.25042	2.6577618226507806
2.05738	0.795662	2.17188	-1.67251	1.76394	3.01737	1.6446996216594183
-2.41037	-0.149112	1.01398	2.40337	-1.962	-2.28391	3.3768877253891594
-0.563369	3.11927	-0.8515	-0.327247	-1.4331	1.25362	1.6844580824968605
2.10409	1.40908	0.538509	-0.372123	0.989294	-0.592724	0.5018684264087551
1.78676	-0.801005	1.43219	0.20065	0.964875	2.83668	2.6771323221172687
-0.533447	1.7347	0.673285	-1.78773	0.287957	0.136509	1.962440673423021
0.506764	-1.28811	1.22657	0.374876	0.0749273	0.295546	1.1543717587342865
0.17791	-1.74292	0.735707	-2.81689	0.794751	1.19906	2.268003997363698
1.91649	-0.581788	1.49578	-2.65637	0.503537	1.46842	2.3755455106362118
1.28157	0.337378	-2.13411	-0.783613	1.6289	2.75884	4.655304269295181
1.10807	-2.53689	0.246044	-0.176258	1.0832	1.52893	1.89960424396241
0.283998	-1.21284	-1.33957	0.0193315	-0.815969	1.71637	1.7759779496613266
-0.226507	1.39933	-0.4128	-2.69169	-0.319664	-0.450784	2.242840613002181
1.4718	1.73655	1.52614	-0.865122	0.701478	-2.46288	1.7980261513137124
1.27207	0.601025	0.98624	-1.52034	1.19755	2.93705	1.8379827038954961
0.248773	-0.221706	0.468126	2.5156	-0.393238	-2.22492	1.766851490779994
0.596839	-2.99221	0.846193	-0.544644	-0.344328	0.508792	1.5896753308575307
-1.06865	2.4117	1.14185	-1.95302	-0.89064	0.623547	3.28172410564767
-2.19411	2.10807	-1.35326	-0.43284	-1.88223	-1.62562	1.3048116298148174
-0.738694	0.385235	1.21531	2.66916	1.1475	-1.43115	2.183928296165964
-1.16545	2.36199	-1.12375	-1.08948	-0.233639	0.267402	1.6227835204502785
0.949586	-2.17668	0.170309	0.0203407	-0.3644	1.67512	1.7390250850374442
-0.382432	0.90196	-1.46995	-0.578034	-1.55215	2.80646	2.8998565713356403
-1.57688	-1.91312	0.0931548	-0.379615	1.88555	2.23126	3.1669147160301048
1.78133	0.464167	1.44959	2.98811	1.50019	-0.975545	2.3200821549946515
-0.157127	1.29741	-0.229176	-2.54542	0.311715	-0.469335	2.1453885431562276
0.776883	-1.34478	0.318192	-0.187927	-1.32988	2.64954	3.281365614080973
0.213807	-2.20472	-0.0856219	1.59435	-0.503076	-0.275113	1.9155051119680702
-0.786196	-1.82137	-1.55344	0.790478	-1.94085	2.75909	2.00636978512038
0.622577	-0.950214	0.312755	2.03425	2.06022	-2.76097	2.295141538466645
0.514922	2.31762	0.113328	0.210798	0.738985	-2.28691	2.5748770718061476
2.32838	1.00755	2.19316	2.84124	1.08546	-2.97198	1.2032733188899367
0.194096	-2.84644	-1.11065	-0.870085	-0.909208	2.06253	2.9395254068623053
1.43779	2.65223	0.531988	1.42967	1.46011	-2.58459	2.451414386929305
0.387001	1.25706	0.261826	-1.70774	0.210091	-0.0705807	1.6379765211386548
-0.788611	2.65349	-0.155296	-1.20913	-0.216881	0.652238	1.8623865183277613
-0.670785	-1.3618	-1.17873	1.73573	-1.14588	-3.06034	1.487478087014338
-0.303918	0.846558	0.458415	2.98269	0.184962	-1.49526	1.825828868622899
1.5406	1.52275	0.862229	-0.98863	1.34481	-2.50245	1.5888786655880933
-0.462542	1.92194	-1.72314	-1.12558	-0.894889	-2.5767	1.6708527683195191
1.96365	-2.67326	1.45151	-0.368324	0.935616	1.80007	2.2289188317370376
0.325317	-1.17867	-1.23693	2.54329	-1.122	1.05667	1.4910559779230286
0.67312	0.774595	1.1286	3.0198	1.62108	-1.08374	2.234589495972357
-2.24097	-1.38408	-1.82692	1.01113	-1.58481	2.88928	1.893690754743234
-1.14196	-1.20732	-1.99089	1.71919	-2.02811	2.27614	0.5581922884633931
-1.23038	-1.77526	-0.287039	0.464267	-0.385007	2.25827	1.7966759566023587
0.898668	-1.62703	0.631559	1.56909	0.398832	1.12513	0.5012607486418622
0.0378171	0.479458	-0.164048	-2.76542	0.135463	3.06476	0.5430659697070614
0.552553	-2.19107	1.30285	-0.159924	2.01275	1.35726	1.675053819987883
-1.68506	2.35015	-1.66613	-1.73282	-2.05178	0.221538	1.9920444559958996
1.66488	-1.32038	0.605565	1.01055	0.647084	2.76108	1.7510223037588644
-0.71881	-1.7519	-1.19818	2.43995	1.32953	-0.899734	3.8798863114101594
1.25523	2.83153	-0.0884068	0.418847	0.800473	-1.3967	2.02146437219582
1.33804	-2.06178	0.909979	-0.196164	0.518676	2.71942	2.9417253608834733
1.15533	-3.07987	1.03692	1.03213	0.712685	-0.839171	1.89918292110739
0.797849	0.84252	2.34255	2.53221	1.91254	-1.84522	1.9536662690805606
2.27244	-3.05473	1.87483	1.29474	1.07085	-1.60202	3.0062605239732636
-2.05056	-0.635146	-0.796359	2.63119	-1.44038	-0.692477	3.0287805564240076
-0.802321	3.13694	-0.281819	-0.415921	-0.962736	1.13206	1.6911218575992684
0.264587	2.25202	-0.598965	-1.38029	-2.05462	-0.295729	1.8152696884336497
0.752599	0.416075	1.38859	-2.09513	0.213868	2.06355	2.427652070935666
-1.47326	1.79181	0.26525	-0.416714	0.255786	-2.72465	2.3079554041168127
0.613846	-1.51945	1.99124	0.928445	2.23208	-2.54853	2.8165262636306
-1.52134	-0.626783	-0.444832	3.12895	0.609941	0.540969	2.794672026891528
-0.216145	0.10981	-0.59176	-2.44167	-0.41607	2.25077	1.60041794804166
-0.185861	1.88065	0.258042	-0.561704	0.018509	-2.29048	1.7452915275864376
-1.20786	0.346637	-1.25397	-0.799921	-1.20069	3.13516	2.3487087081618543
0.400594	2.59393	1.8164	0.46696	1.62133	-1.28528	1.7630647527813605
-0.367263	-3.10295	1.01298	-0.35524	-0.548086	0.570678	1.8150072173630605
-1.07614	2.44992	-0.217255	-0.933083	-0.427636	0.818853	1.7645225737453745
-1.89875	-0.248175	-1.11012	-2.65925	-1.89827	1.5447	2.2236006577445937
-0.566863	2.7319	0.102709	-1.21735	0.190962	0.445208	1.6648987042378884
0.79038	-3.00895	0.695134	-0.533326	-0.195519	1.40496	2.133123387009059
-0.208413	1.77693	2.17247	-0.424245	1.23479	2.93457	3.0710235225269162
1.05479	0.167344	1.19121	2.90207	0.655073	1.40047	1.594442047478992
1.01327	-1.71081	-1.55127	1.33625	0.61591	0.174383	2.458984359057414
0.485541	-1.29	-1.11262	2.26417	1.81921	0.346874	3.5030916488890207
-0.354862	0.369246	-0.854733	-1.93525	-1.10934	2.67015	1.6969938896285692
1.05206	3.07879	1.31069	0.657	2.09438	-0.6157	1.4946355094470358
-2.3355	-1.70779	-1.54411	2.81107	-2.44016	0.668198	2.3226721703425994
1.19272	-0.414047	1.62029	2.24851	1.73215	1.08138	1.1724781859378024
-0.308177	0.089725	-1.14137	-1.7743	-0.945685	2.78582	1.7341414798195909
-0.859512	-1.73061	0.103867	2.04866	-0.835627	-1.12186	3.25135883755629
-1.28153	0.457307	1.42481	-1.17551	0.169643	-2.94778	2.1717240042853048
1.33172	1.62175	1.83709	-2.22481	2.18298	-0.801818	1.4644268927344926
0.15209	-1.20992	1.45373	1.89041	1.10411	0.332496	1.5966621983988971
1.94108	-1.72342	-0.578453	3.11488	0.689867	0.465628	2.93720475655069
-2.45359	1.11616	-2.08198	-1.82581	-1.92819	-1.10306	0.7389309349323522
-2.30374	-0.580313	-1.80253	2.71292	-1.79863	0.406788	2.306135297727347
-0.388115	-2.08304	-1.04796	0.975505	-0.415686	-0.0463576	1.2016545195499244
-1.22695	-1.06798	0.895695	2.77624	0.603572	3.07464	0.41758640678187786
-1.56104	2.38016	-1.0275	-1.48664	-1.408	0.58528	2.1065689488834685
2.10269	-0.698205	2.0619	0.95622	0.501941	3.14007	2.683779593070377
1.45696	0.56413	2.202	-1.55236	1.6983	2.57221	2.2166040996059757
-1.45488	-2.68171	-1.70553	0.408457	-2.16588	1.45622	1.1444341076134528
-1.88823	1.25288	-1.50569	-1.06526	-1.87188	-2.84058	1.8126930844740377
