b1_Eta	b1_Phi	b1_pT	b1_Px	b1_Py	b1_Pz	b1_E	b2_Eta	b2_Phi	b2_pT	b2_Px	b2_Py	b2_Pz	b2_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	deltaEta_b1_jet1	deltaPhi_b1_jet1	deltaEta_b1_jet2	deltaPhi_b1_jet2	deltaEta_b2_jet1	deltaPhi_b2_jet1	deltaEta_b2_jet2	deltaPhi_b2_jet2	deltaEta_jet1_jet2	deltaPhi_jet1_jet2	deltaR_b1_jet1	deltaR_b1_jet2	deltaR_b2_jet1	deltaR_b2_jet2	deltaR_jet1_jet2	deltaEta_b1_b2	deltaPhi_b1_b2	deltaR_b1_b2	invmass
-2.4583	-1.87896	36.3395	-11.0222	-34.6276	-210.756	213.918	-3.00823	1.55313	35.2703	0.623012	35.2648	-356.267	358.039	-2.20055	-0.0611994	10.4187	10.3992	-0.637221	-46.4635	47.6173	-3.009	1.65923	36.6331	-3.23538	36.4899	-370.318	372.126	-2.48543	-1.80956	30.7017	-7.26102	-29.8307	-183.027	185.584	-2.23504	-0.0608878	10.0263	10.0077	-0.610103	-46.3207	47.3934	0.5507	2.744995307179586	0.0271300000000001	0.0693999999999999	0.0007699999999997154	0.10610000000000008	-0.5228000000000002	2.9204953071795865	-0.5235699999999999	2.814395307179586	2.799691005528637	0.07451440733173681	0.10610279402541677	2.966919729156485	2.8626816955390755	0.5499300000000003	2.8510953071795866	2.903647267751622	80.71147708265941
-2.44266	0.425487	27.6255	25.1623	11.4028	-157.696	160.166	-0.247471	-2.5043	42.856	-34.4437	-25.5004	-10.7142	44.4244	-0.277685	0.988563	16.8786	9.28136	14.0976	-4.74739	17.5335	-0.119371	-2.56596	51.5068	-43.2063	-28.0386	-6.16305	51.8742	-2.41729	0.42232	30.4143	27.7421	12.4661	-169.198	171.91	-0.387561	0.883449	18.6661	11.8434	14.4276	-7.41672	20.0856	-2.323289	2.991447	-0.025370000000000115	0.003167000000000031	-0.1281	0.061659999999999826	2.169819	2.92662	2.297919	2.98828	3.7876677429956813	0.025566908084475252	0.14216738585202998	3.64324293962961	3.7696484038914027	-2.195189	2.929787	3.6609434045188407	161.40119317160296
-1.65251	2.42112	62.104	-46.6707	40.9725	-156.145	168.108	1.43376	0.646695	36.572	29.1874	22.0365	72.3401	81.1954	-1.18078	-1.30013	65.3897	17.4834	-63.0091	-96.4462	116.523	-1.6856	2.51172	55.71	-45.0194	32.8155	-145.135	155.46	1.05976	0.592136	51.0033	42.32	28.4667	64.7523	82.4269	-1.20108	-1.29233	60.9233	16.7468	-58.5764	-92.0808	110.411	0.033090000000000064	0.09059999999999979	-2.71227	1.8289840000000002	3.11936	1.865025	0.3739999999999999	0.054559000000000024	-2.74536	1.919584	0.0964536577844509	3.271328633010753	3.6343809734568278	0.37795857508594766	3.3498961569959147	-3.08627	1.7744250000000001	3.5600065440283952	302.2633247877751
0.0441645	2.21476	31.1944	-18.7281	24.9468	1.37813	31.5765	1.72959	-0.682429	38.3115	29.7314	-24.1623	104.61	111.503	0.691652	-3.07041	11.0312	-11.0033	-0.784523	8.2528	13.7767	-0.0474399	2.24142	35.1489	-21.8442	27.5368	-1.66809	35.1884	1.84231	-0.701976	31.4588	24.0209	-20.3138	96.777	101.762	0.690478	-3.06128	10.3313	-10.298	-0.82879	7.714	12.8934	0.0916044	0.026660000000000128	-1.7981455	2.916736	1.7770299	2.923849	-0.11271999999999993	0.019547000000000092	-1.8897499	2.9433960000000003	0.09540504021989618	3.426467004491106	3.421509643460765	0.11440228847798452	3.497818562671027	-1.6854255	2.897189	3.351770161835571	108.5070142541845
-3.7456	-3.11667	101.866	-101.834	-2.53809	-2155.01	2157.42	-2.99725	-0.549415	70.3993	60.0386	-36.7617	-703.304	706.834	-0.64098	0.75463	57.3703	41.7957	39.2998	-39.3436	69.5649	-3.04774	-0.605713	68.628	56.4188	-39.0733	-721.29	724.548	-3.73601	-3.06295	60.1397	-59.9539	-4.72477	-1260.12	1261.56	-0.817461	0.686611	67.3491	52.0878	42.6939	-61.3952	91.1333	-0.6978599999999999	2.5109570000000003	-0.00959000000000021	0.05372000000000021	0.050489999999999924	0.05629799999999996	0.7387599999999996	2.513535	0.6882699999999997	2.457237	2.6061300112329393	0.05456928165186002	0.07562211914512836	2.619852006092138	2.5518090185335187	-0.7483499999999998	2.5672550000000003	2.6741028322644964	373.52342551702395
-0.0617407	2.52007	45.851	-37.2765	26.6979	-2.83267	46.1782	0.36438	-0.706728	62.2118	47.3115	-40.3972	23.1737	66.5539	-1.01898	2.20301	16.9816	-10.035	13.6993	-20.4576	26.5873	0.324688	-0.715696	78.3628	59.1354	-51.4171	25.8929	82.5298	0.0618913	2.55568	47.332	-39.4374	26.1726	2.93131	47.4227	-0.793546	2.18161	20.916	-11.996	17.1341	-18.3955	27.8545	-0.38642869999999996	3.0474193071795863	-0.123632	0.03561000000000014	0.039692000000000005	0.008967999999999976	0.3024887	3.020777307179586	0.2627967	3.011809307179586	3.071822191135841	0.1286582431249549	0.04069250407630378	3.0358845421390517	3.0232527860475824	-0.42612069999999996	3.056387307179586	3.0859491607051748	157.06429213725153
-1.24014	2.62071	70.8772	-61.4776	35.2715	-112.225	132.816	-2.06662	-0.715326	29.6467	22.3797	-19.4442	-115.199	119.046	-1.28685	-0.384647	42.18	39.0979	-15.8273	-70.5508	82.1984	-1.02521	2.70344	56.9938	-51.61	24.1804	-69.2179	89.6627	-2.30966	-0.75078	23.3686	17.0861	-15.9423	-116.513	118.833	-1.4539	-0.444358	46.135	41.6547	-19.8324	-93.3338	104.114	-0.21493000000000007	0.08273000000000019	1.06952	2.9116953071795866	-1.04141	2.864419307179586	0.24304000000000014	0.035453999999999986	1.28445	2.828965307179586	0.23030231826883563	3.101909507424681	3.0478570759540515	0.2456123525313824	3.1069046512124716	0.8264799999999999	2.9471493071795862	3.0608427318647253	140.22282855109574
0.154847	-1.46154	18.9363	2.06475	-18.8234	2.94396	19.7317	2.78231	-0.390194	29.6115	27.3857	-11.2633	238.291	240.169	1.88235	2.34551	42.1015	-29.4505	30.0867	135.077	141.486	2.61716	-0.29127	27.2373	26.0901	-7.82169	185.537	187.525	0.284292	-1.64161	23.3118	-1.64945	-23.2533	6.71698	24.2602	1.92259	2.34616	43.3576	-30.3494	30.9645	145.083	151.423	-2.462313	1.1702700000000001	-0.12944499999999998	0.18006999999999995	0.16514999999999969	0.09892400000000001	2.498018	1.251416	2.3328680000000004	1.35034	2.7262643274027925	0.22176837674700148	0.1925109874163028	2.7939463010909855	2.6954946152838075	-2.6274629999999997	1.0713460000000001	2.8374890428132047	134.49547552656554
1.73491	0.0797179	31.4178	31.318	2.50191	86.2728	91.9357	1.77188	2.82984	35.8805	-34.1509	11.0057	102.473	108.674	1.98399	-1.36406	13.8015	2.83294	-13.5076	49.2309	51.1289	1.79809	2.77319	43.3763	-40.4659	15.6209	127.363	134.547	1.65736	0.0533632	24.8156	24.7803	1.32361	62.7189	67.4498	1.92937	-1.56548	12.1702	0.0646947	-12.17	41.0129	42.7805	-0.06318000000000001	2.6934721	0.07755000000000001	0.026354699999999995	-0.026210000000000067	0.05664999999999987	0.11451999999999996	2.7764767999999997	0.14073000000000002	2.7198268	2.694212995640547	0.0819058771523143	0.06241944088182774	2.7788375719603042	2.7234652108845157	-0.03696999999999995	2.7501221	2.7503705833593424	79.02095532273918
0.817676	2.66865	36.2483	-32.2693	16.5115	33.0543	49.281	0.725351	-0.101096	17.1347	17.0472	-1.7293	13.5476	22.3434	0.733419	-0.770738	21.2185	15.2221	-14.7822	16.9952	27.1856	1.18628	2.62877	32.7417	-28.53	16.0643	48.6136	58.6115	0.75493	-0.17565	26.6139	26.2044	-4.65074	22.0552	34.5649	0.874936	-0.73191	20.6565	15.3664	-13.8046	20.4689	29.0803	-0.36860400000000004	0.03988000000000014	0.06274599999999997	2.8443	-0.46092900000000003	2.729866	-0.029579000000000022	0.074554	0.43135	2.80442	0.37075507173334804	2.844992012381757	2.7685057198779632	0.08020733231444617	2.837399224448333	0.09232499999999999	2.769746	2.7712843250271164	80.40423369872009
-2.25621	-2.56694	33.7163	-28.3008	-18.3264	-159.176	162.775	0.613728	0.250425	33.3183	32.279	8.25681	21.7565	40.0692	0.00783328	1.94705	10.827	-3.97825	10.0696	0.0848115	10.8273	0.588973	0.332843	43.3044	40.9278	14.1489	27.0055	51.035	-2.23519	-2.71604	25.8919	-23.5826	-10.6888	-119.638	122.407	0.0804564	1.89216	10.5219	-3.32348	9.98323	0.847468	10.556	-2.8451829999999996	2.899783	-0.02102000000000004	0.1490999999999998	0.024755000000000082	0.08241799999999999	2.848918	2.966465	2.8241629999999995	3.048883	4.062487876976127	0.15057440154289153	0.08605542835289359	4.112936708356815	4.15590955126047	-2.869938	2.817365	4.021702334468452	158.28278539219505
1.23388	0.267258	48.7751	47.0435	12.8809	76.6588	90.9817	-0.219889	2.9772	28.9342	-28.5441	4.73532	-6.41372	30.0069	1.00427	-2.38064	25.5452	-18.4994	-17.6162	30.1892	39.5468	1.16592	0.294941	46.1784	44.1843	13.4233	66.8947	81.2855	-0.268975	-3.10133	32.1513	-32.1252	-1.29415	-8.75254	33.3214	1.07954	-2.39801	24.5996	-18.1065	-16.6522	32.0237	40.3814	0.06796000000000002	0.027683000000000013	1.502855	2.9145973071795863	-1.385809	2.6822589999999997	0.04908600000000002	0.20465530717958647	1.434895	2.886914307179586	0.0733819466149543	3.2792454336391925	3.0191025036526997	0.21045956892660145	3.2238483025761604	1.453769	2.709942	3.0752609561994895	125.83505791029737
-1.12503	1.57749	32.6086	-0.218375	32.6079	-44.9291	55.7139	0.238426	3.11249	22.7903	-22.7806	0.663193	5.48542	23.9076	1.80522	-0.96596	40.4465	22.999	-33.2711	119.658	126.309	-1.14953	1.9644	28.6687	-10.995	26.4765	-40.7083	49.7902	0.366921	-3.10794	26.5545	-26.5395	-0.893406	9.9635	28.3622	1.03058	-0.938889	70.7201	41.7733	-57.0642	86.4867	111.72	0.024499999999999966	0.38690999999999987	-1.491951	1.597755307179586	1.387956	1.1480900000000003	-0.128495	0.06275530717958588	-1.516451	1.2108453071795857	0.3876849211666607	2.1860328927126265	1.8012585894412831	0.14300067693617463	1.9405591960359843	-1.363456	1.5350000000000001	2.0531042993321114	178.7046205494608
-1.70072	1.30701	36.9911	9.64487	35.7116	-97.9405	104.799	-2.39543	-1.57926	57.9212	-0.49031	-57.9191	-315.142	320.455	-1.27987	1.9618	24.0204	-9.15456	22.2075	-39.8511	46.5305	-2.28341	-1.58148	48.147	-0.514166	-48.1443	-233.709	238.616	-1.85278	1.36458	47.7868	9.78487	46.7743	-148.635	156.128	-1.46062	1.98016	28.6614	-11.408	26.2932	-58.4199	65.072	0.5826899999999999	2.88849	0.15206000000000008	0.0575699999999999	-0.11202000000000023	0.0022199999999998887	-0.5426500000000001	2.94384	-0.43062999999999985	2.94606	2.9466764525817895	0.16259319942728237	0.11204199569804195	2.9934366484193378	2.97736657476032	0.6947100000000002	2.88627	2.968699462222473	128.57762006025163
2.42652	-0.689709	32.3491	24.9551	-20.5842	181.659	184.576	0.589944	2.86072	50.7113	-48.7242	14.0567	31.6827	59.9793	2.42005	0.268013	24.6491	23.7691	6.52747	137.512	139.704	0.623211	2.89571	57.5371	-55.8066	14.0051	38.2244	69.0769	2.48682	-0.775325	33.3301	23.8042	-23.3294	198.979	201.751	2.40029	0.0452156	26.033	26.0064	1.1767	142.344	144.705	1.803309	2.6977663071795863	-0.0602999999999998	0.08561600000000003	-0.033266999999999936	0.03498999999999963	-1.8968759999999998	2.647140307179586	-1.8636089999999998	2.6121503071795864	3.2449755619471747	0.10471957532381412	0.048280362353652344	3.2566071862094192	3.2087953708797645	1.836576	2.732756307179586	3.2925625944248664	168.84616292320652
0.791243	-1.91966	56.1212	-19.1839	-52.7405	49.1862	74.7727	-0.86732	0.990343	45.9022	25.1729	38.3841	-44.9945	64.4485	0.250909	1.96601	15.5556	-5.98901	14.3564	3.94412	16.0478	0.78965	-1.90931	51.3324	-17.0467	-48.4193	44.8805	68.1856	-0.792107	1.06641	34.1868	16.5214	29.9296	-30.0016	45.4844	0.187385	1.92238	16.0345	-5.52209	15.0536	3.02224	16.3168	0.0015930000000000666	0.01034999999999986	1.58335	2.98607	-1.6569699999999998	2.899653	-0.07521299999999997	0.0760670000000001	1.581757	2.97572	0.010471874187555793	3.3798833215659974	3.339691168552715	0.10697281831381285	3.3699947663830283	1.658563	2.9100029999999997	3.3494699110423425	128.5602568911493
-1.01126	1.63171	30.0562	-1.82978	30.0005	-35.8465	47.0153	1.62939	-1.15479	15.999	6.46537	-14.6344	39.2352	42.6317	-1.48016	-1.86379	16.0501	-4.63558	-15.3661	-33.4328	37.0858	-1.06231	1.56157	27.0791	0.2499	27.0779	-34.4906	43.8506	2.01471	-1.1364	23.2414	9.78141	-21.0829	85.5884	88.6878	-1.46275	-1.75712	15.356	-2.84462	-15.0903	-31.3739	34.9303	0.05105000000000004	0.07014000000000009	-3.02597	2.76811	2.6917	2.71636	-0.3853200000000001	0.018389999999999906	-3.07702	2.6979699999999998	0.0867509198798492	4.1010885643936055	3.8241156545795003	0.3857585961453096	4.0923213707259105	-2.64065	2.7865	3.838960103009668	165.89864451897702
-0.929853	-0.122421	51.2365	50.853	-6.25678	-54.8109	75.1765	-0.0186466	1.65872	44.0347	-3.86674	43.8646	-0.821146	44.2924	0.951336	-2.46661	60.1835	-46.9863	-37.6078	66.2904	89.5348	-0.936926	-0.171648	37.7998	37.2444	-6.45644	-40.8294	55.6405	-0.0417268	1.76063	24.6857	-4.65811	24.2422	-1.03035	24.7072	1.04218	-2.48178	55.1966	-43.6111	-33.834	68.5188	87.9857	0.007072999999999996	0.04922699999999999	-0.8881262000000001	1.883051	0.9182794000000001	1.830368	0.023080200000000002	0.10190999999999995	-0.8951992000000001	1.932278	0.04973253319508266	2.0819820402029023	2.0477998124544206	0.10449087870259292	2.129572698210756	-0.9112064000000001	1.7811409999999999	2.0006899723050444	165.06464238601734
-0.884281	2.29343	38.5316	-25.4833	28.9013	-38.6902	54.806	-2.12279	-0.611554	61.8808	50.6653	-35.5282	-254.785	262.234	-1.65117	2.88427	26.0395	-25.1821	6.62694	-65.3752	70.3702	-0.850426	2.19366	50.7263	-29.592	41.2004	-48.5302	70.2021	-2.25327	-0.332995	47.2011	44.6083	-15.4289	-222.171	227.129	-1.65267	2.73398	23.4572	-21.5354	9.29883	-58.9873	63.4802	-0.03385499999999997	0.09976999999999991	1.368989	2.626425	-1.272364	2.805214	0.13047999999999993	0.27855900000000006	1.402844	2.526655	0.10535755276675697	2.9617966106311213	3.080281762159429	0.3076038798211102	2.889975220890484	1.238509	2.904984	3.1579798263030434	142.18952304695705
2.00449	-1.07894	61.6827	29.1303	-54.3708	224.76	233.117	3.35341	1.77851	71.287	-14.7014	69.7546	1018.16	1020.66	1.87704	-2.32418	21.0915	-14.4289	-15.3837	67.2934	70.5213	3.24929	2.07901	74.3412	-36.1757	64.9456	956.523	959.408	2.19789	-1.32158	60.0373	14.8078	-58.1825	267.016	273.682	2.08568	-2.21	30.452	-18.1664	-24.4399	120.679	124.462	-1.2447999999999997	3.1252353071795866	-0.19340000000000002	0.24263999999999997	0.10411999999999999	0.30049999999999977	1.1555199999999997	3.10009	1.0513999999999997	2.8825953071795865	3.3640188413922245	0.31028652822834574	0.3180270812368026	3.308441397168763	3.0683542274277547	-1.3489199999999997	2.85745	3.1598426652129374	184.79710778383438
-0.367058	-0.791486	31.4037	22.0702	-22.3406	-11.7876	33.8708	0.454857	1.17284	42.9634	16.6499	39.606	20.2231	47.7171	1.37888	-2.72215	42.395	-38.7201	-17.2654	78.8248	89.5024	-0.4067	-0.963324	28.9593	16.5298	-23.7783	-12.1051	31.3875	0.32942	1.04499	23.5024	11.7962	20.3276	7.88295	24.7892	1.30125	-2.6288	47.1398	-41.0765	-23.1275	80.1777	93.0087	0.03964200000000001	0.17183799999999994	-0.6964779999999999	1.8364760000000002	0.861557	2.136164	0.12543700000000002	0.12785000000000002	-0.73612	2.008314	0.17635131529988649	1.9641093918262293	2.303362129398024	0.17910908259772873	2.1389711959248072	-0.821915	1.9643260000000002	2.129347529526592	124.97224504612016
0.532643	3.04139	61.9918	-61.6808	6.20165	34.6031	71.1508	1.93111	-0.445721	58.816	53.0696	-25.3561	198.568	207.149	0.644188	1.1483	21.001	8.61114	19.1544	14.4839	25.5113	1.9182	-0.413895	59.5271	54.5007	-23.9405	198.28	207.022	0.479277	2.78268	55.1732	-51.6575	19.38	27.4673	61.6323	0.801752	1.23409	26.0017	8.59054	24.5416	23.1532	34.8161	-1.385557	2.8279003071795863	0.05336599999999997	0.2587099999999998	0.012910000000000199	0.031825999999999965	1.4518330000000002	3.0547843071795864	1.438923	3.086610307179586	3.1490932580022775	0.26415676038292085	0.03434475762034146	3.3822368668204876	3.405534112047075	-1.3984670000000001	2.7960743071795866	3.1262983672961875	172.0838458668111
-0.5169	-0.155656	47.8672	47.2884	-7.42077	-25.8592	54.6082	0.802054	2.88389	30.2645	-29.2652	7.71306	26.9613	40.8037	0.54967	-3.12538	18.0256	-18.0233	-0.292292	10.4147	20.818	-0.462939	0.00429047	39.418	39.4176	0.169121	-18.907	43.7179	1.10319	3.1412	23.4071	-23.4071	0.00925074	31.3884	39.1551	0.346171	3.12846	20.1797	-20.178	0.265026	7.126	21.401	-0.05396100000000004	0.15994646999999998	-1.6200899999999998	2.9863293071795862	1.264993	2.87959953	-0.30113599999999985	0.2573099999999999	-1.5661289999999999	3.13690953	0.16880362195895235	3.3974776436379543	3.1452028143229844	0.3960950979196787	3.5061319775567235	-1.3189540000000002	3.039546	3.313378870614105	102.32815977742472
-0.337279	-1.37438	41.0225	8.00563	-40.2338	-14.0998	43.6319	-2.31161	1.76599	20.8291	-4.04002	20.4335	-104.057	106.226	-1.39061	1.76846	20.1935	-3.96561	19.8003	-38.0481	43.0748	-0.36742	-1.33446	28.9711	6.78337	-28.1658	-10.8857	30.9487	-2.17807	1.64583	25.2102	-1.88979	25.1392	-109.866	112.721	-1.30812	1.75795	21.0071	-3.90858	20.6403	-36.0156	41.6943	0.03014100000000003	0.039919999999999956	1.8407909999999998	3.0202099999999996	-1.9441899999999999	3.10045	-0.13354	0.12016000000000004	1.8106499999999999	2.98029	0.05002085845924676	3.5369732752426892	3.6595990160945226	0.17964230348111218	3.487202590415418	1.9743309999999998	3.14037	3.7094348133456934	97.32735223985087
